Average Returns,Iteration
6.0,0
115.0,5
116.0,10
112.0,15
126.0,20
159.0,25
150.0,30
23.0,35
109.0,40
105.0,45
125.0,50
145.0,55
151.0,60
112.0,65
147.0,70
98.0,75
137.0,80
129.0,85
140.0,90
148.0,95
51.0,100
129.0,105
96.0,110
173.0,115
108.0,120
146.0,125
109.0,130
78.0,135
72.0,140
152.0,145
