Time,Itr,train-AverageReturn,train-MinReturn,LossAfter,train-MaxReturn,ItrTime,train-StdReturn,LossBefore,train-AverageDiscountedReturn,n_timesteps,train-PolicyExecTime,Time-Optimization,Time-SampleProc,train-NumTrajs,Time-Sampling,train-EnvExecTime
1100.4924001693726,58,218.85700234277476,207.50296561119737,-0.0022896621,225.6201001753271,18.04371428489685,3.597470914687486,1.8310548e-08,122.23735261473757,590000,14.393320322036743,0.2520003318786621,0.023997068405151367,100,17.766717672348022,3.10962176322937
1118.5607872009277,59,216.2936947683912,188.87090428068126,-0.22144426,223.70591205530044,18.055384635925293,4.91968852883512,-0.009555449,121.03630129867574,600000,14.479490756988525,0.2550015449523926,0.01899862289428711,100,17.781384468078613,3.053982973098755
1136.3724327087402,60,222.03348758558687,110.70485957728602,-0.11232256,229.55268570787425,17.797645568847656,14.853092383907445,4.119873e-08,125.05389442538997,610000,14.228216409683228,0.257000207901001,0.024996519088745117,100,17.51464819908142,2.9735121726989746
1154.42058467865,61,225.79228009121024,218.4045335203864,-0.05861969,230.01347738479095,18.03515076637268,2.2521741299852946,1.525879e-08,127.05958405509124,620000,14.515203952789307,0.25951290130615234,0.025996685028076172,100,17.748641967773438,2.943375587463379
1172.8128759860992,62,225.12507238327956,218.8571739147622,-0.15060894,231.0065838138156,18.379291772842407,2.642575957365139,-1.0681152e-08,126.69636154576217,630000,14.785262823104858,0.2475123405456543,0.024950742721557617,100,18.10582995414734,3.0450432300567627
1190.524426460266,63,221.51521863312976,207.44870812618748,-0.03662493,229.83706996701767,17.698550701141357,3.2216032866292337,1.2207031e-08,125.02877432074291,640000,14.179978847503662,0.25300073623657227,0.018996477127075195,100,17.425551414489746,2.9707891941070557
1208.4479541778564,64,220.1540053504351,202.99257113835094,-0.12379373,227.64877854885947,17.91052770614624,4.086745653669407,6.1035155e-09,124.01627478666974,650000,14.36890196800232,0.255507230758667,0.021001815795898438,100,17.633018493652344,3.000105142593384
1226.17444896698,65,217.1082488215003,211.27934473575058,-0.027861364,223.92388843851026,17.71349596977234,2.837185236885587,-6.866455e-09,122.10137236170368,660000,14.157273292541504,0.2599983215332031,0.018968582153320312,100,17.43266773223877,3.0208451747894287
1244.3883681297302,66,217.61579347557017,213.4884176236442,-0.034669977,222.68572225937814,18.20091962814331,2.1208844720546502,3.0517577e-09,122.46477153655496,670000,14.524763107299805,0.2620081901550293,0.024817943572998047,100,17.914093494415283,3.1317811012268066
1262.3132095336914,67,220.0690397614802,213.9516534493823,-0.07112882,225.1553533542449,17.911842823028564,2.2185607823937743,-1.2207031e-08,123.35324926986374,680000,14.377366542816162,0.2670004367828369,0.025963306427001953,100,17.618879079818726,2.9792683124542236
