train-AverageReturn,LossBefore,Itr,train-AverageDiscountedReturn,Time-Optimization,train-MaxReturn,ItrTime,train-PolicyExecTime,train-MinReturn,train-NumTrajs,n_timesteps,LossAfter,train-EnvExecTime,Time-SampleProc,Time-Sampling,Time,train-StdReturn
78.08897461674594,-1.4183282e-05,0,55.446631744783275,0.27900099754333496,192.80006271893294,18.396780729293823,14.734487056732178,-48.96526939228653,100,10000,0.065251514,3.0849509239196777,0.023967742919921875,18.0918128490448,18.396780729293823,58.33479997256778
57.950838340706035,-1.4256508e-05,1,41.60590354450615,0.24900245666503906,177.9638324236404,18.335430145263672,14.79042100906372,-162.1277790008941,100,20000,0.0027638099,3.0032293796539307,0.025965452194213867,18.05943012237549,36.74621033668518,68.26484998147352
86.9792673292731,-1.4299847e-05,2,58.09280087027948,0.2620267868041992,220.40151760059987,18.643717765808105,15.053380250930786,-202.98624945889878,100,30000,-0.0062310607,3.0430736541748047,0.02799820899963379,18.353692770004272,55.44292688369751,68.72582474884754
125.25134426167754,-1.43433035e-05,3,79.02403734315749,0.2628791332244873,215.78961645797642,17.776474952697754,14.242964506149292,-53.131204849859365,100,40000,-0.009320783,2.981757164001465,0.022118330001831055,17.490476608276367,73.23240184783936,53.070766840812496
153.4142223707741,-1.4357933e-05,4,94.45690769736758,0.2499997615814209,208.66517832297626,17.953656911849976,14.390023231506348,11.40011639552743,100,50000,-0.0069895242,3.0309696197509766,0.02796792984008789,17.675689220428467,91.19905829429626,34.457842271215256
169.35856549456392,-1.4319859e-05,5,104.08252800397526,0.25899767875671387,213.78502660593668,17.888572216033936,14.319218635559082,57.933181023136264,100,60000,-0.006972536,3.0276589393615723,0.020002126693725586,17.608572959899902,109.10063123703003,23.40257357592484
175.87269432360824,-1.42441995e-05,6,108.01424951749296,0.2480001449584961,220.79702792571473,18.016408443450928,14.449222803115845,151.28663712138962,100,70000,-0.007411712,2.985320568084717,0.026999235153198242,17.740411043167114,127.13004112243652,12.730800775350493
181.47712411267395,-1.4127011e-05,7,110.9798896626557,0.25899767875671387,218.29045345921907,17.754825830459595,14.292710781097412,139.5397099918666,100,80000,-0.008369431,2.9231722354888916,0.026502370834350586,17.468343496322632,144.89786577224731,13.792100194093297
192.0048382585029,-1.4010583e-05,8,115.50018495342205,0.2500276565551758,224.755654569629,17.94958257675171,14.389892578125,150.557740216369,100,90000,-0.0023987396,3.0117247104644775,0.01900005340576172,17.678552627563477,162.8604474067688,16.05627976822768
201.19905454452578,-1.3868716e-05,9,119.16330829806908,0.24952363967895508,223.39327625817518,18.100661277770996,14.579627990722656,151.436650527617,100,100000,-0.0057583153,2.9717977046966553,0.02699899673461914,17.822137117385864,180.97410798072815,15.48247439332762
