ItrTime,Time,LossBefore,Time-Sampling,train-AverageDiscountedReturn,train-PolicyExecTime,train-StdReturn,train-MaxReturn,LossAfter,train-NumTrajs,Itr,Time-Optimization,train-AverageReturn,Time-SampleProc,train-EnvExecTime,n_timesteps,train-MinReturn
18.51535415649414,18.51535415649414,0.03128419,18.122356176376343,-100.15132765775498,14.839852333068848,63.64276418108456,-8.76614467520528,-0.7456578,100,0,0.31599950790405273,-193.4689330947286,0.07699847221374512,3.0040178298950195,10000,-328.26382849933816
17.55598735809326,36.129339933395386,0.0038412048,17.288989305496216,-36.93137070457267,14.135962724685669,97.24803712587632,182.457317467351,-0.90431446,100,1,0.24100017547607422,-81.03764021887152,0.024997711181640625,2.899463653564453,20000,-205.83971828793298
17.47298574447632,53.616326332092285,-0.01135269,17.212018251419067,58.608899326153896,14.100529670715332,63.799741419414254,217.52621619958387,-0.16300306,100,2,0.24199891090393066,91.66608475321308,0.018968582153320312,2.842139720916748,30000,-269.2549868184091
17.516985416412354,71.1463131904602,-0.007635016,17.254016399383545,24.700730973274084,14.08984637260437,57.93897314536552,171.79606521478934,-0.043459453,100,3,0.2440018653869629,40.63359319464556,0.018967151641845703,2.905186414718628,40000,-172.03102285733468
17.637954473495483,88.84029841423035,0.018321509,17.372985363006592,62.24073346968399,14.282633781433105,51.4314046179796,182.84598630304782,-0.22706817,100,4,0.24300122261047363,102.76263726645429,0.02099609375,2.8249459266662598,50000,-34.587423902688855
17.424985885620117,106.27828359603882,0.013089307,17.15601134300232,85.91726322547024,14.176496744155884,17.771080246639006,187.2269100017377,-0.006878467,100,5,0.25099706649780273,141.96275204620616,0.017977476119995117,2.715559959411621,60000,99.9264968548057
17.64098620414734,123.93227052688599,0.008558789,17.374011516571045,93.3322692943239,14.306922674179077,17.000210203185357,204.16542751784147,-0.16804683,100,6,0.2479996681213379,157.63771262734736,0.018975019454956055,2.7794253826141357,70000,122.15069654477092
17.49498677253723,141.44025659561157,0.024192834,17.224989652633667,83.3894993570324,14.211207389831543,27.58529746727164,188.3977879580273,-0.012434082,100,7,0.24400067329406738,145.08687412131417,0.02599644660949707,2.75748610496521,80000,80.8301620458649
17.555985927581787,159.00924253463745,0.023729758,17.279988288879395,27.14307827359933,14.224206686019897,43.631308405201985,146.97425210461788,-0.06345599,100,8,0.2540009021759033,36.65888211075767,0.021996736526489258,2.772810220718384,90000,-53.782000957997816
17.503986120224,176.52722787857056,0.0014898926,17.23801827430725,69.17099618937904,14.079418659210205,38.4096840588266,191.24633857257703,-0.21300815,100,9,0.2460005283355713,126.08955200933278,0.018967390060424805,2.903859853744507,100000,8.24490164782698
17.5599844455719,194.10021233558655,0.029448736,17.28998637199402,103.00780958268574,14.289108276367188,16.726100707746873,210.68721313890975,-0.039048735,100,10,0.24799871444702148,178.19000525324546,0.020998239517211914,2.7277729511260986,110000,119.3796987434295
17.365986347198486,211.47920060157776,-0.014997925,17.106016635894775,107.02289418568652,14.092560529708862,17.88919185378305,212.69057799708236,-0.11674622,100,11,0.24100017547607422,187.24793795741402,0.017968416213989258,2.74546480178833,120000,139.41646320568302
17.431989192962646,228.92318844795227,-0.008421582,17.16500186920166,94.93254823774689,14.106621503829956,21.502608029451164,204.79143059012685,-0.062561624,100,12,0.23999953269958496,163.08200423806423,0.025986909866333008,2.807873249053955,130000,115.248455114803
17.59298872947693,246.52917742729187,0.015136917,17.32203221321106,99.70593259163246,14.15212345123291,28.377386411096605,211.71713449616823,-0.055112172,100,13,0.25100183486938477,174.90174352623382,0.019954681396484375,2.8952698707580566,140000,103.6841129847753
17.484989643096924,264.0271646976471,0.009387963,17.221017599105835,113.25359977476482,14.234766244888306,14.580127013524042,219.48564300227338,-0.19241881,100,14,0.24300169944763184,199.02133838056503,0.019971609115600586,2.726374387741089,150000,125.98678877273129
17.593985080718994,281.6341505050659,-0.0005228088,17.337017059326172,103.08516868752479,14.290727615356445,13.263672368007573,200.80921480172213,-0.05185736,100,15,0.23796629905700684,177.59953962567783,0.016971826553344727,2.7833666801452637,160000,130.2683309645212
17.605985641479492,299.25313901901245,0.011780127,17.334011793136597,99.95577546806098,14.209861993789673,9.293969617492115,191.07622119737866,-0.018790258,100,16,0.2509956359863281,172.17590287210788,0.020978212356567383,2.8647141456604004,170000,146.6184548230252
17.554985284805298,316.8211262226105,0.0035578734,17.286019325256348,95.02810712148688,14.176213026046753,15.907364000691857,197.59422320876425,-0.033128783,100,17,0.2429976463317871,162.66344304541022,0.025968313217163086,2.8019206523895264,180000,120.99109920805834
17.503986358642578,334.33811497688293,0.013497254,17.23498797416687,98.4245686628689,14.179002523422241,9.61503170733242,187.27916815292855,-0.04231598,100,18,0.24599862098693848,169.5823701419614,0.02299976348876953,2.8022451400756836,190000,137.17839759170158
17.55998992919922,351.91110396385193,-0.01125831,17.292021989822388,97.39141531575252,14.118722200393677,9.293720434340024,184.36050551576932,-0.088743724,100,19,0.24699997901916504,167.84773713333794,0.020967960357666016,2.9079928398132324,200000,141.90816978355494
17.85898756980896,369.7830903530121,-0.011083473,17.58698868751526,97.8303944387469,14.46658992767334,15.12424443109159,187.63730278434917,-0.07670946,100,20,0.25300025939941406,168.95110327185398,0.01899862289428711,2.8578665256500244,210000,119.29363566470272
17.571986436843872,387.3680772781372,0.022457544,17.31102466583252,97.78455877659991,14.254177570343018,12.461718246386111,189.15802558529833,-0.29345658,100,21,0.23999857902526855,168.9089494101597,0.019961833953857422,2.769052028656006,220000,133.92373736513701
