Time-Optimization,train-AverageReturn,train-StdReturn,Itr,train-NumTrajs,train-AverageDiscountedReturn,Time-Sampling,Time-SampleProc,n_timesteps,LossBefore,LossAfter,train-MaxReturn,train-EnvExecTime,Time,train-MinReturn,train-PolicyExecTime,ItrTime
0.2649996280670166,1.519631906572211,4.390707336883469,0,100,1.3310309020489361,16.573121786117554,0.020998239517211914,10000,-2.670288e-09,-0.09949387,13.6992102931534,2.4326400756835938,16.86012101173401,-8.15248369792167,13.885196447372437,16.86012101173401
0.24699950218200684,26.752106963687456,3.91827947751291,1,100,20.16719389879984,16.6852548122406,0.01896810531616211,20000,-7.6293943e-10,-0.15211564,35.075238526939565,2.580545663833618,33.827343463897705,11.708352294463118,13.855109214782715,16.95322322845459
0.2799968719482422,27.142911236940016,1.5829687887819848,2,100,21.8589132445823,16.409979581832886,0.030999183654785156,30000,1.2207031e-08,-0.01666095,31.327292393864223,2.5557923316955566,50.58631992340088,22.305909608595176,13.608741044998169,16.72597622871399
0.24700140953063965,24.411450270994855,3.713114450698928,3,100,19.430948974038028,16.172977685928345,0.025996685028076172,40000,0.002481463,-0.0018962923,30.43404809749512,2.426368236541748,67.04629731178284,14.096283952841336,13.487627744674683,16.446975708007812
0.2330005168914795,24.82701093563991,3.960988691714964,4,100,19.845290641917746,16.056000471115112,0.022997617721557617,50000,-2.670288e-09,-0.1156271,30.56517336101564,2.4545023441314697,83.37227082252502,13.811782486456742,13.34560227394104,16.312974214553833
0.2390003204345703,27.01072532939782,2.645096189429074,5,100,21.204196096357904,16.706786155700684,0.01599907875061035,60000,4.577637e-09,-0.072707884,32.14181798414018,2.5680477619171143,100.34805727005005,17.67525461855029,13.850419044494629,16.96278667449951
0.23499631881713867,16.02887118386363,2.75089832837239,6,100,12.666340503050007,16.173976182937622,0.01900005340576172,70000,1.2207031e-08,-0.19346792,21.68825152009684,2.432239532470703,116.7890293598175,8.942582966842519,13.484087228775024,16.427972555160522
0.23299717903137207,25.866991477619422,1.959396066356074,7,100,19.01344212745443,16.24445366859436,0.01999807357788086,80000,-6.1035155e-09,-0.17447418,30.160372589299886,2.5273373126983643,133.30047917366028,20.369459368238328,13.463465452194214,16.497448921203613
0.23299956321716309,22.781611229917974,9.106000152929152,8,100,16.09743155482075,16.414802074432373,0.017000198364257812,90000,1.5258789e-09,-0.026449032,34.50271030380309,2.539825201034546,149.97828197479248,0.5021691268955286,13.639736652374268,16.664801836013794
0.23999691009521484,17.6071148603369,8.753227378526562,9,100,14.461861893176172,16.78937077522278,0.024002552032470703,100000,-6.1035155e-09,-0.07172008,32.659951549687,2.546867609024048,167.04465126991272,4.159426742555169,13.988390922546387,17.053370237350464
0.23399782180786133,27.42871725395061,1.3057075357044057,10,100,21.819213170396996,16.449548959732056,0.017963171005249023,110000,-4.577637e-09,-0.19410774,31.15114546374049,2.60274600982666,183.75916123390198,23.527501412483133,13.591686964035034,16.701509952545166
0.22600197792053223,26.378044157061968,2.576771647091932,11,100,20.804782578113503,16.40400743484497,0.0169675350189209,120000,0.0036142578,0.031743158,31.055780304521935,2.459787607192993,200.4191381931305,17.95563617771502,13.68981146812439,16.646976947784424
0.23600006103515625,26.06963622574559,2.7475183118556368,12,100,20.55357504575664,16.53002429008484,0.020958423614501953,130000,9.155274e-09,-0.15466975,31.668276244674182,2.485924243927002,217.2191185951233,14.062023349681784,13.784788846969604,16.786982774734497
0.23800015449523926,27.40496368799716,1.128685824292256,13,100,22.300212177768067,16.280006885528564,0.02496814727783203,140000,-8.392334e-09,-0.03509905,29.939973122073074,2.531381130218506,233.77509474754333,24.51777848494453,13.479697704315186,16.542975187301636
0.23200082778930664,27.108708429130466,1.0051295694399094,14,100,22.020392755093923,16.20694327354431,0.01799774169921875,150000,-9.918213e-09,-0.026551507,29.080287215866417,2.4089629650115967,250.24503660202026,24.793331093884103,13.540636777877808,16.456941843032837
0.23396778106689453,27.06904910252554,1.0448763576598126,15,100,21.386360188078132,16.338011026382446,0.024996280670166016,160000,1.449585e-08,-0.0037474197,29.75784607686411,2.6034154891967773,266.8550112247467,24.939615696551144,13.510498762130737,16.596975088119507
0.2350015640258789,27.004091494089216,1.065905215471446,16,100,20.842415397627306,16.3840115070343,0.01996326446533203,170000,-0.0017916504,-0.0134814195,29.251623075290688,2.498305082321167,283.50698685646057,24.13817642021676,13.589322566986084,16.638976335525513
0.23600220680236816,27.0216547895571,1.14544504016837,17,100,20.767222309061207,16.239968299865723,0.01899886131286621,180000,-2.5367736e-08,-0.034608085,29.669121172386056,2.4510998725891113,300.01495599746704,24.35385108182267,13.542987823486328,16.49596929550171
0.23799967765808105,27.10280172756469,1.0256570480141016,18,100,21.25697679404398,16.73956060409546,0.0189974308013916,190000,-4.9591065e-09,-0.08266936,29.725548340267185,2.6612699031829834,317.02451252937317,25.33755698373463,13.841458082199097,16.997557640075684
0.2369997501373291,27.233988985159648,0.865953931035443,19,100,22.088026042471387,16.377687692642212,0.018996000289916992,200000,2.4604798e-08,-0.088784754,29.26125886105366,2.5122671127319336,333.671195268631,25.19949984649564,13.646292209625244,16.633683443069458
0.24399685859680176,20.842712311191896,11.16900009749672,20,100,17.85821249111326,16.267979621887207,0.01799798011779785,210000,-6.1035155e-09,-0.0735247,30.00735200318577,2.5056235790252686,350.2141697406769,-14.581868927185825,13.521724462509155,16.529974460601807
0.23400115966796875,28.01336892742261,0.9812547651880287,21,100,23.087860072582792,16.528186082839966,0.01795649528503418,220000,-1.6784668e-08,0.014413414,30.164347449253487,2.581106185913086,367.0073137283325,25.90882497830798,13.694790840148926,16.78014373779297
0.24900007247924805,28.177193964158786,1.1553384371556856,22,100,23.019852214435208,16.47197699546814,0.02499842643737793,230000,-2.1266937e-08,0.0030855474,31.936554614638165,2.569169521331787,383.76628708839417,25.843904854623467,13.62633991241455,16.745975494384766
0.23599791526794434,28.09803159128181,1.3605887268683305,23,100,22.84209568375396,16.39801049232483,0.023965835571289062,240000,1.6784668e-08,-0.017285774,31.32011416903161,2.564438581466675,400.43726205825806,25.40253289997848,13.563419580459595,16.657974243164062
0.23496437072753906,27.698681155346083,1.0080464572925334,24,100,22.655196012574315,16.470796585083008,0.024012088775634766,250000,4.5776368e-08,-0.010426861,30.175515610834644,2.5740654468536377,417.18003511428833,25.628160266132873,13.643476247787476,16.73077416419983
0.23400092124938965,27.569248043385432,0.9663335765146287,25,100,22.541461667671104,16.423670530319214,0.021965503692626953,260000,-2.2888185e-09,-0.0285744,30.048166092270456,2.5333268642425537,433.87267303466797,25.992496511576608,13.624054908752441,16.680636882781982
0.23199701309204102,27.758074868942153,0.9626098513379735,26,100,22.842211370233308,16.234009504318237,0.015969276428222656,270000,-1.449585e-08,-0.02917045,29.409263959892805,2.608527660369873,450.3696472644806,25.62536723051896,13.412506818771362,16.484975576400757
0.24400019645690918,28.07801846038435,1.2623048983363672,27,100,22.899522555535363,16.6266028881073,0.020997047424316406,280000,-1.6021728e-08,-0.029723814,31.384234069835244,2.6531827449798584,467.27424812316895,25.181400040383117,13.676698207855225,16.891600131988525
0.23399901390075684,28.078666163823126,1.8600846137363034,28,100,22.50280192543653,16.328028678894043,0.01694655418395996,290000,3.0517577e-09,-0.010959429,32.42776022546738,2.5179948806762695,483.86722326278687,18.50619016174243,13.552583932876587,16.579975128173828
