Time-SampleProc,train-AverageDiscountedReturn,train-MaxReturn,LossBefore,n_timesteps,train-EnvExecTime,ItrTime,Time,train-AverageReturn,LossAfter,Time-Optimization,train-NumTrajs,train-PolicyExecTime,train-MinReturn,Itr,Time-Sampling,train-StdReturn
0.028000354766845703,-0.13146584582920384,13.70571794830386,6.1035155e-09,10000,2.346062660217285,16.20795774459839,16.20795774459839,-0.14390081836348892,-0.33981282,0.26999902725219727,100,13.301405906677246,-7.818290142496131,0,15.908919095993042,4.598026928165819
0.0169675350189209,16.17608798499594,31.98319804516924,-3.0517577e-09,20000,2.494922161102295,16.993327617645264,33.21628522872925,20.072083972683934,-0.10882256,0.23799896240234375,100,13.981374979019165,2.2806149076233306,1,16.738361120224,7.351524684883958
0.018951416015625,21.844162909769647,30.842178389832366,0.00023912353,30000,2.5073258876800537,16.5739586353302,49.8032443523407,27.484824518331735,-0.04564914,0.24000120162963867,100,13.540217399597168,23.48676736344303,2,16.315006017684937,1.4292626589162136
0.023000478744506836,20.63969313405171,30.146548055772378,-9.155274e-09,40000,2.48544979095459,16.442957878112793,66.25920152664185,25.702460423276015,-0.03140562,0.23799896240234375,100,13.440041780471802,3.3660208362079995,3,16.181958436965942,4.112784075831542
0.015998125076293945,19.95535264626882,32.992329569862655,-4.577637e-09,50000,2.5231845378875732,16.64595651626587,82.91815638542175,25.614015556100785,-0.05694923,0.24099946022033691,100,13.601631879806519,-1.0435591444839416,4,16.387959003448486,6.053864949501084
0.020000934600830078,7.914069103158314,29.291145810097206,-6.1035155e-09,60000,2.4355292320251465,16.58395767211914,99.51511335372925,13.331194399103719,-0.3257838,0.24199867248535156,100,13.59073781967163,-4.474180689337034,5,16.32195806503296,13.175192201764837
0.023998260498046875,13.263061929788751,29.49993770742086,-3.2424927e-09,70000,2.454836845397949,16.606953382492065,116.14907026290894,20.452943783956364,-0.062603086,0.25300025939941406,100,13.634795427322388,-5.512872820374427,6,16.329954862594604,11.242651175224971
0.02199697494506836,20.291641171804336,31.970365428496674,-6.1035155e-09,80000,2.5278027057647705,17.14836311340332,133.31643342971802,27.158476605283457,-0.0116417175,0.23599934577941895,100,14.094202280044556,15.53570735359492,7,16.890366792678833,3.0061234254680302
0.023002147674560547,19.67606667908728,32.89250702186432,-1.8310548e-08,90000,2.569504499435425,17.045475244522095,150.37490892410278,26.381931297612955,-0.026682153,0.23499608039855957,100,13.946040153503418,10.676210509213007,8,16.787477016448975,4.7181150073525835
0.022999286651611328,20.044537288999255,34.278710179313514,1.2207031e-08,100000,2.535318613052368,16.901955604553223,167.28986501693726,26.78789043490464,-0.04848595,0.23396706581115723,100,13.856549263000488,8.672693716892812,9,16.64199423789978,4.450409926158325
