n_timesteps,train-AverageDiscountedReturn,train-AverageReturn,train-StdReturn,LossAfter,ItrTime,Time-Sampling,train-EnvExecTime,Itr,Time-SampleProc,train-MinReturn,Time,train-MaxReturn,LossBefore,Time-Optimization,train-NumTrajs,train-PolicyExecTime
880000,139.53639072560293,247.36814732321372,9.983845188880768,0.005352937,17.55199360847473,17.277019500732422,2.883829355239868,87,0.02397298812866211,216.3170306306209,1596.6806297302246,263.0051132455829,-6.0965444e-06,0.250002384185791,100,14.131920337677002
890000,139.33417113579958,247.12254599416764,10.201418360250026,0.0033626982,17.563993453979492,17.298996448516846,2.888232469558716,88,0.021997928619384766,219.33445843001303,1614.2576217651367,266.4940568200471,-6.005926e-06,0.24299907684326172,100,14.140376329421997
900000,138.10136116386832,244.7898612987005,14.673088089802487,0.014336517,17.645996570587158,17.376994848251343,2.8961493968963623,89,0.025000572204589844,188.76448257058317,1631.9166173934937,264.7960374368253,-5.9548997e-06,0.24300074577331543,100,14.225709915161133
910000,138.40451571880928,245.5200553354876,13.976495732549406,-0.0018410654,17.785990715026855,17.518994092941284,2.9670236110687256,90,0.01999950408935547,201.32035012672074,1649.7156057357788,265.6704562771471,-5.884694e-06,0.24699711799621582,100,14.309136867523193
920000,140.18747177093582,249.5933306952336,10.719306303008084,0.005542779,17.52399444580078,17.251017570495605,2.8832268714904785,91,0.017976760864257812,208.2868446926942,1667.251600265503,267.97128449033835,-5.823669e-06,0.2539985179901123,100,14.087162017822266
930000,141.0556613243178,251.28012442867146,9.734000369697004,0.008051659,17.574992656707764,17.306994438171387,2.850804567337036,92,0.018001794815063477,222.1505112422766,1684.840592622757,266.0594069752631,-5.753086e-06,0.24899649620056152,100,14.202418804168701
940000,140.68860455033436,250.11099775966306,9.15810451342616,0.0072302762,17.658994674682617,17.370026350021362,2.889974355697632,93,0.025968074798583984,212.20940510552313,1702.5125875473022,268.8295126116977,-5.6940353e-06,0.2630002498626709,100,14.15785026550293
950000,141.06616626571707,250.60045964042894,9.483560040992558,0.011721893,17.941991806030273,17.66603374481201,2.9582557678222656,94,0.0179598331451416,217.60858887672117,1720.4675784111023,268.078007573681,-5.6278786e-06,0.2579982280731201,100,14.462875604629517
960000,140.72741469304805,250.09881460930214,9.551905097659851,-0.00043805494,17.700993299484253,17.39399528503418,2.9218058586120605,95,0.027997255325317383,221.74671934338855,1738.1815717220306,266.2031056638024,-5.568952e-06,0.2780003547668457,100,14.201802968978882
970000,141.47758105221155,251.72888617114415,9.260820122928301,0.00054789626,17.81299114227295,17.51601767539978,2.9585824012756348,96,0.023975372314453125,219.10595637435264,1756.0075643062592,264.9589536667385,-5.5537253e-06,0.2729980945587158,100,14.299160242080688
980000,140.80934385884956,250.41014268343363,9.360481560931332,-0.00069823384,17.807993173599243,17.50801992416382,2.914761543273926,97,0.02602982521057129,214.06260601884767,1773.8285574913025,266.09728665383864,-5.4851125e-06,0.2719686031341553,100,14.305732488632202
990000,142.38308962881985,253.21497042624586,8.983472744168777,0.00022966883,17.67899441719055,17.4050190448761,2.849748134613037,98,0.0180051326751709,224.1072232776222,1791.5205514431,265.9281599137251,-5.403934e-06,0.25496983528137207,100,14.274000883102417
1000000,140.78438430209866,249.42336353491908,11.545381285160254,-0.0036694054,17.812992572784424,17.523995637893677,2.91373348236084,99,0.02299952507019043,209.64758770404146,1809.3465430736542,266.8538481434734,-5.3227773e-06,0.2649974822998047,100,14.35015082359314
1010000,141.89100589334714,251.8715451752388,10.254843301141532,-0.0013408129,17.757991790771484,17.445996284484863,2.973173141479492,100,0.02699899673461914,215.3106292617128,1827.118535041809,265.9507499738216,-5.2688365e-06,0.28499650955200195,100,14.220247507095337
1020000,141.9595161516788,252.58118580768027,9.77953059413937,-0.0012778623,17.72899103164673,17.435990810394287,2.9174654483795166,101,0.01800060272216797,222.96025999889758,1844.8615291118622,268.4925782839543,-5.228649e-06,0.2739989757537842,100,14.264354228973389
1030000,142.90243598929138,254.81674817044794,8.764394469158798,-0.0026918831,17.71099352836609,17.401998043060303,2.9096455574035645,102,0.025995731353759766,229.714707994961,1862.5855221748352,268.08712756131223,-5.1519023e-06,0.28299975395202637,100,14.218904733657837
1040000,143.45512175033573,255.79742389372194,8.11206790344432,-0.0007461597,17.68399453163147,17.38999605178833,2.8406405448913574,103,0.017997026443481445,233.61805244780425,1880.283516407013,269.24510592979806,-5.056103e-06,0.2740006446838379,100,14.28453516960144
1050000,144.0364855258044,256.99338568132856,8.709247434569725,-0.0016967134,17.797992944717407,17.480025053024292,2.834840774536133,104,0.03000354766845703,225.37834667777778,1898.096507549286,269.875796670972,-4.9274013e-06,0.2879643440246582,100,14.34928035736084
1060000,143.98621395924857,257.1380008127379,10.875561226895767,-0.00069105113,17.635990619659424,17.35099172592163,2.9099531173706055,105,0.02299976348876953,203.6386130767366,1915.7495005130768,273.7866527637662,-4.8264724e-06,0.26199913024902344,100,14.181544303894043
1070000,144.70681998992148,258.58758815703806,8.126204718153131,-0.00406403,17.7089946269989,17.41799783706665,2.9005167484283447,106,0.019997835159301758,226.28778760222912,1933.470495223999,271.7071527008045,-4.7138606e-06,0.26999902725219727,100,14.263012647628784
1080000,143.68041666986025,256.3052751057996,10.189054341971172,0.0002860861,17.723992824554443,17.434025526046753,2.9363620281219482,107,0.018995285034179688,221.84752870596407,1951.2074863910675,270.75066150821016,-4.5862353e-06,0.2690005302429199,100,14.230393648147583
1090000,143.98914302477357,257.5014068783306,8.208986673121792,0.00090497144,17.65999436378479,17.377992868423462,2.8975605964660645,108,0.01999497413635254,231.80891169167953,1968.8804807662964,271.4644038787609,-4.493139e-06,0.2590024471282959,100,14.233752727508545
