Iteration	Time	TimestepsThisBatch	PoolSize	MaxEpReturn	LastEpReturn	Episodes	TimestepsSoFar
0	99.22432518005371	1000	2000	-118.56576155511385	-118.56576155511385	2	2000
1	178.12393355369568	1000	3000	-118.56576155511385	-244.439874390617	3	3000
2	255.7551784515381	1000	4000	-118.56576155511385	-185.06912814829496	4	4000
3	335.0122103691101	1000	5000	-118.56576155511385	-205.5493702590691	5	5000
4	416.1512989997864	1000	6000	-118.56576155511385	-235.31230142465017	6	6000
5	497.11723947525024	1000	7000	-102.64218962349246	-102.64218962349246	7	7000
6	573.0762097835541	1000	8000	-88.44851252730157	-88.44851252730157	8	8000
7	654.1720850467682	1000	9000	-88.44851252730157	-158.97910770000172	9	9000
8	735.2248058319092	1000	10000	-88.44851252730157	-160.26691594770023	10	10000
9	814.5294563770294	1000	11000	-88.44851252730157	-169.9996591048453	11	11000
10	889.6571443080902	1000	12000	-88.44851252730157	-177.63994509049448	12	12000
11	959.6877257823944	1000	13000	-73.81063469389936	-73.81063469389936	13	13000
12	1029.7695634365082	1000	14000	-62.004089070337336	-62.004089070337336	14	14000
13	1099.726797580719	1000	15000	-62.004089070337336	-136.9247735987872	15	15000
14	1169.530089855194	1000	16000	-62.004089070337336	-85.93285890386723	16	16000
15	1239.4806952476501	1000	17000	-55.38723839186045	-55.38723839186045	17	17000
16	1309.4782452583313	1000	18000	-55.38723839186045	-92.36672034038034	18	18000
17	1379.4204750061035	1000	19000	-55.38723839186045	-78.8525329250837	19	19000
18	1449.5635817050934	1000	20000	-55.38723839186045	-119.86842577739891	20	20000
19	1526.058976650238	1000	21000	-54.66323809656281	-54.66323809656281	21	21000
20	1611.4474577903748	1000	22000	-19.089438996073287	-19.089438996073287	22	22000
21	1693.5277519226074	1000	23000	-19.089438996073287	-25.237044722067388	23	23000
22	1771.0065188407898	1000	24000	-9.724020966232379	-9.724020966232379	24	24000
23	1840.646625995636	1000	25000	-9.724020966232379	-19.49931417085349	25	25000
24	1910.3869559764862	1000	26000	10.330189508399213	10.330189508399213	26	26000
25	1980.2370390892029	1000	27000	10.330189508399213	-72.62468438900902	27	27000
26	2049.7069368362427	1000	28000	10.330189508399213	-42.02910820139955	28	28000
27	2119.308251142502	1000	29000	10.330189508399213	-3.3469911389516844	29	29000
28	2189.0193994045258	1000	30000	10.330189508399213	4.857674107029738	30	30000
29	2258.5851192474365	1000	31000	23.765418282150875	23.765418282150875	31	31000
30	2328.06188249588	1000	32000	97.8164000242886	97.8164000242886	32	32000
31	2397.7107033729553	1000	33000	97.8164000242886	15.445214579639693	33	33000
32	2467.324284553528	1000	34000	97.8164000242886	78.94183445619444	34	34000
33	2536.963457584381	1000	35000	97.8164000242886	60.50878577644712	35	35000
34	2606.497617959976	1000	36000	119.98985293076127	119.98985293076127	36	36000
35	2676.119577407837	1000	37000	119.98985293076127	112.21236860139842	37	37000
36	2745.7197284698486	1000	38000	180.00691495311645	180.00691495311645	38	38000
37	2815.362313747406	1000	39000	180.00691495311645	99.73046728358985	39	39000
38	2884.809549808502	1000	40000	180.00691495311645	97.115793760346	40	40000
39	2954.3218262195587	1000	41000	180.00691495311645	72.96175128792132	41	41000
40	3023.9841725826263	1000	42000	185.5496885285643	185.5496885285643	42	42000
41	3093.6562802791595	1000	43000	189.03296618074899	189.03296618074899	43	43000
42	3163.2891771793365	1000	44000	201.98570224868598	201.98570224868598	44	44000
43	3232.770924091339	1000	45000	247.75172810615229	247.75172810615229	45	45000
44	3302.5688586235046	1000	46000	247.75172810615229	211.85168769712374	46	46000
45	3372.1998262405396	1000	47000	267.8099059062449	267.8099059062449	47	47000
46	3441.9565143585205	1000	48000	286.44309471130913	286.44309471130913	48	48000
47	3511.548320531845	1000	49000	300.226940389396	300.226940389396	49	49000
48	3581.03026843071	1000	50000	358.0182507738992	358.0182507738992	50	50000
49	3650.71293091774	1000	51000	358.0182507738992	302.5897409160263	51	51000
50	3720.356096982956	1000	52000	358.0182507738992	306.47495247523466	52	52000
51	3789.857476234436	1000	53000	393.7345215683277	393.7345215683277	53	53000
52	3859.514785528183	1000	54000	393.7345215683277	371.0221875126913	54	54000
53	3929.2424750328064	1000	55000	393.7345215683277	357.487158439399	55	55000
54	3998.8602633476257	1000	56000	398.54717604567327	398.54717604567327	56	56000
55	4068.3575944900513	1000	57000	422.6983095142747	422.6983095142747	57	57000
56	4137.860750436783	1000	58000	431.30248443160394	431.30248443160394	58	58000
57	4207.469445705414	1000	59000	432.95225086765936	432.95225086765936	59	59000
58	4277.069458723068	1000	60000	455.93778893825663	455.93778893825663	60	60000
59	4346.5413501262665	1000	61000	455.93778893825663	446.5784514446861	61	61000
60	4416.12545633316	1000	62000	501.6644283876391	501.6644283876391	62	62000
61	4485.6762800216675	1000	63000	509.428916246737	509.428916246737	63	63000
62	4555.253254413605	1000	64000	509.428916246737	471.5048771039558	64	64000
63	4624.811461925507	1000	65000	509.428916246737	509.189491164743	65	65000
64	4694.407511949539	1000	66000	509.428916246737	489.7701254749907	66	66000
65	4764.009805679321	1000	67000	509.428916246737	498.08128432936076	67	67000
66	4833.680674791336	1000	68000	533.3335700639662	533.3335700639662	68	68000
67	4903.331569910049	1000	69000	533.3335700639662	501.5310430806588	69	69000
68	4973.0000376701355	1000	70000	594.5582364319202	594.5582364319202	70	70000
69	5042.654796361923	1000	71000	594.5582364319202	570.0977868446383	71	71000
70	5112.350571632385	1000	72000	595.3013094019541	595.3013094019541	72	72000
71	5181.901154756546	1000	73000	595.3013094019541	545.050496137021	73	73000
72	5251.672822713852	1000	74000	627.610293873845	627.610293873845	74	74000
73	5321.25573515892	1000	75000	627.610293873845	440.6959917022872	75	75000
74	5390.906628370285	1000	76000	627.610293873845	612.6233536711943	76	76000
75	5460.490889549255	1000	77000	664.4849749179026	664.4849749179026	77	77000
76	5529.961321592331	1000	78000	691.2173005300561	691.2173005300561	78	78000
77	5599.540083885193	1000	79000	691.2173005300561	661.1482549776985	79	79000
78	5669.239592075348	1000	80000	740.9365750629657	740.9365750629657	80	80000
79	5738.852366447449	1000	81000	740.9365750629657	647.0719638637164	81	81000
80	5808.360154390335	1000	82000	740.9365750629657	659.5845714239229	82	82000
81	5877.96803188324	1000	83000	740.9365750629657	671.1794852173057	83	83000
82	5948.412720918655	1000	84000	740.9365750629657	649.3620923002379	84	84000
83	6024.579192399979	1000	85000	740.9365750629657	641.2911686210209	85	85000
84	6105.801393270493	1000	86000	740.9365750629657	606.104567202645	86	86000
85	6187.219816684723	1000	87000	740.9365750629657	700.9216966666213	87	87000
86	6267.250756263733	1000	88000	740.9365750629657	607.3731705533785	88	88000
87	6349.370709896088	1000	89000	740.9365750629657	707.1766402012507	89	89000
88	6430.157608270645	1000	90000	740.9365750629657	658.5359357909872	90	90000
89	6509.643421173096	1000	91000	740.9365750629657	661.2428243406018	91	91000
90	6592.605500936508	1000	92000	740.9365750629657	602.9618309135498	92	92000
91	6673.911626577377	1000	93000	740.9365750629657	729.2333596969595	93	93000
92	6753.673089981079	1000	94000	740.9365750629657	586.2454001234139	94	94000
93	6833.392415046692	1000	95000	740.9365750629657	460.54225543023904	95	95000
94	6914.445595264435	1000	96000	740.9365750629657	695.8583701880318	96	96000
95	6998.961517095566	1000	97000	740.9365750629657	689.2896089535137	97	97000
96	7075.799776315689	1000	98000	763.720666089611	763.720666089611	98	98000
97	7150.716475725174	1000	99000	778.9018260613166	778.9018260613166	99	99000
98	7229.317221403122	1000	100000	778.9018260613166	751.0863897682001	100	100000
99	7303.777188062668	1000	101000	778.9018260613166	732.9060762347019	101	101000
100	7377.853478431702	1000	102000	801.0248511905196	801.0248511905196	102	102000
101	7452.509106874466	1000	103000	801.0248511905196	690.5002346691724	103	103000
102	7523.717465400696	1000	104000	801.0248511905196	777.9107187853148	104	104000
103	7593.054332017899	1000	105000	801.0248511905196	763.5590112767306	105	105000
104	7662.39168214798	1000	106000	801.8625087221186	801.8625087221186	106	106000
105	7731.641239404678	1000	107000	801.8625087221186	788.7934100834881	107	107000
106	7800.893936634064	1000	108000	801.8625087221186	713.4749389970866	108	108000
107	7870.106266260147	1000	109000	865.6768462371798	865.6768462371798	109	109000
108	7939.473408937454	1000	110000	865.6768462371798	763.5934563276018	110	110000
109	8008.69335269928	1000	111000	865.6768462371798	730.8368228006815	111	111000
110	8077.998160123825	1000	112000	865.6768462371798	790.3364718757953	112	112000
111	8149.396691083908	1000	113000	865.6768462371798	748.0148407140626	113	113000
112	8230.653566122055	1000	114000	865.6768462371798	843.9297745718769	114	114000
113	8321.56519651413	1000	115000	865.6768462371798	844.1476569269522	115	115000
114	8417.378017663956	1000	116000	865.6768462371798	806.0407140836962	116	116000
115	8510.249517917633	1000	117000	865.6768462371798	815.9982568593856	117	117000
116	8601.075620174408	1000	118000	865.6768462371798	760.8832541591734	118	118000
117	8703.245031118393	1000	119000	865.6768462371798	828.538126623161	119	119000
118	8798.471652030945	1000	120000	873.7861036296495	873.7861036296495	120	120000
119	8894.887100696564	1000	121000	873.7861036296495	146.18818077772355	121	121000
120	8987.251040697098	1000	122000	875.8946635234967	875.8946635234967	122	122000
121	9076.84845495224	1000	123000	875.8946635234967	863.385880142944	123	123000
122	9180.36019730568	1000	124000	875.8946635234967	815.3105112050963	124	124000
123	9278.516452789307	1000	125000	875.8946635234967	831.2045341856688	125	125000
124	9354.916810274124	1000	126000	880.1636926434832	880.1636926434832	126	126000
125	9431.163888454437	1000	127000	880.1636926434832	873.0132422510839	127	127000
126	9515.52606010437	1000	128000	880.1636926434832	787.5376251803917	128	128000
127	9598.267042160034	1000	129000	880.1636926434832	870.7696516115499	129	129000
128	9681.854010105133	1000	130000	880.1636926434832	764.681264727897	130	130000
129	9764.63319182396	1000	131000	880.1636926434832	821.9390061970594	131	131000
130	9862.87822675705	1000	132000	880.1636926434832	874.8555641927213	132	132000
131	9973.036448717117	1000	133000	880.1636926434832	879.3068888961758	133	133000
132	10073.06629037857	1000	134000	880.1636926434832	851.1940835691785	134	134000
133	10173.747339963913	1000	135000	880.1636926434832	866.8216258063984	135	135000
134	10265.610770225525	1000	136000	880.1636926434832	811.8754055518793	136	136000
135	10359.169821977615	1000	137000	880.1636926434832	878.1353758312476	137	137000
136	10440.594406843185	1000	138000	880.1636926434832	870.2922798999742	138	138000
137	10535.951972961426	1000	139000	893.0270977275243	893.0270977275243	139	139000
138	10620.429115772247	1000	140000	893.0270977275243	863.5731710345017	140	140000
139	10707.46815109253	1000	141000	893.0270977275243	830.9219216533149	141	141000
140	10790.385188817978	1000	142000	893.0270977275243	866.4270143103348	142	142000
141	10879.412078380585	1000	143000	893.0270977275243	878.2168026384937	143	143000
142	10967.826777935028	1000	144000	893.0270977275243	888.0136260977371	144	144000
143	11062.836537122726	1000	145000	910.6649499240315	910.6649499240315	145	145000
144	11152.141009092331	1000	146000	910.6649499240315	878.195048066464	146	146000
145	11239.936792850494	1000	147000	910.6649499240315	865.9390655643607	147	147000
146	11334.618812561035	1000	148000	910.6649499240315	826.6949019606342	148	148000
147	11427.053051233292	1000	149000	953.2673995135322	953.2673995135322	149	149000
148	11518.290578365326	1000	150000	953.2673995135322	871.1409575082085	150	150000
149	11599.3957426548	1000	151000	953.2673995135322	870.6403980713364	151	151000
150	11681.667023658752	1000	152000	953.2673995135322	913.345472892237	152	152000
151	11763.565780878067	1000	153000	956.8448354254506	956.8448354254506	153	153000
152	11844.487815618515	1000	154000	956.8448354254506	897.3007953661598	154	154000
153	11930.129578351974	1000	155000	956.8448354254506	910.4643693740269	155	155000
154	12019.751123189926	1000	156000	956.8448354254506	932.2798443129286	156	156000
155	12109.1036734581	1000	157000	956.8448354254506	926.8395469513429	157	157000
156	12197.727273464203	1000	158000	956.8448354254506	928.343870566647	158	158000
157	12285.828677892685	1000	159000	956.8448354254506	897.5074080717395	159	159000
158	12368.215361118317	1000	160000	956.8448354254506	875.5470288707603	160	160000
159	12451.221746444702	1000	161000	956.8448354254506	933.6755020382225	161	161000
160	12550.595776557922	1000	162000	956.8448354254506	939.906613431364	162	162000
161	12649.93361377716	1000	163000	956.8448354254506	895.282162558561	163	163000
162	12752.01941871643	1000	164000	969.0184497214734	969.0184497214734	164	164000
163	12848.076787948608	1000	165000	969.0184497214734	903.3305328768429	165	165000
164	12950.032284736633	1000	166000	969.0184497214734	855.3556488785639	166	166000
165	13049.396429538727	1000	167000	972.9728890528369	972.9728890528369	167	167000
166	13149.511022567749	1000	168000	972.9728890528369	917.6375881041681	168	168000
167	13241.478570699692	1000	169000	972.9728890528369	882.3856988606291	169	169000
168	13341.09669470787	1000	170000	972.9728890528369	945.2630894067813	170	170000
169	13428.075204849243	1000	171000	974.7748961070104	974.7748961070104	171	171000
170	13511.726772546768	1000	172000	1010.6808925349848	1010.6808925349848	172	172000
171	13600.680587530136	1000	173000	1010.6808925349848	931.4960941903049	173	173000
172	13684.014243125916	1000	174000	1010.6808925349848	962.2892206968926	174	174000
173	13771.381640434265	1000	175000	1010.6808925349848	942.8726836608018	175	175000
174	13854.440049648285	1000	176000	1014.174846884389	1014.174846884389	176	176000
175	13946.226322889328	1000	177000	1014.174846884389	994.5788778264346	177	177000
176	14030.68284535408	1000	178000	1014.174846884389	947.1600849043162	178	178000
177	14118.455142736435	1000	179000	1014.174846884389	938.4706241264606	179	179000
178	14207.246060848236	1000	180000	1019.0086134482908	1019.0086134482908	180	180000
179	14294.046728372574	1000	181000	1019.0086134482908	1009.7841521711699	181	181000
180	14385.860916614532	1000	182000	1019.0086134482908	927.7083648259355	182	182000
181	14472.808159828186	1000	183000	1019.0086134482908	958.9377943921587	183	183000
182	14566.522148132324	1000	184000	1019.0086134482908	888.4294546389983	184	184000
183	14655.711422920227	1000	185000	1019.0086134482908	956.3407368792869	185	185000
184	14741.151242494583	1000	186000	1050.779636783217	1050.779636783217	186	186000
185	14845.262508392334	1000	187000	1050.779636783217	986.9249447305003	187	187000
186	14931.942633390427	1000	188000	1050.779636783217	927.761300114242	188	188000
