train-MinReturn,n_timesteps,train-PolicyExecTime,train-AverageReturn,ItrTime,train-StdReturn,train-EnvExecTime,Time-Optimization,Time,train-NumTrajs,train-MaxReturn,LossAfter,Time-SampleProc,Itr,LossBefore,Time-Sampling,train-AverageDiscountedReturn
-4.5508718843894265,1820000,13.51777172088623,146.86114287420855,16.585994005203247,34.2781652511279,2.5332558155059814,0.2579996585845947,3047.2096219062805,100,221.80163518994763,-0.014876651,0.02899932861328125,181,1.1444092e-08,16.296993494033813,85.24582108621034
20.901057782238155,1830000,13.683026790618896,150.14268198076653,16.76499056816101,29.205685426660303,2.518109083175659,0.2619969844818115,3063.9876112937927,100,245.76513710491844,-0.011379041,0.02900075912475586,182,1.2207031e-08,16.4729905128479,86.53510221751687
34.97376217004183,1840000,13.628122806549072,143.87903221384545,16.696993112564087,31.688178463275477,2.513129234313965,0.25699806213378906,3080.6986043453217,100,211.27612941284923,-0.014301314,0.030029773712158203,183,0.003446441,16.408993005752563,83.33409480097771
-12.998116582769219,1850000,13.556042432785034,145.10839040464253,16.628992557525635,36.37560538148813,2.51326584815979,0.25800013542175293,3097.3405952453613,100,212.9214219916828,-0.015982684,0.02899956703186035,184,1.2207031e-08,16.34099292755127,83.4811081734313
49.95657943945636,1860000,13.342700004577637,151.50910446674038,16.470991373062134,33.792768117685775,2.5951430797576904,0.2609984874725342,3113.8255865573883,100,234.06840989501245,-0.015220279,0.02700018882751465,185,1.373291e-08,16.182992696762085,87.19284072208194
20.551252986224362,1870000,13.615741729736328,146.93849096188578,16.687992572784424,28.982205388501445,2.5285582542419434,0.26000070571899414,3130.526579618454,100,210.24152245326013,-0.007055159,0.025997400283813477,186,1.0681152e-08,16.400992393493652,84.5103866630222
60.282849623364065,1880000,13.32516074180603,153.3395426713133,16.440991640090942,32.39739137503302,2.564779043197632,0.259998083114624,3146.9805698394775,100,217.3001639286905,-0.006994568,0.01999831199645996,187,1.2207031e-08,16.159995079040527,88.15191658616746
59.71723380100035,1890000,13.681410074234009,146.54247643352818,16.637993097305298,31.559250479399484,2.398688793182373,0.25699853897094727,3163.6315627098083,100,209.77146929212995,-0.0014115692,0.024999141693115234,188,-2.1362304e-08,16.355995416641235,83.34554583505043
79.63145136466161,1900000,13.63084888458252,153.2536439537991,16.705992698669434,27.766281148616248,2.5279111862182617,0.26598405838012695,3180.350553035736,100,236.7261404002702,-0.014388971,0.023012876510620117,189,4.577637e-09,16.416995763778687,87.78017289879224
25.124029412577855,1910000,13.7488534450531,153.0865679462636,16.807992935180664,35.19731644119692,2.4823291301727295,0.2599973678588867,3197.1715455055237,100,237.47283582885,-0.014628045,0.029001474380493164,190,6.866455e-09,16.518994092941284,87.64348377571093
17.670357273278917,1920000,13.795015811920166,149.3231813322881,16.926989555358887,35.12734098755253,2.5446157455444336,0.26200079917907715,3214.1125359535217,100,247.15066758380817,-0.004598271,0.02896595001220703,191,-1.6784668e-08,16.635021448135376,85.69338054485452
7.602369989087043,1930000,13.7915678024292,154.92132522327245,16.862990140914917,34.94603011239585,2.54197359085083,0.2589986324310303,3230.988528251648,100,207.58954390593226,-0.011466349,0.020003080368041992,192,1.8310548e-08,16.58298945426941,88.48661784429979
28.391035700839453,1940000,13.731603384017944,153.1778345304267,16.813993215560913,38.725591720801056,2.522555112838745,0.25699925422668457,3247.815520763397,100,261.18545540097443,-0.011231462,0.02497553825378418,193,-1.2016296e-08,16.53099274635315,87.98168238028424
32.14421960765341,1950000,13.642539262771606,158.06667282393695,16.744994163513184,33.78849868259467,2.538616895675659,0.254000186920166,3264.5745129585266,100,220.39450273610217,-0.011128162,0.0279996395111084,194,1.2207031e-08,16.461995601654053,90.63166278504146
-4.745422272222518,1960000,13.5750093460083,143.8132635279261,16.62899160385132,40.213766668400126,2.5050065517425537,0.2590012550354004,3281.216502904892,100,217.17353003057758,-0.014889444,0.025995969772338867,195,0.01905238,16.342994928359985,82.38339307386197
57.63509309040877,1970000,13.616595029830933,155.57826466328075,16.642991542816162,33.82454453329256,2.4655768871307373,0.2689964771270752,3297.8754942417145,100,226.50417186309306,-0.012021174,0.021002769470214844,196,-3.0517577e-09,16.352992296218872,88.79396973716989
69.80096602921587,1980000,13.769637107849121,160.9308205857687,16.78299355506897,33.946544996425985,2.467766046524048,0.25800108909606934,3314.671486377716,100,234.7938354842187,-0.011313107,0.027985334396362305,197,-6.1035155e-09,16.497007131576538,92.32682654074208
31.325519851583245,1990000,13.853330135345459,158.97699180086823,16.928993701934814,34.61926708665564,2.5220866203308105,0.26200318336486816,3331.613481760025,100,250.5581994674829,-0.0075826994,0.025995969772338867,198,-1.8310548e-08,16.640994548797607,90.9008544136399
58.47023644615653,2000000,13.599369525909424,161.78448015210893,16.675994873046875,34.64919046121468,2.5111801624298096,0.2689688205718994,3348.3034744262695,100,237.89548022422738,-0.01469751,0.0260317325592041,199,1.2207031e-08,16.38099431991577,92.95528273471153
73.89230460869159,2010000,13.381233930587769,161.74774400700807,16.49499225616455,34.94155491827699,2.5938241481781006,0.2559986114501953,3364.8124663829803,100,234.87380642249784,-0.013968963,0.01999807357788086,200,-2.746582e-08,16.21799612045288,91.70382431259374
91.29597083571687,2020000,13.633152484893799,158.75873631888336,16.66599440574646,29.258645365798692,2.4251749515533447,0.2579987049102783,3381.491459608078,100,234.42433779413653,-0.012684845,0.022974014282226562,201,-9.155274e-09,16.38301992416382,89.69615779656847
