LossAfter,train-NumTrajs,n_timesteps,train-PolicyExecTime,Time-SampleProc,Time-Sampling,LossBefore,Time,train-MinReturn,train-StdReturn,train-EnvExecTime,Itr,Time-Optimization,train-MaxReturn,train-AverageDiscountedReturn,ItrTime,train-AverageReturn
0.03662097,100,10000,14.924754619598389,0.030999422073364258,18.28599238395691,-1.4184808e-05,18.599990606307983,-314.95256698376966,66.72625003578825,3.0750479698181152,0,0.28299880027770996,-3.1301797799347857,-98.47058289960712,18.599990606307983,-190.07719294263197
0.026221419,100,20000,14.58181357383728,0.022001266479492188,17.977993965148926,-1.4311087e-05,36.865983724594116,-308.8924628456008,62.40502730386232,3.1002771854400635,1,0.24999666213989258,7.780822814256378,-81.96319386402588,18.250993728637695,-166.32221867610667
-0.0030568715,100,30000,14.490595579147339,0.026999235153198242,17.81173086166382,-1.4407054e-05,54.96471118927002,-239.12509156179428,89.7862957004368,3.0647058486938477,2,0.24599742889404297,190.2985064583551,-37.22205433994169,18.08472752571106,-90.08250332514112
-0.0036640812,100,40000,14.894366025924683,0.019998788833618164,18.29799199104309,-1.4445861e-05,73.55070495605469,-243.96929554356217,124.45219338845818,3.1368415355682373,3,0.2550008296966553,201.6480631284171,25.39920863270691,18.572991609573364,29.2860356470203
-0.010129843,100,50000,14.703608989715576,0.020998477935791016,18.0689959526062,-1.4477419e-05,91.9086971282959,-191.66862293524798,99.3286853789782,3.0840113162994385,4,0.2539980411529541,206.85423648768096,77.34077906542534,18.344993114471436,127.34216677824979
-0.006694099,100,60000,14.665135860443115,0.019990205764770508,17.93204617500305,-1.4448464e-05,110.12369847297668,12.598806557785114,30.010945839894426,3.0045883655548096,5,0.24996566772460938,205.9938244666614,106.40876805553067,18.20200204849243,178.92717338046026
-0.0063930214,100,70000,14.497701644897461,0.01900005340576172,17.893993139266968,-1.4409781e-05,128.3036925792694,94.1216601091854,15.729798131220667,3.083130359649658,6,0.25299739837646484,204.15568113101327,112.75113805692986,18.166993141174316,188.169209334289
-0.005858744,100,80000,14.78664255142212,0.021996021270751953,18.217994213104248,-1.433031e-05,146.8086838722229,155.59515874286595,8.039841698422707,3.1539385318756104,7,0.25100040435791016,204.62856831694873,115.98560040026996,18.49099063873291,193.1104837205967
-0.003911542,100,90000,15.736074686050415,0.023998737335205078,19.3630051612854,-1.41927285e-05,166.47969126701355,169.81105159160558,5.238953399558072,3.333369493484497,8,0.2700009346008301,203.12140719568728,117.30606833181862,19.657004833221436,196.25680263788334
-0.0046870876,100,100000,15.57794713973999,0.022973060607910156,19.17001724243164,-1.4054948e-05,185.94168281555176,163.40153726006005,5.239858309597333,3.315258026123047,9,0.2520015239715576,204.38476901213352,117.93017642216877,19.44499182701111,198.24364433629992
-0.0019754465,100,110000,14.442150831222534,0.020999908447265625,17.728992462158203,-1.3916797e-05,203.94667553901672,178.4858293419523,4.201345324384381,3.03424334526062,10,0.2409982681274414,204.794536915723,118.06059791354045,17.99099063873291,198.4470370862334
-0.0023011453,100,120000,14.258996725082397,0.0260012149810791,17.456024169921875,-1.3785648e-05,221.68966817855835,188.7938624050244,2.475292135909975,2.932464599609375,11,0.24696755409240723,205.20756746567466,118.56907878804387,17.729993104934692,200.01826695192395
-0.00016728391,100,130000,14.243711233139038,0.018999338150024414,17.509992122650146,-1.3645146e-05,239.48066091537476,192.6209646946829,2.4176381678961056,3.0103514194488525,12,0.24700069427490234,205.69617565294755,118.56089639176835,17.777992963790894,199.95068546365448
-0.003848183,100,140000,14.027558326721191,0.02399611473083496,17.25599193572998,-1.3499732e-05,257.0346562862396,184.07645982681726,2.615603430865717,2.9632840156555176,13,0.259002685546875,204.22091870936572,118.65208146909508,17.53999376296997,200.11428018106304
-0.0012131375,100,150000,15.550984621047974,0.02599787712097168,19.156994104385376,-1.3328856e-05,276.4886476993561,195.56875225463534,1.8281240945247175,3.2953460216522217,14,0.25800061225891113,204.16825150917845,118.90091478706465,19.44099259376526,200.7083974821358
-0.0015479743,100,160000,16.14321780204773,0.02598738670349121,19.91100573539734,-1.3172481e-05,296.7146384716034,192.077151619603,1.7905601419643462,3.433237075805664,15,0.2759969234466553,204.22957611854764,118.87122334482419,20.212990045547485,200.795781057578
-0.0028598462,100,170000,16.277597427368164,0.029001712799072266,20.04737138748169,-1.30006965e-05,317.0850143432617,196.60001459097037,1.5015500965690076,3.4332761764526367,16,0.2790031433105469,203.80745866149417,118.95192209861007,20.35737705230713,200.9272144812234
-0.0024759949,100,180000,16.567768335342407,0.025997161865234375,20.504994869232178,-1.2833724e-05,337.8890037536621,195.40391594695907,1.735239513403847,3.566476583480835,17,0.2590014934539795,204.9309406283469,118.96057514549882,20.78999352455139,200.94076004074768
-0.0022644533,100,190000,15.75040602684021,0.019968032836914062,19.36902403831482,-1.2660369e-05,357.56099462509155,196.3036230442621,1.5875470673810586,3.341615676879883,18,0.2680013179779053,204.548598221634,119.19887099065778,19.65799331665039,201.4193283725998
-0.0032867703,100,200000,15.924939393997192,0.02899909019470215,19.603992223739624,-1.2499307e-05,377.4889872074127,196.93578034456561,1.4944222721222733,3.3778529167175293,19,0.28100037574768066,205.37423487334664,119.19379518279875,19.914993286132812,201.410594441506
-0.0031449648,100,210000,16.460062980651855,0.020975828170776367,20.42701530456543,-1.2339501e-05,398.2049763202667,194.12508775688426,2.007989556146523,3.62960147857666,20,0.24999737739562988,207.46013460280815,119.21692188689714,20.69898796081543,201.212157953579
-0.00057022145,100,220000,14.32925820350647,0.018968820571899414,17.52502155303955,-1.2190349e-05,416.0069715976715,192.13439512073975,1.630787676933999,2.9209542274475098,21,0.24500155448913574,204.2218966594356,119.44739914083586,17.788991928100586,201.8648205877169
-0.0027428982,100,230000,13.976815700531006,0.0189669132232666,17.154024839401245,-1.2017571e-05,433.4329631328583,197.4821076787058,1.3468073545372568,2.9337761402130127,22,0.23900127410888672,205.32119906901136,119.37044022813001,17.4119930267334,201.76234260509193
-0.0022068003,100,240000,14.437491655349731,0.019957780838012695,17.71203112602234,-1.184655e-05,451.42095589637756,195.5074518883006,1.6695548921891783,3.0245866775512695,23,0.24200034141540527,206.45322964289554,119.4020047517451,17.974992752075195,201.76272616011542
-0.0021139712,100,250000,14.18807077407837,0.01996612548828125,17.385027170181274,-1.1673911e-05,469.0899512767792,193.70687395714978,1.9096260144267632,2.939629077911377,24,0.2500028610229492,206.77750311657562,119.38346336655539,17.65599513053894,201.47787721605616
-0.0052034175,100,260000,14.14348578453064,0.01999974250793457,17.38299322128296,-1.1518281e-05,486.75294184684753,196.88481082103962,1.6279584786183243,2.9868950843811035,25,0.24499845504760742,204.14625050442473,119.44254054396504,17.64899182319641,201.67875800539684
-0.0047557238,100,270000,14.139938116073608,0.019999265670776367,17.39827799797058,-1.1370063e-05,504.428218126297,194.92158099903892,1.4899865050886167,2.997609853744507,26,0.24300026893615723,206.61407771477442,119.64136677129726,17.66227650642395,202.2182340346354
-0.0062107127,100,280000,14.26502013206482,0.019950389862060547,17.445042371749878,-1.1198128e-05,522.1532111167908,192.32191262573158,1.708436465235134,2.8887784481048584,27,0.24700188636779785,205.53302048247843,119.82673192822566,17.711994647979736,202.4574571765037
-0.0058725993,100,290000,14.191049337387085,0.0240328311920166,17.39399480819702,-1.1027167e-05,539.8402028083801,196.52355469704102,1.480652477314128,2.9372072219848633,28,0.2559661865234375,207.6408813202989,119.95598909699389,17.673993825912476,202.7556523451068
-0.0056380453,100,300000,14.164448022842407,0.026998043060302734,17.399994373321533,-1.0869111e-05,557.5401961803436,194.8559769350462,1.7665571989963649,2.9844753742218018,29,0.2590010166168213,206.67062916275128,119.97151099259123,17.685993432998657,202.64165658407128
-0.007031039,100,310000,14.137494325637817,0.01900005340576172,17.355995655059814,-1.0714771e-05,575.1731879711151,197.22370179646214,1.6132377678020975,2.9494941234588623,30,0.24399709701538086,206.6658766814304,120.09787594354835,17.618992805480957,203.03592291870078
-0.0044004177,100,320000,14.164706707000732,0.028996706008911133,17.3239963054657,-1.0549233e-05,592.7811799049377,196.24177199155608,1.5689146541221046,2.9131417274475098,31,0.2409982681274414,207.8695566455486,120.32498701025662,17.59499216079712,203.5708197659995
