n_timesteps,train-StdReturn,ItrTime,train-AverageDiscountedReturn,train-MinReturn,LossBefore,LossAfter,train-NumTrajs,train-MaxReturn,Time-SampleProc,Time-Sampling,Itr,train-AverageReturn,train-PolicyExecTime,Time,Time-Optimization,train-EnvExecTime
1010000,48.01754847483527,16.730939626693726,2.383819915524607,-139.31145050598,-0.004276175,-0.04665717,100,143.86867005689325,0.023968219757080078,16.450973987579346,100,3.8077705806590796,13.730083227157593,1752.533498764038,0.2559974193572998,2.4672539234161377
1020000,52.255753772362375,17.024068355560303,0.13095306268009257,-147.6465650941154,4.577637e-09,-0.015963392,100,148.3770942917026,0.02100539207458496,16.738094806671143,101,-2.5836543269219043,13.917343854904175,1769.570567369461,0.2649681568145752,2.555130958557129
1030000,42.63282732173426,17.091896295547485,4.306898539756914,-118.30022276017363,-1.8310548e-08,-0.017879928,100,120.2827351107469,0.027967453002929688,16.810928344726562,102,3.739233136580341,13.97357964515686,1786.6764636039734,0.25300049781799316,2.5811712741851807
1040000,41.97855798196993,16.593940019607544,2.107468135065699,-126.3114121945666,-6.1035155e-09,-0.025427014,100,154.24956650636747,0.02697277069091797,16.311967134475708,103,1.7323299563925736,13.50838017463684,1803.2834033966064,0.254000186920166,2.503277540206909
1050000,50.630739514145176,17.33748507499695,-2.615819897795481,-134.13203396552703,-2.3269653e-08,-0.018260218,100,91.47561797437719,0.02403426170349121,17.056486129760742,104,-6.719067012480316,14.23560619354248,1820.633888244629,0.25696468353271484,2.564201593399048
1060000,45.67865494921237,17.064945936203003,1.36002113914822,-123.82441550704496,-1.525879e-08,-0.030442413,100,103.31902725275592,0.023998260498046875,16.787948846817017,105,-2.040704406857557,13.953173637390137,1837.7128326892853,0.25299882888793945,2.5715956687927246
1070000,40.99502157654115,18.284934282302856,4.677328310778881,-146.14518419525504,-3.2806398e-08,-0.020545913,100,103.81097853220999,0.021999597549438477,18.00393795967102,106,4.095536064563997,14.935259342193604,1856.010766506195,0.2579970359802246,2.7766969203948975
1080000,47.352408923910396,17.356696844100952,0.9223311173854924,-146.76745058146304,6.1035155e-09,-0.033436976,100,116.82211130556337,0.025998592376708984,17.05469822883606,107,-1.0109475752180699,14.158004760742188,1873.3814635276794,0.2760000228881836,2.6307003498077393
1090000,45.418724099764106,17.923934936523438,-3.2405001037142576,-98.70012758355716,-5.493164e-08,-0.016200535,100,128.75371763768248,0.026001691818237305,17.597936391830444,108,-5.751504395417461,14.534557580947876,1891.3193979263306,0.29999685287475586,2.776336431503296
1100000,50.45808402872552,17.776935815811157,-4.857587508155409,-131.9472338476974,-6.1035155e-09,-0.023582432,100,144.0518854259965,0.03399848937988281,17.476936101913452,109,-11.04599791889446,14.50184416770935,1909.1093354225159,0.26600122451782227,2.6889877319335938
1110000,43.53184954702954,16.85893750190735,3.4296470768417406,-87.52469053778873,3.3569336e-08,-0.031155843,100,130.05459414765372,0.025999784469604492,16.576939344406128,110,3.2615427407972932,13.71453595161438,1925.9822731018066,0.25499916076660156,2.597254514694214
1120000,44.78741226289535,17.19031071662903,4.412780729535061,-92.15296633698001,-6.1035155e-09,-0.029896032,100,118.10649791818413,0.021968364715576172,16.90834331512451,111,3.8439689591242,14.03815770149231,1943.186583518982,0.25999903678894043,2.61242413520813
1130000,46.22988008948167,16.927939414978027,2.925793651244821,-136.34655130414268,-0.00090830686,-0.027031634,100,99.16992663860937,0.020998239517211914,16.652941703796387,112,2.3735821749790373,13.854839086532593,1960.1275227069855,0.2539994716644287,2.538038492202759
1140000,43.04494539497018,17.137938022613525,4.748403023515012,-127.49123172542386,4.2724608e-08,-0.022975622,100,113.5636380614663,0.020969390869140625,16.859970808029175,113,4.57936236825499,13.981088399887085,1977.278460741043,0.25499892234802246,2.6121394634246826
1150000,48.24820015243378,16.99593997001648,8.04796152309722,-100.85190839131123,2.7370453e-08,-0.03627903,100,120.3664362791855,0.029997587203979492,16.710941791534424,114,9.343164996268928,13.922924041748047,1994.2884006500244,0.25500059127807617,2.475478410720825
1160000,49.15385805373559,17.222076892852783,7.503716172419954,-160.09807389258538,3.0517577e-09,-0.030400043,100,130.7676839492552,0.028998851776123047,16.94108009338379,115,8.70998372788711,14.09224820137024,2011.5244762897491,0.2519979476928711,2.58125901222229
1170000,44.98280819534464,17.19223427772522,3.3264710765814454,-129.80635172204447,1.5258789e-09,-0.039918195,100,125.12893937927271,0.020967960357666016,16.916266202926636,116,-0.362781558369159,14.066287755966187,2028.7297117710114,0.25500011444091797,2.5856752395629883
1180000,43.581951705811406,16.505943775177002,4.5231173272643845,-87.49518080443545,6.1035155e-09,-0.032889567,100,104.62814148029771,0.020975351333618164,16.22597360610962,117,5.700171572368812,13.5269775390625,2045.2496554851532,0.2579963207244873,2.4452245235443115
1190000,42.72215795762942,16.6019446849823,4.840269796418756,-111.0976689770763,1.1062622e-08,-0.037344147,100,104.4790500114356,0.020951509475708008,16.322943925857544,118,4.276078042648778,13.713718891143799,2061.865600347519,0.25699853897094727,2.3622677326202393
