train-PolicyExecTime,ItrTime,train-MaxReturn,train-StdReturn,LossBefore,train-AverageReturn,LossAfter,Itr,n_timesteps,Time-SampleProc,train-AverageDiscountedReturn,train-EnvExecTime,train-MinReturn,Time-Sampling,Time-Optimization,Time,train-NumTrajs
14.081523180007935,17.352012157440186,33.86683943282831,33.2394081670543,-1.4197015e-05,-37.49440976799187,0.046679124,0,10000,0.09200048446655273,-24.05041105808793,2.5606629848480225,-119.69503099856723,16.90803623199463,0.3510005474090576,17.352012157440186,100
13.799872636795044,16.905964851379395,29.999813800810962,37.80290189323207,-1.4354442e-05,-40.560199562473436,0.009127652,1,20000,0.02995920181274414,-27.134090097088865,2.574054479598999,-147.37963203028715,16.625967502593994,0.2479994297027588,34.31497597694397,100
13.315690755844116,16.399993658065796,37.988811864772075,33.29370563485589,-1.44772275e-05,-37.60269493212014,-0.010708541,2,30000,0.029966115951538086,-24.291191221958183,2.5530283451080322,-110.288952866699,16.11402916908264,0.25499725341796875,50.73396944999695,100
13.446375608444214,16.56299352645874,41.00959425630836,33.13672589033326,-1.4556341e-05,-33.60505328987232,-0.013631216,3,40000,0.028960704803466797,-21.863989782776308,2.5419726371765137,-98.37719063843775,16.26903462409973,0.264998197555542,67.3099627494812,100
13.942150115966797,17.053160905838013,41.504491400498914,34.98551567770488,-1.4630372e-05,-34.01454876179932,-0.013750192,4,50000,0.02500152587890625,-21.207674523686347,2.5883891582489014,-143.80477784629767,16.779162168502808,0.2479991912841797,84.3761236667633,100
13.75778603553772,16.85499382019043,46.57055361155416,37.71765640841585,-1.4675825e-05,-31.12677695649846,-0.013214253,5,60000,0.02994561195373535,-19.653009102734174,2.5217623710632324,-127.98595499751326,16.582048654556274,0.24200010299682617,101.24411702156067,100
13.576823711395264,16.546993017196655,45.436039634358906,32.3628157028086,-1.4689064e-05,-28.03665757920207,-0.013433264,6,70000,0.022999048233032227,-17.560138072986756,2.452622890472412,-148.62158973958577,16.279993772506714,0.24300026893615723,117.80411052703857,100
13.600129127502441,16.52099299430847,38.3227765228874,30.56585021510929,-1.4677666e-05,-26.172959565881218,-0.012892742,7,80000,0.022958040237426758,-17.197826084548794,2.4111762046813965,-130.31837037132573,16.242034196853638,0.2560007572174072,134.3391032218933,100
13.908171653747559,16.978572845458984,51.46958975944072,33.71778843594468,-1.4608648e-05,-23.65471226324442,-0.013761226,8,90000,0.030963897705078125,-15.02383017107161,2.521970510482788,-129.51554631642816,16.701608657836914,0.24399614334106445,151.33067727088928,100
13.913259506225586,16.94399356842041,57.53400457736569,31.345098322045967,-1.44944615e-05,-20.569628215956037,-0.01447214,9,100000,0.021001100540161133,-14.16615332821425,2.5067784786224365,-104.03798184078036,16.673994779586792,0.24799799919128418,168.28767085075378,100
13.72268295288086,16.77299427986145,39.87238046706713,33.752293771895374,-1.4392145e-05,-24.938740692463703,-0.015059195,10,110000,0.027966976165771484,-16.15139277593016,2.5431458950042725,-113.5545360846365,16.50002694129944,0.24200034141540527,185.07366371154785,100
13.701738119125366,16.724361181259155,53.02014710195157,28.559902568088074,-1.423968e-05,-24.664597423289468,-0.01337159,11,120000,0.03000164031982422,-15.73358575254089,2.5023679733276367,-155.35458607254526,16.44435977935791,0.2499997615814209,201.8120255470276,100
13.680619239807129,16.746883630752563,45.04697045540947,28.514615282836242,-1.4118622e-05,-23.37842311680849,-0.012502353,12,130000,0.030966997146606445,-14.390016424982718,2.5106418132781982,-107.67874086861221,16.452917098999023,0.26199936866760254,218.57190895080566,100
13.960552215576172,17.030993461608887,43.00438866275115,30.05382702884986,-1.4050262e-05,-24.116158458743584,-0.01548001,13,140000,0.031998634338378906,-15.69892997063825,2.515228509902954,-95.68070847051371,16.750995635986328,0.2479991912841797,235.6169023513794,100
13.980985879898071,17.052992343902588,44.985008013829216,31.297233743308272,-1.3958656e-05,-22.40680879438933,-0.015360065,14,150000,0.029996156692504883,-14.963103104580819,2.501094102859497,-100.51877744335007,16.764995336532593,0.2570006847381592,252.68389534950256,100
13.974401473999023,17.06318688392639,48.088258194255815,26.57404687853066,-1.3879761e-05,-17.530637799296418,-0.013007453,15,160000,0.02199721336364746,-11.178057090044383,2.5732274055480957,-97.26935425033929,16.790217399597168,0.2500021457672119,269.7610831260681,100
13.804478406906128,16.876993656158447,48.204539563368385,28.163819770367372,-1.3815652e-05,-23.305209724630064,-0.016143184,16,170000,0.03296661376953125,-15.399324063628447,2.5101585388183594,-104.14143141514236,16.590027332305908,0.2539997100830078,286.65107464790344,100
13.615611553192139,16.619992971420288,48.18068550572072,26.379101887352313,-1.3717816e-05,-17.358732211824773,-0.013639708,17,180000,0.02399754524230957,-11.179218589968974,2.484697103500366,-80.42859057279942,16.33899450302124,0.25600099563598633,303.28506875038147,100
13.673505306243896,16.596993684768677,93.38148924371457,29.45681406861301,-1.367954e-05,-17.89598185701192,-0.016694728,18,190000,0.021968364715576172,-11.107758351475864,2.40269136428833,-108.2646096394699,16.322027921676636,0.2519972324371338,319.89506125450134,100
13.88769006729126,16.889995336532593,50.79546396531358,30.09603182833648,-1.3643234e-05,-19.00199507218454,-0.016036661,19,200000,0.02197122573852539,-11.947473024495807,2.4704177379608154,-174.23032096823087,16.625025033950806,0.24199867248535156,336.79805612564087,100
13.70223069190979,16.687992095947266,34.21242575164149,28.875220402697924,-1.3592197e-05,-20.833450875816734,-0.015433323,20,210000,0.02299809455871582,-12.848743141038653,2.4550509452819824,-126.42857020184621,16.41502332687378,0.24899935722351074,353.49904894828796,100
13.868516683578491,16.948993682861328,43.879419435425824,25.80415583193618,-1.352479e-05,-13.038563092673476,-0.01696836,21,220000,0.028029918670654297,-8.182498426057446,2.56508207321167,-106.22685471930392,16.672995567321777,0.24796819686889648,370.4610414505005,100
13.877068519592285,17.025184392929077,51.45919458706682,27.789918618616888,-1.3439098e-05,-20.917967077275467,-0.013941861,22,230000,0.030028581619262695,-13.213492309396191,2.628011465072632,-115.52280852213359,16.745185375213623,0.24897074699401855,387.4992253780365,100
13.606937885284424,16.620991945266724,54.77081551429336,30.072926262777347,-1.3328315e-05,-21.09956105081185,-0.015193592,23,240000,0.02899646759033203,-13.364640973029752,2.4916045665740967,-107.16148550648158,16.337994813919067,0.25300002098083496,404.1342170238495,100
13.910012006759644,16.95899224281311,35.05072647122055,28.258878217462343,-1.3226115e-05,-23.98948950934735,-0.018013487,24,250000,0.027968883514404297,-14.750657434366188,2.5040621757507324,-113.73061640024926,16.68002438545227,0.24999713897705078,421.106210231781,100
13.343143224716187,16.378993034362793,58.16409081271806,33.923600704337,-1.3160047e-05,-18.939146354924453,-0.015698267,25,260000,0.025997400283813477,-12.292810619667,2.516650915145874,-117.35506823414319,16.101993322372437,0.24900102615356445,437.4982042312622,100
13.607430934906006,16.744994163513184,66.62882008768051,30.664039059353684,-1.3083694e-05,-18.48055845328508,-0.016506137,26,270000,0.029996633529663086,-11.028463810828523,2.609116315841675,-85.2758831448762,16.46999764442444,0.24499988555908203,454.2571976184845,100
13.943500518798828,17.12999176979065,80.96487068710613,28.446885645724073,-1.300615e-05,-16.197394025881223,-0.01760418,27,280000,0.024997949600219727,-9.863113285080448,2.6036524772644043,-112.87528023594308,16.845994234085083,0.2579967975616455,471.40019059181213,100
14.032819986343384,17.13089632987976,44.518482037529495,25.632400548857127,-1.2927066e-05,-22.01179314067097,-0.017264443,28,290000,0.026962757110595703,-14.544966822597491,2.5585248470306396,-82.33305220752419,16.85493230819702,0.24900126457214355,488.5440876483917,100
13.534660816192627,16.554993152618408,18.91256514112687,23.92188992348558,-1.2834759e-05,-18.46863563532072,-0.014523042,29,300000,0.026998281478881836,-11.725186513786873,2.4764437675476074,-110.81313314889798,16.28299307823181,0.24400019645690918,505.11207938194275,100
13.996713638305664,17.05240035057068,35.28573599148693,23.867568042204486,-1.2668461e-05,-17.176205925477248,-0.016139956,30,310000,0.0279996395111084,-10.962440146302304,2.529792070388794,-85.59879334157284,16.780402183532715,0.24399852752685547,522.1774804592133,100
13.941942691802979,17.000993251800537,33.970202282553906,23.864803041051676,-1.2574432e-05,-15.713052004732255,-0.016845722,31,320000,0.021976709365844727,-10.318602218724953,2.534503221511841,-84.5485373997586,16.73401975631714,0.2449967861175537,539.1914734840393,100
13.576614618301392,16.595994472503662,44.42072156265879,26.140506569063003,-1.2473693e-05,-16.526253103995913,-0.016081665,32,330000,0.021973609924316406,-10.641907032377242,2.4945015907287598,-117.44824858801503,16.321020126342773,0.2520008087158203,555.8004679679871,100
13.556257247924805,16.58299493789673,25.06549628107751,21.832507698918967,-1.2358093e-05,-16.054925992955287,-0.014690797,33,340000,0.023998737335205078,-9.965442390671722,2.4934194087982178,-89.84895809649902,16.30899429321289,0.24900174140930176,572.3964619636536,100
13.704091310501099,16.75399398803711,64.0976609430666,29.715318923178938,-1.2241414e-05,-14.17851482139698,-0.015353512,34,350000,0.02897047996520996,-9.29705178266539,2.5161046981811523,-93.43004266350503,16.48202419281006,0.24299931526184082,589.1634545326233,100
13.984895706176758,17.089991807937622,34.967409724788254,24.946628216499967,-1.2087588e-05,-10.815101627384351,-0.017169615,35,360000,0.03200125694274902,-6.554913164762195,2.58972430229187,-95.42270381410145,16.807993412017822,0.24999713897705078,606.266446352005,100
