Itr,Time-SampleProc,train-MaxReturn,train-PolicyExecTime,train-MinReturn,train-StdReturn,Time-Sampling,Time-Optimization,ItrTime,train-NumTrajs,LossBefore,n_timesteps,Time,train-EnvExecTime,LossAfter,train-AverageReturn,train-AverageDiscountedReturn
10,0.026040077209472656,232.04501056604875,14.511612176895142,170.21471431759375,10.757827893748908,17.8771755695343,0.2739596366882324,18.177175283432007,100,-0.0033707824,110000,207.05617260932922,3.0764219760894775,-0.00426958,207.3584945427025,122.10190887967862
11,0.02097320556640625,224.89195171634606,14.549582242965698,183.44042071984754,9.303429361783726,17.858718633651733,0.27051424980163574,18.150206089019775,100,1.0681152e-08,120000,225.22037887573242,3.0386312007904053,-0.004024832,209.32315126709008,122.87736599137759
12,0.02600240707397461,226.2815331771874,16.235304355621338,175.61536335828228,9.945570544889948,19.989506244659424,0.27899622917175293,20.295506477355957,100,1.5258789e-09,130000,245.52888369560242,3.44154953956604,-0.0040825866,210.92384398065943,123.5093400033477
13,0.01999688148498535,234.52328806547428,15.1812584400177,192.76125260020993,8.719891122403315,18.723313331604004,0.2740004062652588,19.017310619354248,100,4.577637e-09,140000,264.559193611145,3.241957664489746,-0.0011614182,215.19522002847174,125.44130026636783
14,0.025975704193115234,234.87631638573484,15.11611557006836,198.1961800660121,6.807771066394657,18.565673351287842,0.2728581428527832,18.86450719833374,100,-3.0517577e-09,150000,283.43670082092285,3.143065929412842,-0.0032837265,219.33344104490735,127.22965584001912
15,0.019965648651123047,231.72014375350767,15.290663242340088,174.7444017525609,8.12856361556247,18.747775316238403,0.2760004997253418,19.043741464614868,100,-1.8310548e-08,160000,302.4944417476654,3.203512668609619,-0.0025157714,217.6449310514527,126.48283001163712
16,0.03200078010559082,236.10248391406964,16.36315155029297,182.6185505105968,9.28478235850086,20.025455951690674,0.3029959201812744,20.36145281791687,100,6.1035155e-09,170000,322.8698933124542,3.355443000793457,-0.0035892548,219.88496321787946,127.37895400090743
17,0.01951456069946289,232.06784817208913,15.56515622138977,203.5282124706832,6.343042422115329,19.071537733078003,0.27323293685913086,19.364285230636597,100,-6.1035155e-09,180000,342.2501811981201,3.1544976234436035,-0.0018726806,221.09886867957343,128.00424174891535
18,0.024997472763061523,233.8911501309148,15.34354829788208,197.9756015007984,6.876810460077079,18.81319308280945,0.26900267601013184,19.10719323158264,100,-7.629395e-09,190000,361.3713746070862,3.1766624450683594,4.9887083e-05,222.7648490498952,128.68791037060836
19,0.019999980926513672,236.8714812319252,15.212335348129272,201.27872008225683,7.340143802219814,18.662097454071045,0.2709970474243164,18.955097675323486,100,0.0022225098,200000,380.3394687175751,3.1834418773651123,-0.002375415,220.29322886621478,127.58889114884381
