Iteration,Average Returns
0,-500.0
5,-500.0
10,-500.0
15,-500.0
20,-500.0
25,-500.0
30,-500.0
35,-159.0
40,-241.0
45,-146.0
50,-158.0
55,-158.0
60,-157.0
65,-156.0
70,-158.0
75,-159.0
80,-157.0
85,-154.0
90,-156.0
95,-158.0
100,-156.0
105,-158.0
110,-154.0
115,-152.0
120,-154.0
125,-154.0
130,-154.0
135,-155.0
140,-153.0
145,-107.0
