train-AverageReturn,ItrTime,train-EnvExecTime,train-PolicyExecTime,Time,Time-Optimization,Itr,Time-Sampling,train-MinReturn,LossAfter,n_timesteps,train-AverageDiscountedReturn,train-MaxReturn,Time-SampleProc,LossBefore,train-StdReturn,train-NumTrajs
112.45362742235544,16.72344946861267,2.484985828399658,13.692415475845337,3527.1138155460358,0.26199960708618164,208,16.432490587234497,23.72479234139607,-0.018432405,2090000,64.70701360101239,209.47923574459642,0.028959274291992188,-7.629395e-09,43.93706481825396,100
122.50616940016074,16.930988073349,2.5020639896392822,13.893155336380005,3544.057802915573,0.26399755477905273,209,16.64502215385437,18.263101619179714,-0.018109918,2100000,70.46261594115967,237.05557728879185,0.021968364715576172,-1.8310548e-08,43.327930875387615,100
113.4245881019467,16.682798862457275,2.49817156791687,13.640434741973877,3560.7536008358,0.2590019702911377,210,16.40079689025879,12.190391250594926,-0.0129581485,2110000,64.74373016661058,213.53969372499986,0.023000001907348633,9.155274e-09,43.9431188701377,100
116.2989607436021,17.069645881652832,2.5714921951293945,13.941900491714478,3577.8372445106506,0.2609984874725342,211,16.785667419433594,21.92963550802731,-0.015353232,2120000,66.78772965363127,202.9184659302569,0.0229799747467041,3.0517577e-09,40.70730672980198,100
124.34031856163102,16.717479944229126,2.6077873706817627,13.512594938278198,3594.5677242279053,0.2690000534057617,212,16.41948390007019,17.219948624649614,-0.020121325,2130000,71.78323935649959,213.07708135999516,0.028995990753173828,6.1035155e-09,40.27960513088921,100
120.69629509140312,16.717660188674927,2.6383233070373535,13.52225923538208,3611.2993845939636,0.26200222969055176,213,16.420687437057495,15.768631023743126,-0.017175976,2140000,69.3400034796228,202.7184808686264,0.03399920463562012,-1.525879e-08,42.62140111730943,100
118.81074507239846,16.740787029266357,2.53227162361145,13.64626955986023,3628.053171157837,0.2700021266937256,214,16.44182538986206,18.30141004783749,-0.017037574,2150000,68.73252693578588,212.2045754971747,0.02895951271057129,0.0012237945,43.16939505293556,100
119.70431726584775,16.559229373931885,2.609189748764038,13.41774606704712,3644.626400232315,0.261000394821167,215,16.269283771514893,9.030097239392914,-0.018219901,2160000,68.32189427032483,228.1438826511345,0.028945207595825195,-1.2207031e-08,41.8685203276375,100
126.457635408839,16.57999014854431,2.622403621673584,13.418472290039062,3661.219388961792,0.26196932792663574,216,16.288021326065063,-4.3031214267910505,-0.018799338,2170000,72.42883421252176,199.79649932546928,0.027998924255371094,3.0517577e-09,45.69648452424844,100
120.1947376771344,16.900988817214966,2.4935450553894043,13.865535974502563,3678.1333770751953,0.26000046730041504,217,16.616021871566772,-17.983247245543808,-0.018047687,2180000,68.18294479252468,230.93485727985959,0.02496647834777832,-0.0015948853,42.94384749620708,100
122.11946455715486,16.92685604095459,2.610255002975464,13.787718534469604,3695.073231458664,0.2669994831085205,218,16.63785672187805,29.715870181946723,-0.014185547,2190000,70.17868287699011,253.68013318699252,0.020998001098632812,3.0517577e-09,45.885776502215165,100
126.28509080274691,16.75040888786316,2.544887065887451,13.557089567184448,3711.8366396427155,0.3569979667663574,219,16.371440172195435,53.516674295979534,-0.016504703,2200000,72.5683791175428,236.9024562747938,0.020970582962036133,0.0069569764,40.65581112719957,100
130.96629788957551,16.85535502433777,2.5821337699890137,13.698833703994751,3728.7049951553345,0.27299976348876953,220,16.551355600357056,36.09085319239715,-0.013678139,2210000,74.55743591128311,232.71019432644164,0.029999256134033203,-4.577637e-09,40.815842317639934,100
127.63136633418189,16.710519075393677,2.622931718826294,13.546964406967163,3745.428513765335,0.2599968910217285,221,16.42055344581604,8.102034617688796,-0.015226354,2220000,73.22734510683843,196.63727564390138,0.02896881103515625,1.7929077e-08,38.76872099067528,100
119.65450082278177,16.717244148254395,2.55025577545166,13.600566148757935,3762.158758878708,0.26399779319763184,222,16.41928482055664,7.812352870202048,-0.011113797,2230000,69.24612257606111,200.69993398567428,0.03396153450012207,7.629395e-09,45.44534935461892,100
123.16224028093335,16.804877042770386,2.637537717819214,13.584127187728882,3778.976634979248,0.26800107955932617,223,16.509876251220703,18.862225849049302,-0.008852805,2240000,70.17933890140705,188.15289237617404,0.024997949600219727,-1.9836426e-08,33.10587793449262,100
121.30098568673347,17.121923446655273,2.648798942565918,13.927809953689575,3796.112557411194,0.2590007781982422,224,16.834925889968872,16.694080470943913,-0.002675589,2250000,69.40753397800746,198.04313883494612,0.02799677848815918,-9.155274e-09,38.72901128259154,100
123.41786757295395,16.759033918380737,2.5149142742156982,13.681183338165283,3812.8845915794373,0.2779994010925293,225,16.458065032958984,-4.358230435189606,-0.01440803,2260000,71.47114190187902,215.11752464617513,0.021997928619384766,-7.6293943e-10,43.18361335152428,100
128.48013919151626,17.02695870399475,2.6245694160461426,13.852119207382202,3829.9265489578247,0.26799821853637695,226,16.737959146499634,17.406049351595485,-0.01425531,2270000,73.85161377202438,210.75952165695793,0.021001338958740234,-6.1035155e-09,43.17600340365253,100
126.71943828441583,16.751846313476562,2.5605766773223877,13.646914005279541,3846.6913940906525,0.2609999179840088,227,16.469847202301025,16.727714905985465,-0.015604559,2280000,72.82822165373358,224.3343959202862,0.02099919319152832,0.0038181886,41.48694476193571,100
120.27709088280159,16.713319778442383,2.5896856784820557,13.563813924789429,3863.4177129268646,0.280961275100708,228,16.408321380615234,2.375687410994781,-0.013982584,2290000,68.79351375090015,199.48098876506225,0.02403712272644043,3.0517577e-09,40.338368287355834,100
124.5177047539124,16.65385365486145,2.560560703277588,13.548682451248169,3880.0845675468445,0.2609999179840088,229,16.371854066848755,24.022113888680583,-0.013880789,2300000,71.29298446797875,208.04600079649092,0.020000457763671875,-6.1035155e-09,35.52723447429207,100
118.79387479005636,16.614990711212158,2.531848430633545,13.540882587432861,3896.7125568389893,0.2570011615753174,230,16.335991144180298,23.85452706473612,-0.012585886,2310000,68.36516870088701,193.67012992730622,0.020998716354370117,1.8310548e-08,37.3062643008436,100
129.65845643838355,16.68498992919922,2.6377766132354736,13.494441747665405,3913.4105455875397,0.2650024890899658,231,16.396023273468018,-9.151146886906574,-0.014445965,2320000,73.9900858970392,214.30573472541573,0.0229644775390625,1.8692017e-08,39.030418988586334,100
123.41337001061282,16.844462394714355,2.6508028507232666,13.663400888442993,3930.268007993698,0.2619960308074951,232,16.560487747192383,31.995575554204663,-0.013332213,2330000,71.39494686561491,200.78242213415328,0.020978689193725586,0.0127342865,39.059287908942856,100
122.77853561487984,16.96024990081787,2.5935399532318115,13.836424827575684,3947.241257429123,0.2539670467376709,233,16.68428134918213,15.847700487695965,-0.015063026,2340000,70.07669969031775,193.20961649653344,0.021000146865844727,5.340576e-09,37.984401126830356,100
129.78383137343928,17.236600875854492,2.608219861984253,14.021907806396484,3964.4908576011658,0.2849693298339844,234,16.929635047912598,34.88568516560968,-0.016059753,2350000,74.53312043081563,214.15007624192995,0.019997119903564453,2.4414062e-08,40.22217746947131,100
129.7038429391304,16.89614176750183,2.5828311443328857,13.77994966506958,3981.4019989967346,0.256000280380249,235,16.613142490386963,6.297325973288038,-0.017957404,2360000,74.31735455755505,220.55032772594345,0.025998830795288086,2.4414062e-08,38.43739938721647,100
131.04709943821453,17.24240779876709,2.6027636528015137,14.055065631866455,3998.657406806946,0.298999547958374,236,16.918410301208496,-9.901827257685362,-0.016156323,2370000,75.33904579015376,217.52966950829804,0.023998737335205078,1.2207031e-08,42.89756483853168,100
124.40420688363702,16.876323461532593,2.56943941116333,13.71364140510559,4015.5477311611176,0.3130011558532715,237,16.535324335098267,46.56582386037876,-0.014993598,2380000,71.69084705724369,232.527158192043,0.027997970581054688,3.6621095e-08,38.875423243288665,100
134.20237614476545,17.03727912902832,2.5710272789001465,13.92919659614563,4032.599009990692,0.2559969425201416,238,16.755279541015625,14.88836195774228,-0.015909009,2390000,76.66815863428349,205.38238949689622,0.02600264549255371,-3.0517577e-09,41.99258316677675,100
134.93122641205161,17.04498839378357,2.6381118297576904,13.851539850234985,4049.6569979190826,0.2589681148529053,239,16.757989406585693,67.70424729008111,-0.017388647,2400000,76.44962330280215,211.11345191319657,0.028030872344970703,0.001897583,33.54172222179609,100
130.41901018543106,16.599989652633667,2.616422653198242,13.427576780319214,4066.2699859142303,0.2689990997314453,240,16.29899024963379,24.845550282889313,-0.015919253,2410000,74.25631396961194,199.67915452454864,0.0299985408782959,0.0027281737,40.07915727108296,100
134.08692583252002,16.819695949554443,2.6264708042144775,13.63998031616211,4083.102681875229,0.27699804306030273,241,16.51969599723816,35.76437902110404,-0.01848355,2420000,75.84431831804923,219.19239205309887,0.023001909255981445,1.9073486e-08,38.81297297659702,100
128.57261710099755,16.842803716659546,2.620723009109497,13.67287302017212,4099.958486318588,0.25999951362609863,242,16.559805154800415,23.267633691321432,-0.017439323,2430000,73.26309255515166,215.75516865222124,0.022999048233032227,0.002228131,38.39894122544635,100
128.93121325362094,16.697235345840454,2.5332469940185547,13.62679934501648,4116.668720960617,0.26399683952331543,243,16.4122371673584,-22.334070511392117,-0.018974924,2440000,74.36687097011543,238.11606549630355,0.021001338958740234,9.155274e-09,43.35608739529017,100
132.26470525888175,16.590988636016846,2.596726179122925,13.473742961883545,4133.272709369659,0.256000280380249,244,16.31299138069153,20.17161701116471,-0.020550696,2450000,74.8030852730704,217.0055211478589,0.02095818519592285,-6.1035155e-09,37.245703498632665,100
