Iteration	Time	TimestepsThisBatch	PoolSize	MaxEpReturn	LastEpReturn	Episodes	TimestepsSoFar
0	90.6748902797699	1000	2000	-247.97275587420046	-526.13922223411	2	2000
1	167.22892546653748	1000	3000	-247.97275587420046	-581.9494391384025	3	3000
2	240.30869889259338	1000	4000	-247.97275587420046	-585.0466428526144	4	4000
3	313.68621253967285	1000	5000	-247.97275587420046	-639.0029275808864	5	5000
4	387.2122938632965	1000	6000	-247.97275587420046	-1159.1283087718148	6	6000
5	460.6780707836151	1000	7000	-247.97275587420046	-1099.4531041415698	7	7000
6	533.9482855796814	1000	8000	-247.97275587420046	-596.0934914708955	8	8000
7	607.6827158927917	1000	9000	-247.97275587420046	-596.9316032289652	9	9000
8	681.064338684082	1000	10000	-247.97275587420046	-598.3357715669374	10	10000
9	754.3957731723785	1000	11000	-247.97275587420046	-597.6146961567591	11	11000
10	827.958920955658	1000	12000	-247.97275587420046	-597.3763959142474	12	12000
11	901.2898850440979	1000	13000	-247.97275587420046	-596.9602033139089	13	13000
12	974.5898540019989	1000	14000	-247.97275587420046	-592.1832721548277	14	14000
13	1048.2175462245941	1000	15000	-247.97275587420046	-597.7900881030807	15	15000
14	1121.6577413082123	1000	16000	-247.97275587420046	-600.1613769353072	16	16000
15	1195.151081085205	1000	17000	-247.97275587420046	-599.9867456745667	17	17000
16	1269.542438030243	1000	18000	-247.97275587420046	-598.2227392308927	18	18000
17	1343.0231635570526	1000	19000	-247.97275587420046	-596.758051380101	19	19000
18	1416.4315211772919	1000	20000	-247.97275587420046	-597.0907284597657	20	20000
19	1490.3528349399567	1000	21000	-247.97275587420046	-589.8327168004504	21	21000
20	1563.4978342056274	1000	22000	-247.97275587420046	-541.0691680602387	22	22000
21	1636.993330001831	1000	23000	-247.97275587420046	-453.1130702037584	23	23000
22	1709.7388339042664	1000	24000	-247.97275587420046	-486.64717969844924	24	24000
23	1782.5294046401978	1000	25000	-247.97275587420046	-480.3896962702169	25	25000
24	1855.5295021533966	1000	26000	-247.97275587420046	-499.41805356066317	26	26000
25	1928.4489097595215	1000	27000	-247.97275587420046	-436.44983804018887	27	27000
26	2001.526861667633	1000	28000	-247.97275587420046	-431.4087571407446	28	28000
27	2074.233120203018	1000	29000	-247.97275587420046	-490.4478846083264	29	29000
28	2146.739814043045	1000	30000	-247.97275587420046	-487.2375998157252	30	30000
29	2219.4860429763794	1000	31000	-247.97275587420046	-521.3832218844016	31	31000
30	2292.2882266044617	1000	32000	-247.97275587420046	-529.2782816641392	32	32000
31	2364.946814775467	1000	33000	-247.97275587420046	-504.95631163640695	33	33000
32	2438.0374822616577	1000	34000	-247.97275587420046	-519.2714162356801	34	34000
33	2510.909793138504	1000	35000	-247.97275587420046	-529.5559116570792	35	35000
34	2583.6621222496033	1000	36000	-247.97275587420046	-528.1082110084496	36	36000
35	2656.489283323288	1000	37000	-247.97275587420046	-518.8233465011836	37	37000
36	2729.034837245941	1000	38000	-247.97275587420046	-533.9114551893259	38	38000
