LossAfter,train-NumTrajs,train-AverageDiscountedReturn,Time-SampleProc,Itr,Time,train-PolicyExecTime,Time-Sampling,train-AverageReturn,train-MinReturn,n_timesteps,ItrTime,train-StdReturn,train-EnvExecTime,train-MaxReturn,LossBefore,Time-Optimization
-0.014905394,100,-14.189546746480524,0.02699732780456543,17,318.3116297721863,17.20135474205017,20.47426128387451,-22.57065185005476,-139.12729837592204,180000,20.746256828308105,33.71735143334924,2.984342575073242,48.91845885220933,-1.3356912e-05,0.24300026893615723
-0.015097569,100,-10.723599824388424,0.02299952507019043,18,335.667777299881,14.113161325454712,17.06814980506897,-16.738973601814052,-94.7566072212934,190000,17.34314751625061,27.159063382828048,2.701817750930786,49.86965937206049,-1.3270776e-05,0.2519981861114502
-0.01520347,100,-12.831467125760843,0.020999670028686523,19,353.3939483165741,14.424410820007324,17.445173740386963,-19.8515172873142,-105.90185790978107,200000,17.712172031402588,29.75031139448215,2.7624566555023193,51.32792693069333,-1.3111749e-05,0.24599862098693848
-0.016058585,100,-7.8229591730051204,0.02299952507019043,20,371.50286316871643,14.480084419250488,17.590912342071533,-12.518571934345996,-80.692894659653,210000,18.094914436340332,27.608033093067082,2.8167998790740967,73.91074655785293,-1.2993985e-05,0.48000192642211914
-0.01497033,100,-7.13005380233681,0.028998374938964844,21,389.5334122180939,14.660298109054565,17.742557764053345,-10.574365753784903,-75.12963410716036,220000,18.016552925109863,25.508160803108474,2.82027530670166,61.07146110239175,-1.2824402e-05,0.24399852752685547
-0.016417144,100,-8.284432346776752,0.03000020980834961,22,407.2634699344635,14.416601181030273,17.428060054779053,-13.536833403463115,-66.51238903397311,230000,17.717058181762695,26.203925189723464,2.731053113937378,45.18324264730899,-1.2669473e-05,0.2579977512359619
-0.01564457,100,-6.309298118479965,0.0209653377532959,23,424.1673867702484,13.74604058265686,16.61995530128479,-10.14101715495714,-79.64073131995431,240000,16.89091730117798,24.29721352773658,2.628005266189575,44.60571263464629,-1.2519789e-05,0.24999666213989258
-0.016575273,100,-8.576503744009615,0.021960020065307617,24,441.05930495262146,13.713170289993286,16.60395073890686,-13.840578916244272,-81.34295365030131,250000,16.87891697883606,27.29891998515534,2.6370062828063965,56.697695863394294,-1.2317955e-05,0.25099611282348633
-0.013757061,100,-6.336836924624305,0.029998779296875,25,457.83622193336487,13.566832542419434,16.48292088508606,-9.893571993991287,-76.5549700661827,260000,16.763916969299316,26.358801292590407,2.671311378479004,65.62095322963576,-1.2080616e-05,0.24999761581420898
-0.017695252,100,-9.977573475374758,0.020969867706298828,26,474.89008045196533,13.90518832206726,16.764891147613525,-15.865866312324542,-86.98872292135671,270000,17.040858268737793,26.503413389678563,2.579312562942505,40.72354586284646,-1.1938601e-05,0.25499725341796875
-0.016729023,100,-9.355779763152379,0.022031307220458984,27,493.50698947906494,15.117220401763916,18.3349130153656,-14.838966159472738,-87.33202786073727,280000,18.603909254074097,27.007465334025895,2.896392345428467,54.2161059340985,-1.1812417e-05,0.24596476554870605
-0.014727714,100,-8.23266500873423,0.030998945236206055,28,511.4979372024536,14.617159128189087,17.698949098587036,-13.484053089872296,-88.42077356250022,290000,17.976946353912354,29.188759791301376,2.807798147201538,47.04764391224054,-1.1682614e-05,0.24699831008911133
-0.015965253,100,-6.597590405880058,0.028003215789794922,29,529.639848947525,14.775296211242676,17.839912176132202,-11.359426762032221,-82.22929697922898,300000,18.127912521362305,24.48230226609882,2.759650468826294,49.370485762537086,-1.1556067e-05,0.2599971294403076
-0.015026865,100,-7.135264553611106,0.020998001098632812,30,547.1017632484436,14.210858345031738,17.176917791366577,-11.038256027478619,-129.02361562891565,310000,17.448915243148804,26.983420055229907,2.6841213703155518,72.64053989788485,-1.1424084e-05,0.2499992847442627
-0.014265707,100,-4.9944978918921,0.022002220153808594,31,564.4716765880585,14.117535591125488,17.088915586471558,-8.197178125865843,-75.27017779194274,320000,17.355913162231445,25.835564041549954,2.698131799697876,63.59172433705201,-1.1326623e-05,0.2449953556060791
-0.01392054,100,-4.242991014642537,0.030001163482666016,32,582.2105896472931,14.417726278305054,17.44791531562805,-6.918993937914164,-75.78381065347827,330000,17.72591257095337,25.78746693439494,2.7827084064483643,55.34121346061292,-1.1178543e-05,0.24599671363830566
-0.0143471155,100,-2.952975207482878,0.025997400283813477,33,599.7821197509766,14.249981880187988,17.267563581466675,-3.765376228527578,-61.903508982610745,340000,17.558531284332275,24.699409553881093,2.747352123260498,54.75056674946501,-1.1067848e-05,0.26396894454956055
-0.015637903,100,-5.363347991515313,0.02600264549255371,34,618.1180286407471,14.953373670578003,18.045912265777588,-8.995037586271444,-71.92087915512862,350000,18.322909593582153,24.622668106227998,2.8204169273376465,37.11899558723819,-1.0951553e-05,0.24999499320983887
-0.016816514,100,-5.115584990803552,0.021997451782226562,35,635.3770415782928,14.078468322753906,16.977015495300293,-8.307297921715278,-172.0517227812037,360000,17.246012687683105,33.76834570957722,2.638972043991089,65.09993603949111,-1.0831776e-05,0.24600005149841309
-0.015853187,100,-4.415002254612505,0.025998830795288086,36,652.4869623184204,13.894444465637207,16.804922580718994,-7.06040994583216,-79.0588124368989,370000,17.096921682357788,27.3532973671677,2.6491379737854004,63.517296221795405,-1.0759049e-05,0.26399922370910645
-0.018784832,100,-3.7600255699687155,0.021999835968017578,37,670.2292277812958,14.336483001708984,17.44426679611206,-5.888006160290646,-78.52067026046724,380000,17.72626495361328,26.925029672696493,2.8438923358917236,46.879408085934465,-1.0590496e-05,0.2579987049102783
-0.015606437,100,-3.4372911318385473,0.02700018882751465,38,688.4259784221649,14.794371128082275,17.896751880645752,-5.184734781976759,-83.79690150443858,390000,18.182748556137085,25.57974626370864,2.7813737392425537,69.78771584721781,-1.0406218e-05,0.2579965591430664
-0.014189188,100,-2.0795493510368646,0.025998592376708984,39,706.0288956165314,14.313221454620361,17.305920600891113,-3.364695114282487,-84.19983270982371,400000,17.58791756629944,26.08029210983405,2.7147271633148193,58.48709882683902,-1.02698605e-05,0.25499820709228516
-0.016749008,100,-2.023665640123555,0.029000520706176758,40,723.1218144893646,13.881016254425049,16.806922674179077,-3.1416886748485036,-65.69470554558043,410000,17.07891869544983,25.243645595216968,2.6438944339752197,49.55143528927954,-1.0208833e-05,0.2429955005645752
-0.01686115,100,-0.5548971163420159,0.053998708724975586,41,739.9727354049683,13.582046508789062,16.492922067642212,-0.645698659791624,-56.572663743579255,420000,16.83691930770874,26.014857165111298,2.6449201107025146,80.76699308201701,-1.0013428e-05,0.28999853134155273
-0.014967605,100,-0.6215055574588336,0.023999691009521484,42,757.5836534500122,14.214027881622314,17.20292019844055,0.5908273979182933,-72.58325591159571,430000,17.59691858291626,29.578669196878316,2.742875576019287,64.46228408827022,-9.831104e-06,0.3699986934661865
-0.01567564,100,-1.1742135342275513,0.021999597549438477,43,775.2355711460114,14.360083818435669,17.34491801261902,-1.6309951008281787,-82.78506690437571,440000,17.621917486190796,28.179844127852892,2.7137959003448486,64.75275866830064,-9.633945e-06,0.25100111961364746
-0.01443782,100,-4.770662376262506,0.03000044822692871,44,793.2354843616486,14.697126626968384,17.699915647506714,-7.675405522727665,-89.50608225547897,450000,17.98491382598877,28.79691451429129,2.710782289505005,58.88229856992751,-9.449093e-06,0.25499773025512695
-0.015370336,100,-0.9814004710471717,0.02599620819091797,45,811.1534056663513,14.539228200912476,17.606921195983887,-0.342422009791932,-64.31798198914535,460000,17.90492033958435,24.83561072193071,2.790710926055908,77.42863223167473,-9.306674e-06,0.2720029354095459
-0.014853845,100,-4.0531664277260235,0.021996259689331055,46,828.27632188797,13.87992811203003,16.84192180633545,-4.952997439287945,-105.17231877420267,470000,17.107919216156006,30.196338275954865,2.699057102203369,80.1598142487497,-9.181584e-06,0.24300098419189453
-0.0144345,100,2.8623385477467975,0.022999286651611328,47,845.48424077034,13.990928411483765,16.915921211242676,4.975923707967502,-86.72200364588507,480000,17.19491958618164,27.606631660529782,2.669992685317993,77.85859098648874,-9.1128295e-06,0.2559990882873535
-0.013935237,100,2.5247759703472186,0.02499675750732422,48,862.6681592464447,14.063038110733032,16.894922971725464,5.195210813503689,-77.23390800876619,490000,17.169919967651367,28.00657627731298,2.573885440826416,85.31102538832653,-9.044094e-06,0.24900078773498535
-0.013919736,100,0.5353109269773725,0.02996826171875,49,879.8434453010559,13.844857454299927,16.870321035385132,3.113547080285333,-90.38006999885276,500000,17.16228723526001,27.557666139993476,2.700228691101074,58.16293869817368,-8.971435e-06,0.2599976062774658
-0.01424344,100,0.14501628057040766,0.03099966049194336,50,897.1133646965027,14.020772457122803,16.968921422958374,2.854946770497863,-115.55777337596734,510000,17.25592041015625,33.82291418795253,2.689676523208618,70.58151711071564,-8.876659e-06,0.2559993267059326
-0.014702562,100,3.8695010452638074,0.021997690200805664,51,914.5172824859619,14.164031505584717,17.121920585632324,8.093161833232204,-72.51011987318957,520000,17.389918327331543,25.009059297634227,2.684819459915161,59.532918274663906,-8.826967e-06,0.24600005149841309
-0.01619895,100,1.6525704415232056,0.022000789642333984,52,932.1142015457153,14.333289623260498,17.318920373916626,5.217110998045595,-65.82065674927105,530000,17.583919048309326,25.560674743753268,2.710522174835205,66.97981899834086,-8.74248e-06,0.24199795722961426
-0.01674131,100,7.020755038681434,0.029027700424194336,53,949.4591212272644,14.042750358581543,17.05492401123047,12.166475636059872,-62.01502057701076,540000,17.33091902732849,23.523712488382497,2.7384722232818604,90.24572024176167,-8.6908585e-06,0.24696731567382812
-0.015270699,100,6.784638805444306,0.026031017303466797,54,966.5350425243378,13.889349699020386,16.78092336654663,11.195040222712771,-57.30876940582716,550000,17.06292152404785,24.46569413546646,2.6452674865722656,65.86473334329847,-8.556004e-06,0.25499463081359863
-0.014716351,100,5.740414455630282,0.024967432022094727,55,983.6579639911652,13.919748544692993,16.834956169128418,11.73806621483938,-83.26853301357804,560000,17.109920740127563,28.223647077900182,2.6509149074554443,71.84566478863508,-8.450164e-06,0.24899768829345703
-0.014726128,100,3.2104969616667853,0.02900075912475586,56,1000.5198872089386,13.66037368774414,16.56692361831665,8.015396722577528,-98.42738231966234,570000,16.848923206329346,31.147352350538117,2.6584670543670654,75.5263666026694,-8.3053155e-06,0.2519989013671875
-0.013822129,100,6.194568203997141,0.029000282287597656,57,1017.8838069438934,14.047271966934204,17.040920972824097,12.242739056951331,-66.29486705315084,580000,17.348920583724976,28.314752436518337,2.7149174213409424,72.76633124536016,-8.145789e-06,0.27899932861328125
-0.015072497,100,4.188010296360562,0.02499842643737793,58,1034.6597287654877,13.577420234680176,16.465925455093384,8.382464745395355,-89.70962076765271,590000,16.7629234790802,26.001366995389667,2.611386775970459,57.58382817337819,-8.0055615e-06,0.26999545097351074
-0.016556537,100,6.110094477216475,0.027001142501831055,59,1051.7126507759094,13.747828722000122,16.74592399597168,11.278144147229453,-81.62593506896016,600000,17.03992223739624,27.354822975991976,2.731844663619995,74.58606212844961,-7.864599e-06,0.2669970989227295
-0.014977823,100,4.841925693004455,0.02300238609313965,60,1068.9053049087524,13.855061292648315,16.898656606674194,8.337285902928517,-82.71402172722121,610000,17.177654504776,29.01512771115316,2.7223823070526123,77.47147483166441,-7.735634e-06,0.25499510765075684
-0.016647708,100,5.279249566262277,0.023002147674560547,61,1085.723706483841,13.586962699890137,16.500404119491577,10.680053996336488,-51.4771283922886,620000,16.803402185440063,25.63220533242286,2.6546037197113037,65.44857124578856,-7.5108705e-06,0.2789957523345947
-0.016661782,100,6.35390142621651,0.028033733367919922,62,1103.262625694275,14.075989484786987,17.004923820495605,11.423593431419665,-75.72340007872661,630000,17.524919748306274,26.892261207624777,2.653423547744751,66.5092537032919,-7.327616e-06,0.491962194442749
-0.015217509,100,5.175248147755287,0.024001598358154297,63,1124.4475281238556,17.647796392440796,20.883904933929443,10.913866602644635,-47.87202059837683,640000,21.171903133392334,25.43081264465193,2.858431816101074,82.19223528644586,-7.148033e-06,0.2629966735839844
-0.016329693,100,3.7542947714142447,0.023001432418823242,64,1141.167451620102,13.517345905303955,16.423924684524536,8.010224467734993,-88.89787258346578,650000,16.705922603607178,29.50516204831739,2.6514689922332764,75.89711873748622,-6.920124e-06,0.25899648666381836
-0.016892148,100,8.658506091247522,0.022000551223754883,65,1157.7673745155334,13.329905033111572,16.305955410003662,15.795409422599024,-45.48019061119927,660000,16.585922718048096,22.722294640765444,2.7041995525360107,62.50568097033056,-6.7082137e-06,0.25699734687805176
-0.014132767,100,5.94116693180249,0.025975704193115234,66,1175.3848507404327,14.347467184066772,17.31550359725952,11.910917781092957,-44.50759768139263,670000,17.60347580909729,25.914239185287848,2.689802646636963,60.19956985660803,-6.5436984e-06,0.2599971294403076
-0.015231298,100,6.021274638116307,0.02297496795654297,67,1192.230417728424,13.61860179901123,16.552591800689697,11.203371451789247,-93.02950279567919,680000,16.831565618515015,30.535487570522875,2.6564018726348877,71.08477711620391,-6.406058e-06,0.2559988498687744
-0.014348153,100,10.345540702878589,0.030999422073364258,68,1208.8079822063446,13.389970064163208,16.242565155029297,17.582375335967352,-58.27129564798298,690000,16.563564777374268,25.60737378302533,2.600572347640991,64.025309457421,-6.257239e-06,0.29000020027160645
-0.01725935,100,9.463279889891846,0.02199864387512207,69,1226.1509025096893,14.005472421646118,17.044922590255737,17.330671817735986,-72.2856534436354,700000,17.32892155647278,27.78960867827811,2.762481451034546,76.08325994743976,-6.116887e-06,0.2609999179840088
-0.01596845,100,11.319274101777864,0.02599954605102539,70,1243.008828163147,13.570410013198853,16.56092667579651,21.20296191534728,-44.328783645531324,710000,16.843926429748535,23.64083502981027,2.7045400142669678,79.63090417184942,-6.032859e-06,0.2559990882873535
-0.014977065,100,12.606063813561809,0.028999805450439453,71,1260.2587537765503,13.81137728691101,16.788925886154175,21.694166145424443,-30.988022251156877,720000,17.235925674438477,23.87171352862401,2.6685807704925537,71.68069024809458,-5.953943e-06,0.4179999828338623
-0.015342777,100,10.466690148301582,0.023999452590942383,72,1276.745679616928,13.28542160987854,16.182926893234253,19.890789242219956,-36.17785895639158,730000,16.47392749786377,23.139066888632307,2.6465189456939697,65.1296162122311,-5.8554956e-06,0.26599884033203125
-0.016057286,100,8.093209774267903,0.022002458572387695,73,1293.8056058883667,13.735353231430054,16.76992654800415,14.769457607456712,-89.99412792526506,740000,17.046926259994507,27.454379715992786,2.764604330062866,76.6572971211857,-5.791051e-06,0.2539970874786377
-0.014602034,100,11.782954054830398,0.031974077224731445,74,1312.977195262909,15.527562379837036,18.853617906570435,20.611081479332242,-49.92377777037825,750000,19.15558958053589,26.97454661935417,2.996138334274292,100.7680261548083,-5.6663694e-06,0.2689986228942871
-0.013861904,100,12.74088069884029,0.0279691219329834,75,1331.1731164455414,14.878958463668823,17.882954597473145,21.856875477279655,-47.94353148341501,760000,18.181920289993286,25.14959437035425,2.694585084915161,85.11010851469865,-5.581306e-06,0.2709965705871582
-0.013726434,100,11.101191523689927,0.035997629165649414,76,1349.0850367546082,14.576169729232788,17.60292339324951,19.730756655164715,-35.611055152194126,770000,17.89792037010193,24.961882816267664,2.7677531242370605,79.35042269103161,-5.467441e-06,0.2579989433288574
-0.012325527,100,8.967683768725909,0.021997690200805664,77,1366.2683725357056,14.021087408065796,16.90033745765686,16.889261906336447,-67.57678442686806,780000,17.17033624649048,26.7522530748893,2.629653215408325,87.59087883323079,-5.3220033e-06,0.2480010986328125
-0.01629091,100,11.780047144554333,0.0410001277923584,78,1383.0572979450226,13.615694046020508,16.47592806816101,20.97936901466401,-41.74423507300578,790000,16.77492642402649,23.369689622598308,2.603128433227539,78.39931117935583,-5.2175214e-06,0.25699877738952637
-0.016958358,100,12.137301008601066,0.02899932861328125,79,1399.7422244548798,13.574572324752808,16.37692904472351,21.612997886042375,-60.326192534085195,800000,16.67092728614807,27.245096599382848,2.5388312339782715,82.85043444910738,-5.1354573e-06,0.2649989128112793
-0.015667614,100,11.764585385244976,0.031999826431274414,80,1416.3791518211365,13.450142621994019,16.323920011520386,20.836278053083653,-91.50365363745844,810000,16.611919164657593,26.22537986363978,2.6028032302856445,72.6609256079427,-5.0313024e-06,0.2559993267059326
-0.014590756,100,12.626886749935968,0.025018692016601562,81,1433.1950788497925,13.64080548286438,16.527928113937378,23.413464725292826,-54.01419611932825,820000,16.798926830291748,27.808568463050076,2.6367599964141846,94.84079533574199,-4.911468e-06,0.2449789047241211
-0.013478251,100,15.288194984913318,0.02499842643737793,82,1450.3060011863708,13.865373373031616,16.782925844192505,27.82038406271274,-41.20299906449055,830000,17.097923517227173,25.54917063166653,2.620461940765381,87.73315003250727,-4.818206e-06,0.28999924659729004
-0.016657902,100,14.916083761536967,0.02703094482421875,83,1467.3509268760681,13.77099347114563,16.735926389694214,25.438086802450893,-69.75798699828138,840000,17.010924577713013,26.414019912284896,2.694958448410034,84.1468468828259,-4.676823e-06,0.24699807167053223
-0.016840754,100,14.39597057674049,0.023969411849975586,84,1484.575788974762,13.98120379447937,16.9358971118927,25.115953279031086,-79.29765158520831,850000,17.20986294746399,26.453945784598442,2.6879236698150635,82.5721901290115,-4.5256434e-06,0.24999642372131348
-0.014455782,100,13.748319155109032,0.025000810623168945,85,1501.2749059200287,13.653091669082642,16.41311812400818,25.12346118675833,-38.19124511023434,860000,16.686116933822632,27.26256980344532,2.486477851867676,86.77200150107187,-4.385467e-06,0.24699783325195312
-0.014475801,100,14.082736687568833,0.02899932861328125,86,1518.056832075119,13.561297416687012,16.49192762374878,26.56946738932142,-70.14707020030816,870000,16.767926931381226,28.307216835820782,2.688649892807007,82.42122434869252,-4.2112474e-06,0.24599981307983398
-0.014163673,100,15.362681244326502,0.031000614166259766,87,1535.4157569408417,14.03840684890747,17.051925897598267,26.285567753636148,-68.18187853313925,880000,17.344924926757812,30.002557280095637,2.7425386905670166,94.42687696003738,-4.1017415e-06,0.26199841499328613
-0.017398909,100,18.980148982667806,0.02796030044555664,88,1552.7387664318085,14.12802004814148,17.039049863815308,32.19491651599885,-27.917360082429663,890000,17.310009002685547,25.762207625570465,2.657461404800415,88.56881815176811,-3.9607785e-06,0.24299883842468262
-0.016750686,100,16.54287973779162,0.020999670028686523,89,1569.972694158554,13.97785210609436,16.857959985733032,30.013350120230765,-61.31905738112455,900000,17.220927000045776,24.71924719676064,2.6308465003967285,77.35434159826733,-3.846031e-06,0.34099793434143066
-0.015592592,100,18.263133591483395,0.031000137329101562,90,1586.8553862571716,13.722232341766357,16.5686936378479,31.98625562395679,-37.459567974690515,910000,16.8626925945282,25.711103063375134,2.5851147174835205,113.79267233023755,-3.7409352e-06,0.2629988193511963
-0.015900496,100,18.745926769958924,0.02899622917175293,91,1603.5563142299652,13.686506748199463,16.409931898117065,31.479031122127093,-41.061710707187956,920000,16.686927795410156,23.500537909410983,2.4662137031555176,91.81956578850811,-3.6618183e-06,0.24699926376342773
-0.016369805,100,19.754305058166587,0.025967836380004883,92,1620.295242547989,13.741182804107666,16.453962326049805,34.12511950075906,-26.624878900840358,930000,16.7249276638031,24.96695328939157,2.4507641792297363,91.27209892192907,-3.5411322e-06,0.24499750137329102
-0.017443879,100,16.846007592189537,0.02096724510192871,93,1637.293170452118,13.815850019454956,16.714959621429443,30.877109162691813,-26.523722455250986,940000,16.983927726745605,23.07489599858068,2.5995326042175293,95.23384360626864,-3.3870397e-06,0.2480008602142334
-0.016195271,100,19.84019584199688,0.03097224235534668,94,1653.9250977039337,13.54444432258606,16.333956718444824,33.53412828297289,-83.57061178854758,950000,16.617928981781006,26.73056433888556,2.5182769298553467,94.2471749105782,-3.2367336e-06,0.25300002098083496
-0.016676182,100,19.65696072598969,0.021999120712280273,95,1670.8891942501068,13.766616106033325,16.673097133636475,34.91205037934009,-56.90645856904587,960000,16.950096607208252,28.167843540487368,2.640355110168457,93.06316961045815,-3.1180846e-06,0.25500035285949707
-0.01675415,100,19.440352977218314,0.02097797393798828,96,1687.6042835712433,13.633769989013672,16.43511414527893,33.855448704051085,-59.1217216031862,970000,16.701088428497314,26.075963618753676,2.5537517070770264,128.28378928857842,-2.9384505e-06,0.2449963092803955
-0.016650468,100,19.95202721500796,0.02902960777282715,97,1704.2352113723755,13.534872770309448,16.341931104660034,34.34211840096629,-41.14718424426523,980000,16.61792755126953,29.590768191554353,2.5698530673980713,91.21643948194493,-2.7635979e-06,0.24596762657165527
-0.014813822,100,20.08463397630187,0.027997970581054688,98,1720.8541402816772,13.56689977645874,16.32493257522583,33.91299455965107,-44.930570459006056,990000,16.604928731918335,24.90483265628333,2.505230188369751,100.94484032410364,-2.5968968e-06,0.25099778175354004
-0.01838713,100,22.496906312308738,0.028998374938964844,99,1737.6710677146912,13.667996644973755,16.52293062210083,38.50557077030548,-39.81873646506711,1000000,16.803927898406982,26.65199131978581,2.577117919921875,95.66849580800675,-2.4618469e-06,0.25099897384643555
-0.018405458,100,22.96718251766031,0.021001100540161133,100,1754.315996170044,13.609433889389038,16.362931966781616,39.61269161728677,-42.46567265873435,1010000,16.63192892074585,25.04156985042863,2.5041720867156982,99.45369984682492,-2.3780321e-06,0.24499893188476562
-0.016754175,100,19.201423021467612,0.027966022491455078,101,1771.0069251060486,13.71440315246582,16.39396357536316,34.11971098888241,-38.946289871352825,1020000,16.677929639816284,23.680478813616965,2.433321714401245,99.81814140461073,-2.3237526e-06,0.2560000419616699
-0.015154126,100,22.234209394431517,0.02299952507019043,102,1787.765852689743,13.702417135238647,16.47693181037903,38.44550700543516,-34.58996064050686,1030000,16.74492859840393,22.42288672246127,2.520442008972168,88.92374006238488,-2.1892524e-06,0.24499726295471191
-0.011624249,100,22.949469786210635,0.028959989547729492,103,1804.5507805347443,13.65101146697998,16.48396921157837,38.71405248742759,-20.139054428509894,1040000,16.77192759513855,22.575953584369458,2.5190272331237793,89.28126486427453,-2.062918e-06,0.25699782371520996
-0.01231857,100,20.226567973822362,0.03397369384765625,104,1821.4127080440521,13.734760999679565,16.556953191757202,34.645460367104526,-45.29838641317998,1050000,16.848926305770874,25.879989380045757,2.5483615398406982,88.12642853288774,-2.010282e-06,0.2579994201660156
-0.0067967665,100,22.78053615198192,0.020946264266967773,105,1838.163639307022,13.720171689987183,16.46898627281189,39.198045201490025,-50.503419944868654,1060000,16.737931489944458,25.167988507183704,2.487135648727417,84.72249203316723,-1.8859242e-06,0.24599885940551758
-0.01129345,100,24.09244949240355,0.019960403442382812,106,1854.8335704803467,13.713833808898926,16.38597345352173,41.943453863058764,-48.89996541739175,1070000,16.655930757522583,24.893051976486447,2.392159938812256,89.07830505893439,-1.825472e-06,0.24799656867980957
-0.006008912,100,22.355656256505355,0.025970458984375,107,1871.5765023231506,13.621861696243286,16.449963092803955,39.83070580060573,-22.641022029811353,1080000,16.729931116104126,26.627830808229156,2.5705583095550537,101.24344422353252,-1.7414558e-06,0.2539975643157959
-0.013990535,100,23.167541412384658,0.025971174240112305,108,1888.649433374405,13.884428024291992,16.77896022796631,39.112624161104584,-36.14864484258413,1090000,17.057931423187256,24.65496191992357,2.6056346893310547,94.1859035057654,-1.6837357e-06,0.2519998550415039
-0.012225447,100,25.95424454834263,0.020979881286621094,109,1905.3723635673523,13.695061922073364,16.439953565597534,43.84734014396883,-56.273065450592505,1100000,16.70993137359619,26.05808101686039,2.4870340824127197,103.45338202644322,-1.6010915e-06,0.24799776077270508
