Iteration	Time	TimestepsThisBatch	PoolSize	MaxEpReturn	LastEpReturn	Episodes	TimestepsSoFar
312	19366.446990966797	1000	314000	-14.555425443124365	-245.20819430146935	314	314000
313	19426.733610391617	1000	315000	-14.555425443124365	-154.24837720052065	315	315000
314	19487.053058624268	1000	316000	-14.555425443124365	-89.2445531179396	316	316000
315	19547.35707116127	1000	317000	-14.555425443124365	-136.58280888063362	317	317000
316	19607.726265907288	1000	318000	-14.555425443124365	-239.161083687643	318	318000
317	19668.036877155304	1000	319000	-14.555425443124365	-143.67941387462946	319	319000
318	19730.56503176689	1000	320000	-14.555425443124365	-132.91747485928457	320	320000
319	19790.91686153412	1000	321000	-14.555425443124365	-170.24504930420736	321	321000
320	19851.219289302826	1000	322000	-14.555425443124365	-157.19765526994246	322	322000
321	19911.53743481636	1000	323000	-14.555425443124365	-197.9966778074967	323	323000
322	19971.747728586197	1000	324000	-14.555425443124365	-106.96604876898537	324	324000
323	20032.07438158989	1000	325000	-14.555425443124365	-148.05408513744757	325	325000
324	20092.490116357803	1000	326000	-14.555425443124365	-131.20059323829418	326	326000
325	20152.748424053192	1000	327000	-14.555425443124365	-347.74435927303347	327	327000
326	20213.091818094254	1000	328000	-14.555425443124365	-200.46447089186677	328	328000
327	20273.47956252098	1000	329000	-14.555425443124365	-390.0013684971203	329	329000
328	20333.779056072235	1000	330000	-14.555425443124365	-59.83954913809717	330	330000
329	20394.045313358307	1000	331000	-14.555425443124365	-67.70206570554832	331	331000
330	20454.368070840836	1000	332000	-14.555425443124365	-228.6533439602873	332	332000
331	20514.692752599716	1000	333000	-14.555425443124365	-187.09979920909456	333	333000
332	20575.011872053146	1000	334000	-14.555425443124365	-302.9998202255665	334	334000
333	20635.350813627243	1000	335000	-14.555425443124365	-130.04015640937624	335	335000
334	20695.611911296844	1000	336000	-14.555425443124365	-62.3107558355049	336	336000
335	20755.86954307556	1000	337000	-14.555425443124365	-150.82201722965684	337	337000
336	20816.140228509903	1000	338000	-14.555425443124365	-166.40858928845964	338	338000
337	20876.40429520607	1000	339000	-14.555425443124365	-215.9070565219624	339	339000
338	20936.755685329437	1000	340000	-14.555425443124365	-268.803827830765	340	340000
339	20997.086454629898	1000	341000	-14.555425443124365	-244.0496178904924	341	341000
340	21057.303213834763	1000	342000	-14.555425443124365	-219.87547036977264	342	342000
341	21117.66334080696	1000	343000	-14.555425443124365	-105.67673830566495	343	343000
342	21177.99857854843	1000	344000	-14.555425443124365	-170.21438859102426	344	344000
343	21238.269458293915	1000	345000	-14.555425443124365	-56.89083605166515	345	345000
344	21298.550052404404	1000	346000	-14.555425443124365	-143.1625065336826	346	346000
345	21358.819512605667	1000	347000	-14.555425443124365	-238.60914625070947	347	347000
346	21419.041357517242	1000	348000	-14.555425443124365	-273.2338374792377	348	348000
347	21479.264600515366	1000	349000	-14.555425443124365	-217.12547006241587	349	349000
348	21539.55386042595	1000	350000	-14.555425443124365	-157.3633615208996	350	350000
349	21599.773663282394	1000	351000	-14.555425443124365	-265.082276759949	351	351000
350	21660.043555259705	1000	352000	-14.555425443124365	-270.5932389955228	352	352000
351	21720.337208032608	1000	353000	-14.555425443124365	-104.85663679380698	353	353000
352	21780.60899090767	1000	354000	-14.555425443124365	-149.07776458596402	354	354000
353	21840.86954140663	1000	355000	-14.555425443124365	-128.08579218576148	355	355000
354	21901.185735702515	1000	356000	-14.555425443124365	-169.32977210691632	356	356000
