train-PolicyExecTime,train-MaxReturn,train-StdReturn,train-AverageReturn,n_timesteps,Time-Sampling,ItrTime,Time-Optimization,Time,LossBefore,Itr,train-NumTrajs,train-MinReturn,LossAfter,Time-SampleProc,train-EnvExecTime,train-AverageDiscountedReturn
13.917091131210327,75.97309619442755,33.18140921424181,-22.023709874908253,330000,16.66044020652771,16.921404361724854,0.2389993667602539,561.5269255638123,-0.001966321,32,100,-91.45287091255635,-0.023197208,0.02196478843688965,2.484215021133423,-14.887893501177091
13.790158748626709,76.19617140227939,36.79355395458154,-13.375529859377433,340000,16.507994174957275,16.783963203430176,0.24699616432189941,578.3248903751373,-1.8310548e-08,33,100,-167.0345156457312,-0.016306652,0.028972864151000977,2.4616403579711914,-8.740769212606901
13.765366315841675,120.07662736809674,41.63818111297715,-19.408603970690773,350000,16.57387351989746,16.83784008026123,0.24000000953674316,595.1757302284241,-3.0517577e-09,34,100,-138.7031828462927,-0.035210237,0.023966550827026367,2.5284152030944824,-13.883833746032483
13.909173250198364,138.23736136666844,45.43169222949998,-11.71447224398329,360000,16.737964630126953,16.996962785720825,0.23799777030944824,612.1856923103333,1.2969971e-08,35,100,-140.93147838449218,-0.024419626,0.01998615264892578,2.5690882205963135,-8.785546797867784
14.00195050239563,73.87755186923539,35.49071067594877,-16.071777725071655,370000,16.771329402923584,17.039325952529907,0.23796844482421875,629.2380180358887,1.2207031e-08,36,100,-112.47829320918906,-0.02569878,0.030028104782104492,2.5097177028656006,-10.259647651197097
14.100722551345825,76.21527241031256,38.34003924640651,-22.663053282492406,380000,16.869943380355835,17.1379075050354,0.24399876594543457,646.3889238834381,-1.2207031e-08,37,100,-172.99215294494928,-0.013669,0.020969629287719727,2.489595890045166,-15.125147270191286
13.956055879592896,103.28215489108385,36.63821198900788,-6.043323976280369,390000,16.810139179229736,17.06813907623291,0.23599886894226074,663.4700610637665,1.373291e-08,38,100,-63.62474661536958,-0.034838866,0.022001028060913086,2.5436155796051025,-4.555295299638048
13.922967195510864,83.83403795767249,39.16279260264638,-13.167863143652182,400000,16.709906339645386,16.97887372970581,0.24600005149841309,680.4619331359863,2.670288e-09,39,100,-109.55937294046049,-0.026824787,0.021967172622680664,2.512540102005005,-9.377871379049205
13.804568529129028,118.79092144011733,36.15987816232976,-11.33725858823708,410000,16.558905124664307,16.82287859916687,0.240997314453125,697.2978115081787,1.8310548e-08,40,100,-95.24285955753489,-0.01926875,0.01999807357788086,2.5042264461517334,-7.632249788227255
13.66083288192749,98.99650360882308,39.1529938301835,-8.000439063823617,420000,16.479995727539062,16.746962785720825,0.24199724197387695,714.0577745437622,3.0517577e-09,41,100,-149.62380500579638,-0.01724425,0.02397012710571289,2.54801607131958,-6.2266441884460395
13.796453475952148,113.83707042900767,37.917269889145196,-10.331505972512874,430000,16.53396511077881,16.801963329315186,0.2370002269744873,730.8737380504608,-1.2207031e-08,42,100,-92.87192669280672,-0.024395946,0.029998779296875,2.4918487071990967,-8.737007390866006
14.038613557815552,125.8223851129583,39.26576447101148,-12.278044206032307,440000,16.782963514328003,17.05096125602722,0.24100041389465332,747.9376997947693,-6.1035155e-09,43,100,-135.29430257996773,-0.025781833,0.025995969772338867,2.4754273891448975,-8.071382877239593
13.807859897613525,64.1830264239663,38.12919024966735,-11.941542597636005,450000,16.599950790405273,16.87091898918152,0.2429966926574707,764.821617603302,8.392334e-09,44,100,-115.97784463407567,-0.028146405,0.026971101760864258,2.5369067192077637,-8.739274218423697
13.536195755004883,95.35236955788248,38.47793639732281,-12.08883302324448,460000,16.326969385147095,16.595966815948486,0.24299907684326172,781.4315841197968,-4.577637e-09,45,100,-111.2598744868962,-0.017311785,0.025998353958129883,2.517707586288452,-8.457132703505827
13.925934314727783,91.94465016793768,41.65378993078228,-16.164159885395286,470000,16.674954414367676,16.941917657852173,0.24599790573120117,798.3865003585815,-3.8146972e-10,46,100,-139.78182751587184,-0.016084122,0.0209653377532959,2.4839863777160645,-11.445408339881588
