Time-Optimization,train-StdReturn,Time-SampleProc,train-EnvExecTime,ItrTime,n_timesteps,Time,train-AverageDiscountedReturn,train-MaxReturn,LossAfter,LossBefore,train-MinReturn,Itr,train-AverageReturn,Time-Sampling,train-PolicyExecTime,train-NumTrajs
0.24999785423278809,64.18329587251921,0.008999824523925781,2.9067578315734863,17.458983659744263,10000,17.458983659744263,-99.35015595112269,-5.58541812086399,-1.8721559,0.024455767,-322.271694738258,0,-191.5174132734406,17.19898533821106,14.032307386398315,100
0.23299860954284668,36.21550557601783,0.007999897003173828,2.9361987113952637,17.245986223220825,20000,34.726969718933105,-38.986354255852014,19.028134146437846,-2.2533333,0.0007359375,-138.57957986005118,1,-67.24707071715221,17.004987716674805,13.803953409194946,100
0.22800135612487793,58.20496322722514,0.007997751235961914,2.845897912979126,17.221986532211304,30000,51.96195602416992,-33.34386898102555,46.967972564035875,-1.0742846,-0.0037845704,-166.33311816380302,2,-55.3603462599533,16.985987424850464,13.888243436813354,100
0.22699952125549316,36.87759444692124,0.007999897003173828,2.9778475761413574,17.57298731803894,40000,69.54794311523438,-50.64212040242079,13.805038027671255,-1.3420377,0.011726563,-184.19661738160164,3,-103.27117718723171,17.337987899780273,14.10246205329895,100
0.23599767684936523,12.786843523883164,0.006998777389526367,2.9697113037109375,17.584985733032227,50000,87.14692735671997,-58.80826210839359,-94.19506566663267,-1.3612338,0.0019118225,-148.3228327253913,4,-123.87651705956704,17.341989278793335,14.115177869796753,100
0.23100042343139648,11.915927391879919,0.007969141006469727,2.98032283782959,17.739986181259155,60000,104.90091490745544,-54.07687573090116,-78.36577182980672,-1.338266,-0.007452124,-148.2890770206667,5,-115.61234951055992,17.50101661682129,14.245744705200195,100
0.22995901107788086,25.096992010580866,0.008033275604248047,2.980745792388916,17.349985599517822,70000,122.2648994922638,-44.92220137672442,-29.52114717392928,-3.516307,-0.007159337,-148.8627607078663,6,-97.56858237957515,17.111993312835693,13.838456153869629,100
0.2349998950958252,15.599024625648758,0.0070035457611083984,3.0156054496765137,17.19998860359192,80000,139.4778871536255,-23.619761984067544,-27.32584839548106,-1.1126763,0.0063246824,-90.07191173168157,7,-54.73812746830545,16.95602059364319,13.665073156356812,100
0.23697280883789062,30.237979816861827,0.0069921016693115234,3.0207173824310303,17.4529869556427,90000,156.94387197494507,-27.568225887693995,18.163525386930253,-0.7413533,-0.013245451,-173.89589983957467,8,-62.711399970912865,17.209022045135498,13.897782802581787,100
0.23099946975708008,9.921758942837409,0.0069696903228759766,3.012143850326538,17.410985708236694,100000,174.36785769462585,-12.049094873446156,-5.893849039186524,-0.41981485,0.0028549195,-50.016056046682806,9,-39.610245081086575,17.171018838882446,13.878669023513794,100
0.23096728324890137,7.3424539199110095,0.006996631622314453,2.979001998901367,17.2779860496521,110000,191.65884375572205,-13.471604687341042,-23.59877685294467,-0.7124962,0.013158435,-53.332512904035134,10,-43.06613696778812,17.039018630981445,13.791696310043335,100
0.22896957397460938,7.199222812533155,0.008000612258911133,3.023303508758545,17.322989463806152,120000,208.99583339691162,-14.007245684227122,-22.95519925294917,-0.7831587,-0.017559428,-54.12447226091554,11,-44.236553320811765,17.086019277572632,13.831491470336914,100
0.22696852684020996,5.3727177206705665,0.006971836090087891,3.063486337661743,17.29499053955078,130000,226.34482169151306,-14.679648683309583,-25.036935780656155,-0.9109454,0.022447513,-52.97157943909856,12,-45.554504063970725,17.05901861190796,13.75127100944519,100
