Time-Optimization,Time-Sampling,train-NumTrajs,ItrTime,train-PolicyExecTime,train-MinReturn,train-StdReturn,train-EnvExecTime,train-AverageReturn,LossAfter,Itr,Time,train-AverageDiscountedReturn,train-MaxReturn,n_timesteps,Time-SampleProc,LossBefore
0.34499669075012207,16.065489768981934,100,16.512451648712158,13.340840578079224,-127.61301428928265,35.25535155806094,2.51465106010437,-41.4797734593959,-0.58065605,0,16.512451648712158,-25.683118713057734,24.52869437586362,10000,0.10196518898010254,-0.034063183
0.25299835205078125,16.78959083557129,100,17.07458758354187,13.881442070007324,-141.63150836412947,40.14337931951956,2.6515450477600098,-32.78334182768881,-0.34914532,1,33.60703945159912,-21.736761577788403,60.14019180595405,20000,0.03099822998046875,-4.420166e-05
0.2440483570098877,17.026220083236694,100,17.296266794204712,14.051671266555786,-179.53839936456757,41.193634758259144,2.7017669677734375,-60.67549241032143,-0.24026279,2,50.9173059463501,-38.5114917121799,18.22879927276412,30000,0.025998353958129883,-0.012325989
0.25699806213378906,16.904853343963623,100,17.186819553375244,14.126498460769653,-150.56990088124914,26.674259852833476,2.4983863830566406,-100.45270473932057,-0.16901167,3,68.11812615394592,-60.80423880784079,-25.590971532461122,40000,0.021960973739624023,-0.0007091553
0.2480003833770752,16.503532886505127,100,16.772496461868286,13.69120717048645,-140.1143737361236,39.007335398475924,2.567329168319702,-46.66056278507538,-0.066779174,4,84.90362286567688,-30.216158081518955,33.98605305357975,50000,0.020963191986083984,-0.01092102
0.24900102615356445,16.798373699188232,100,17.073373794555664,13.897993087768555,-141.43881713530956,40.64283422148153,2.5824949741363525,-47.98232354859937,-0.15745299,5,101.99099588394165,-31.312021547312906,53.00854438661616,60000,0.025999069213867188,0.018860083
0.2930002212524414,16.704813957214355,100,17.019814014434814,13.742793560028076,-116.10647344881671,32.84078056978303,2.689990520477295,-34.81482440202039,-0.37108925,6,119.0238094329834,-22.922872524925207,37.101792054066955,70000,0.020999670028686523,-0.022434229
0.2460017204284668,17.975383520126343,100,18.24538564682007,14.787750482559204,-112.1129259930713,39.72797590606555,2.8920936584472656,-25.15446186448155,-0.0382625,7,137.2841956615448,-16.679656042518342,78.98978184814959,80000,0.020998477935791016,0.02808457
0.246995210647583,17.100977182388306,100,17.371002197265625,14.134074926376343,-106.62253782342546,39.09169963859921,2.694920539855957,-23.05300337082104,-0.13509959,8,154.66919684410095,-16.311804512277657,66.6892010019985,90000,0.023029804229736328,-0.010782732
0.24899959564208984,16.747002840042114,100,17.02093815803528,13.76062560081482,-131.58774227763126,43.56175746874624,2.7161922454833984,-23.34672755177279,-0.120543875,9,171.70413446426392,-16.1999966008366,84.11800054906749,100000,0.02493572235107422,-0.004570288
0.2719995975494385,17.148526430130005,100,17.444522857666016,14.163203477859497,-105.1663356247122,41.47688100193999,2.7259340286254883,-17.987411886891394,-0.12992397,10,189.16265606880188,-12.548232312217523,69.54842207368283,110000,0.023996829986572266,-0.002640332
0.2709994316101074,17.617328643798828,100,17.91232919692993,14.501145601272583,-131.43472899042675,42.62057381842289,2.8259780406951904,-24.10687137039686,-0.12812856,11,207.08898615837097,-18.133674115862632,60.55896292908946,120000,0.024001121520996094,-0.04019641
0.34351539611816406,18.34783625602722,100,18.728352069854736,15.079782009124756,-118.92867702544595,43.43357072129781,2.9623830318450928,-6.074119825698063,-0.13783535,12,225.83133602142334,-6.159661104155872,123.63160792842773,130000,0.03500008583068848,0.005056421
0.2450275421142578,17.017885208129883,100,17.2939133644104,14.081373929977417,-88.88375869777302,42.27901215813704,2.658304214477539,-7.591902962368667,-0.20962593,13,243.141756772995,-6.539772250843472,93.2102232034782,140000,0.029001474380493164,-0.007036792
0.23299813270568848,16.094727754592896,100,16.35372567176819,13.322526693344116,-115.5867544055158,42.31789860774081,2.509263515472412,-17.245793492763244,-0.11277327,14,259.50848293304443,-11.467440224713108,84.5364259958003,150000,0.025999784469604492,0.040654078
0.23351025581359863,16.03323745727539,100,16.289652109146118,13.526198387145996,-95.44951355952487,38.61166311371436,2.2675437927246094,-11.562440174935093,-0.24796313,15,275.8562002182007,-8.740201081195869,92.04184902670205,160000,0.021967172622680664,-0.023802271
0.2389659881591797,16.0696120262146,100,16.33760929107666,13.538275718688965,-136.50429616130788,41.6112205495556,2.231112241744995,-30.648281727751186,-0.12330828,16,292.2068099975586,-21.03482808984744,49.316505470012366,170000,0.028031587600708008,-0.021048468
0.2389659881591797,16.275792360305786,100,16.542760610580444,13.49722409248352,-160.1534539289943,44.69514738615244,2.5274829864501953,-41.63015729751723,-0.20663132,17,308.7635712623596,-28.08310412646736,45.93291255157143,180000,0.02696847915649414,-0.011811237
0.2330014705657959,16.636497735977173,100,16.889467000961304,13.795320510864258,-168.3318466174453,50.21122630052807,2.597546100616455,-53.84082533875316,-1.0823888,18,325.66703724861145,-35.334424065618265,59.25749995160075,190000,0.01996779441833496,0.009082205
0.2350013256072998,16.491204738616943,100,16.749204397201538,13.681180953979492,-152.0860034824773,47.0610850749346,2.5500752925872803,-39.41102614570519,-1.5365708,19,342.4302406311035,-26.30531825723892,76.754242837802,200000,0.022998332977294922,0.0025152343
0.23800206184387207,16.576991081237793,100,16.836995363235474,13.795593738555908,-98.7750178549037,40.05470718246747,2.5054593086242676,-16.895094774497146,0.16423745,20,359.2802345752716,-11.708120784572172,124.35050010571676,210000,0.020999908447265625,0.035685375
