train-PolicyExecTime,Itr,LossAfter,Time-Optimization,train-StdReturn,train-MinReturn,Time-SampleProc,Time,train-MaxReturn,n_timesteps,train-AverageDiscountedReturn,Time-Sampling,LossBefore,ItrTime,train-AverageReturn,train-EnvExecTime,train-NumTrajs
14.994686841964722,0,0.04021699,0.36099815368652344,5.890594897716662,-10.605497017229908,0.04599928855895996,18.389877319335938,17.59775074964159,10000,0.6003504413306644,17.980868101119995,-4.9591065e-09,18.389877319335938,1.3852840250681038,2.6858303546905518,100
14.183587551116943,1,0.016322419,0.23896574974060059,4.6333737473304115,-8.939412913161757,0.02499985694885254,35.62079095840454,15.059233578174172,20000,-0.1073715944637568,16.94994878768921,9.155274e-09,17.21591067314148,0.38179129383397187,2.4692001342773438,100
13.769099950790405,2,-0.003021527,0.23699712753295898,5.730261682831882,-10.841593394620652,0.018999099731445312,52.335708141326904,18.066260322304114,30000,0.7850315682105511,16.4449200630188,-0.002560791,16.70191740989685,1.8823852759714166,2.4206063747406006,100
13.383568048477173,3,-0.005681781,0.24199962615966797,6.84292401806043,-8.250843551419962,0.023967742919921875,68.6766266822815,25.698323781498846,40000,4.306416989919666,16.0599524974823,3.0517577e-09,16.326918125152588,7.591111522952576,2.4349825382232666,100
13.780217409133911,4,-0.006818549,0.2390000820159912,7.371498330081061,-2.8181868550827414,0.01796579360961914,85.3895435333252,28.713183087643596,50000,7.657395342938321,16.441969871520996,-0.0034491334,16.699917316436768,12.937788246233001,2.3894336223602295,100
13.763455867767334,5,-0.00488378,0.23398637771606445,6.864789686077595,2.087572461996472,0.01900005340576172,102.14633274078369,29.808025195522386,60000,10.782883999690009,16.48879313468933,-4.9591065e-09,16.744789123535156,17.33834330779523,2.423152208328247,100
13.789659261703491,6,-0.005559674,0.24199724197387695,6.292682208621381,-3.608546088231803,0.015971899032592773,118.91725063323975,31.12286168005713,70000,14.465878171198117,16.499947786331177,6.1035155e-09,16.757916927337646,22.082607662820454,2.4589014053344727,100
13.82106900215149,7,-0.0053060423,0.2359943389892578,3.8869688817777797,10.5680913189436,0.016971349716186523,135.72916507720947,31.774531583249406,80000,17.588738473823796,16.54494833946228,-0.001841037,16.798914909362793,25.331778452233287,2.474843978881836,100
13.875402450561523,8,-0.0030776625,0.23999619483947754,3.0643916147268193,14.874197272743393,0.017999887466430664,152.63608050346375,31.321773491585233,90000,18.55908083012101,16.632916688919067,1.4305115e-09,16.893913984298706,26.38259656821086,2.5274760723114014,100
13.45400094985962,9,-0.003031424,0.23600029945373535,1.8988878230033257,21.64915456325024,0.022999048233032227,169.15200018882751,30.682420867061172,100000,20.167245402365403,16.243919610977173,-6.1035155e-09,16.50291895866394,27.298606611166303,2.563744306564331,100
13.958008050918579,10,-0.002188807,0.23299837112426758,1.840676997580133,19.08833053806144,0.015964031219482422,186.11191296577454,30.67487024858626,110000,20.34445045162689,16.696951866149902,-1.5258789e-09,16.946914196014404,27.39011274662984,2.478753089904785,100
13.742035627365112,11,-0.0039042335,0.24399924278259277,1.7886850401263046,21.777834907259248,0.01599907875061035,202.864830493927,31.481869080667263,120000,20.774335184059805,16.479918718338013,-0.00097338104,16.740917682647705,27.618601460092112,2.4726316928863525,100
13.889533042907715,12,-0.0005120308,0.2389993667602539,1.8536275054477311,21.11142979838971,0.019999027252197266,219.80874681472778,31.137123937911575,130000,20.954954595181952,16.669917106628418,-3.8146974e-09,16.93091654777527,27.698291561675056,2.5204482078552246,100
13.210809230804443,13,-0.0015769417,0.2369987964630127,1.5973730030667421,23.61247139766209,0.018967866897583008,235.97366428375244,31.103922433197983,140000,21.348944899702474,15.895951747894287,1.5258789e-09,16.152919054031372,27.833295602337035,2.4319169521331787,100
13.595746278762817,14,-0.001669518,0.23799800872802734,1.7404728886890761,21.970903344738698,0.020966768264770508,252.62658071517944,31.643230557188872,150000,21.580562626229277,16.37995171546936,-6.1035155e-09,16.639917135238647,28.09514175719003,2.532114028930664,100
13.861437797546387,15,-0.0008765861,0.2369997501373291,1.4333990208834284,23.11483822340775,0.01599740982055664,269.58849930763245,31.038769451965734,160000,21.428596692348773,16.695920944213867,3.7193297e-09,16.949918746948242,27.893879339763533,2.575502872467041,100
13.465876579284668,16,-0.0027682786,0.23599934577941895,1.441949858992558,24.254497561221946,0.023999929428100586,286.2234196662903,32.20834780133819,170000,21.597166394647143,16.36192035675049,-0.001746357,16.621919631958008,27.89840204905394,2.5738718509674072,100
13.673111915588379,17,-0.000389093,0.24899697303771973,1.5877470441066666,24.44306157269508,0.024001598358154297,303.0783381462097,32.9266681671736,180000,21.68293825076924,16.568917274475098,-6.1035155e-09,16.84191584587097,28.01912423541648,2.6406362056732178,100
13.419681787490845,18,-0.0019894105,0.24499869346618652,1.7155025518916807,22.92887175629503,0.023996829986572266,319.7282588481903,33.27374550853136,190000,21.90606900967032,16.364924669265747,3.0517577e-09,16.633920192718506,28.225123052227644,2.686173677444458,100
