train-PolicyExecTime,train-MaxReturn,Time-Optimization,Time-Sampling,train-NumTrajs,ItrTime,Time,train-EnvExecTime,Time-SampleProc,train-MinReturn,LossAfter,train-StdReturn,Itr,n_timesteps,train-AverageReturn,LossBefore,train-AverageDiscountedReturn
14.184726238250732,43.71571932426007,0.22751331329345703,17.163755416870117,100,17.39923644065857,905.9433617591858,2.7045035362243652,0.007967710494995117,-123.18881819361312,-0.0719833,30.75124899920382,53,540000,8.065741842297026,4.4610595e-05,-1.0988761318872264
13.801774740219116,48.80950725540899,0.2665996551513672,16.677292346954346,100,16.95389175415039,922.9102532863617,2.6137516498565674,0.008998632431030273,-82.63384571272505,-0.08190144,24.534069023535988,54,550000,13.553413121270776,-0.023019165,3.4256140707741864
14.54681134223938,42.820044769518866,0.22268414497375488,17.489238262176514,100,17.719913482666016,940.6440823078156,2.6826119422912598,0.007025003433227539,-113.94716770262275,-0.015851123,27.42868783773182,55,560000,7.210099686193081,0.03285071,-0.9901178858628655
13.904704332351685,48.22195258688334,0.2299971580505371,16.804908275604248,100,17.04390573501587,957.7009871006012,2.626678943634033,0.008000612258911133,-84.65425273395634,-0.06973762,28.356065842659884,56,570000,4.962186849331216,0.0014468017,-1.4156190604256027
13.70387053489685,48.1802064058368,0.216965913772583,16.511457681655884,100,16.736425638198853,974.4504144191742,2.540163278579712,0.008002042770385742,-94.529423164181,-0.5915064,28.209033986401554,57,580000,4.065314977430351,-0.0061763674,-1.8613420702708168
13.52242660522461,42.292490315692355,0.2299940586090088,16.372185468673706,100,16.609171390533447,991.072585105896,2.5901060104370117,0.006991863250732422,-96.15674240093861,-3.4606984,26.849802499626485,58,590000,-3.964012247106836,0.0017553222,-6.68344448095266
13.193355798721313,56.404703497247695,0.2345139980316162,16.00564694404602,100,16.2471604347229,1007.3337461948395,2.579866409301758,0.006999492645263672,-185.94907647469338,-1.1613983,41.41398961690217,59,600000,-35.84132692129555,-0.013456567,-24.665686685268724
13.382823944091797,39.75090664246908,0.23697113990783691,16.210813999176025,100,16.45581316947937,1023.8025584220886,2.5309979915618896,0.008028030395507812,-144.31137099373424,-2.479213,41.423246165060874,60,610000,-24.402487370766266,0.008242139,-18.047067078027048
13.977091312408447,59.326907885270074,0.2389695644378662,16.860968589782715,100,17.10796809196472,1040.9245262145996,2.612133264541626,0.008029937744140625,-169.58737307504936,-19.414951,43.320676325192956,61,620000,-42.913456037811464,-0.019352619,-28.7855679868388
14.155242681503296,-0.5709220543029403,0.23100042343139648,17.150599718093872,100,17.38960909843445,1058.3271322250366,2.7523610591888428,0.006999492645263672,-210.34028911470847,-16.78242,35.81243873113729,62,630000,-59.34031143554022,0.008942244,-37.912973615854554
