Time-Sampling,ItrTime,train-PolicyExecTime,train-AverageReturn,train-MaxReturn,Itr,train-AverageDiscountedReturn,train-NumTrajs,train-StdReturn,Time-Optimization,LossBefore,train-EnvExecTime,LossAfter,Time,Time-SampleProc,n_timesteps,train-MinReturn
16.734105587005615,17.144071340560913,14.147086381912231,1.581935162173502,19.546982327587607,0,0.6280090407422737,100,6.247954088565186,0.3329951763153076,2.2888185e-09,2.3517847061157227,-0.18854013,17.144071340560913,0.07697057723999023,10000,-10.209680028660863
17.356914281845093,17.628912448883057,14.317455768585205,26.77804970040099,30.488059111826537,1,19.807506069352026,100,1.4663073624779823,0.24799895286560059,1.5258789e-09,2.754676342010498,-0.33202103,34.7929847240448,0.02399921417236328,20000,19.17055204026329
17.542914867401123,17.801912307739258,14.377145051956177,26.969896388652078,30.313069118566595,2,21.846076167821955,100,2.5865775537066638,0.23299765586853027,0.020206828,2.8669204711914062,-0.031795207,52.60789704322815,0.025000333786010742,30000,15.109363299085697
16.367952823638916,16.639919757843018,13.571527481079102,18.29104151595073,31.747493354611045,3,14.386239522974144,100,8.495498024708471,0.25099754333496094,-1.2207031e-08,2.5571584701538086,0.0029838257,69.26081538200378,0.01996898651123047,40000,-0.4078120533119588
16.543946743011475,16.80591583251953,13.813305139541626,17.714461443921103,31.840519724798504,4,13.823881640914863,100,9.170117702515999,0.23499464988708496,-9.155274e-09,2.477238178253174,-0.09591903,86.07973003387451,0.024968624114990234,50000,-2.231521674323985
16.52391815185547,16.785916566848755,13.675345420837402,27.469601926789377,31.607722221672407,5,22.15559038587298,100,2.5120743667685654,0.2369990348815918,0.00062487944,2.548908233642578,-0.01646888,102.8776466846466,0.023999691009521484,60000,18.045270676709
16.28079319000244,16.52979016304016,13.465750694274902,27.33486330704006,31.264309570302263,6,22.083113090080296,100,1.6736401403537373,0.2299966812133789,-1.2207031e-08,2.540477752685547,-0.033347964,119.41943621635437,0.01900029182434082,70000,20.366835042011456
16.43091869354248,16.68691635131836,13.625661849975586,25.443234988288737,32.88303836751431,7,18.592196844194085,100,4.333342265817476,0.23199987411499023,0.00219711,2.5711357593536377,-0.07259092,136.1193540096283,0.022997617721557617,80000,0.5287048654351758
16.37691903114319,16.64191770553589,13.584521055221558,27.673518634930574,32.43121232305882,8,22.372785555362967,100,1.1873839810245483,0.2389998435974121,-1.525879e-08,2.5335590839385986,-0.1625719,152.77427077293396,0.024997949600219727,90000,24.837268876325865
16.36795425415039,16.614916801452637,13.547029972076416,27.67353192554159,30.380717815122868,9,22.602347262123516,100,1.1463793397337465,0.22899556159973145,2.269745e-08,2.578545093536377,-0.0063316436,169.4021863937378,0.015964031219482422,100000,25.33746220889019
16.5919508934021,16.849916219711304,13.729378461837769,27.21786408093531,29.390420854970472,10,22.338042223247438,100,0.9977530493109061,0.23799657821655273,3.2806398e-08,2.587010145187378,-0.010343698,186.26510334014893,0.019968748092651367,110000,24.84780843453904
16.440918684005737,16.700916290283203,13.682899951934814,27.14308656577048,28.858898365259027,11,22.05545905848202,100,0.8649059731081199,0.23299789428710938,2.861023e-09,2.518695116043091,-0.012231028,202.97901964187622,0.026028156280517578,120000,25.01186588093686
16.554917812347412,16.809916734695435,13.679262399673462,27.210981892296594,28.915288125733046,12,22.202530294368373,100,0.8538337852205119,0.22999835014343262,3.0517577e-09,2.626227378845215,-0.012755324,219.800936460495,0.024001121520996094,130000,25.393480014044393
16.457918643951416,16.71191716194153,13.62314224243164,27.09984110760255,29.450012246957655,13,22.1747531191486,100,0.8786297161174066,0.23099637031555176,-1.449585e-08,2.581171989440918,-0.1945268,236.52585315704346,0.023002147674560547,140000,25.190458382412984
16.241948127746582,16.502914428710938,13.449886560440063,27.1436249399037,31.126297751008813,14,22.103469385997577,100,1.3789636707099469,0.23599958419799805,2.861023e-09,2.547677516937256,0.009242246,253.04176926612854,0.024966716766357422,150000,23.983035754657266
16.569965839385986,16.826915979385376,13.768625259399414,26.305465454069672,30.73823419722162,15,20.886768481065797,100,2.3247561420468803,0.23599815368652344,3.0517577e-09,2.5613458156585693,-0.002817975,269.8816843032837,0.01995229721069336,160000,19.53192285409709
16.453959465026855,16.7099187374115,13.595476150512695,26.25588147917507,31.367343499758203,16,20.90644831656092,100,2.4991093847839942,0.23199868202209473,-0.0014935086,2.526721477508545,-0.015189876,286.60460329055786,0.023960590362548828,170000,19.06183194362848
16.585920095443726,16.85391855239868,13.679609775543213,26.91056706388107,31.48140484254426,17,21.71723843190927,100,1.7341757904180373,0.24299836158752441,3.0517577e-09,2.6522624492645264,-0.029173432,303.47152185440063,0.02500009536743164,180000,23.08239386048877
17.052950143814087,17.318915843963623,14.116640567779541,27.35950423432179,30.500829321928162,18,22.32050683527175,100,1.2928057578675631,0.2409982681274414,-1.1634826e-08,2.6622397899627686,-0.0389811,320.80343866348267,0.023966073989868164,190000,23.569237692597934
16.631922483444214,16.89292049407959,13.64163064956665,27.010396319050642,29.239696452058944,19,21.608015356394894,100,1.1563768471643787,0.2369992733001709,1.6021728e-08,2.7172017097473145,-0.060409162,337.70935916900635,0.023998737335205078,200000,24.558621586357905
16.892919540405273,17.14191961288452,13.826309204101562,26.861465538313986,29.615825621388623,20,20.818692282157258,100,1.3504467763919048,0.23200035095214844,1.525879e-08,2.7969777584075928,-0.022907838,354.8642773628235,0.01699972152709961,210000,23.55240444494684
