Time-Optimization,train-MaxReturn,Time-Sampling,n_timesteps,LossAfter,Time,train-NumTrajs,train-PolicyExecTime,train-AverageReturn,train-EnvExecTime,train-AverageDiscountedReturn,LossBefore,Itr,Time-SampleProc,ItrTime,train-MinReturn,train-StdReturn
0.28499627113342285,22.04248374060987,15.903923988342285,10000,0.0022437535,16.22592067718506,100,13.318381071090698,1.8539361446988374,2.337754487991333,0.7971010204681102,-1.4184808e-05,0,0.031000852584838867,16.22592067718506,-12.402385017666132,6.4244949908215725
0.2709999084472656,16.60951786929261,16.51595425605774,20000,0.026075158,33.049840211868286,100,13.80467176437378,1.3149102912822679,2.4660065174102783,0.2668352051519695,-1.4220903e-05,1,0.021997451782226562,16.809920072555542,-7.617246409333658,5.354142742577355
0.24599766731262207,25.294820371246264,16.64992117881775,30000,0.00027124857,49.9767587184906,100,13.859954595565796,4.117808708475807,2.518298864364624,1.9197162436334898,-1.4246233e-05,2,0.017000198364257812,16.91291904449463,-10.100556506114447,7.2955033886270915
0.25299763679504395,29.35706552527986,16.733951568603516,40000,-0.0037837243,66.99667716026306,100,13.974117040634155,10.946918220741324,2.4938063621520996,6.144199679497961,-1.424033e-05,3,0.017995595932006836,17.006917715072632,-5.4755930288489,7.682681421474061
0.2629966735839844,31.375628791002747,16.4729220867157,50000,-0.005748059,83.7695963382721,100,13.693254947662354,15.890787483087347,2.5007975101470947,9.812126487788284,-1.4195323e-05,4,0.021967649459838867,16.7599196434021,-3.6201009242257736,7.7675541747693435
0.2909975051879883,30.2312332369082,16.93091917037964,60000,-0.008173831,101.0265142917633,100,14.089426517486572,22.24352778485664,2.540968179702759,14.259519488540402,-1.4137761e-05,5,0.022001028060913086,17.24391770362854,-1.462909296751333,6.297583642886433
0.2669987678527832,31.99117427120682,17.080919981002808,70000,-0.0075717093,118.41443037986755,100,14.16706371307373,25.325616544949295,2.6388044357299805,17.439678873686894,-1.4080059e-05,6,0.02599811553955078,17.37491464614868,7.710116195562639,4.541615379580962
0.2709970474243164,30.98690121041607,17.418917417526245,80000,-0.0046823574,136.13634634017944,100,14.403390884399414,26.429810268999777,2.7278947830200195,18.850501219159646,-1.3989868e-05,7,0.018001317977905273,17.707915782928467,11.003893892701115,3.216508201937858
0.26199865341186523,31.4180296294544,17.96394443511963,90000,-0.004282135,154.4022581577301,100,14.792405605316162,27.369494710526702,2.911569833755493,19.936296837118782,-1.3903653e-05,8,0.02400040626525879,18.251912593841553,20.2829597958,2.1883126993760134
0.2649972438812256,30.427968293959474,17.384915828704834,100000,-0.0028423439,172.09817218780518,100,14.365689754486084,27.33943134898262,2.7479488849639893,20.366051610202167,-1.3821454e-05,9,0.026000499725341797,17.67691469192505,22.11734849893406,1.6277225916428166
0.25299739837646484,30.851962633691123,16.97991943359375,110000,-0.0029240663,189.36208987236023,100,14.065524339675903,27.614143376052297,2.630814552307129,20.98818018973204,-1.3712357e-05,10,0.018000125885009766,17.250916957855225,22.098340389013924,1.5164270926302708
0.25496721267700195,31.847442731653903,16.63092017173767,120000,-0.0048803743,206.28200912475586,100,13.798317670822144,27.579563378472677,2.5678677558898926,21.068255964398485,-1.3633151e-05,11,0.020003318786621094,16.906919717788696,20.849722235776095,1.9092812321256318
