train-PolicyExecTime,LossAfter,train-AverageReturn,train-StdReturn,n_timesteps,Time-Sampling,train-MinReturn,LossBefore,Itr,train-MaxReturn,Time-SampleProc,Time,ItrTime,train-EnvExecTime,Time-Optimization,train-AverageDiscountedReturn,train-NumTrajs
13.011701107025146,0.016154071,1.5557580000223021,4.082917653168381,10000,15.571936845779419,-6.414088667704561,1.2207031e-08,0,11.266884930548242,0.05096268653869629,15.947837352752686,15.947837352752686,2.3391807079315186,0.3229985237121582,1.3484044752708955,100
13.620234727859497,0.015753772,0.6865308703724412,5.279738701218424,20000,16.23997688293457,-12.93258238254842,0.028786402,1,15.106982997126769,0.02000904083251953,32.51485276222229,16.50998282432556,2.3627562522888184,0.24999690055847168,0.5681952197808948,100
13.010671377182007,-0.004444284,0.7242308939270069,3.7145296212389387,30000,15.687007904052734,-9.500416276261578,-3.0517577e-09,2,11.685559381903971,0.0169680118560791,48.474831104278564,15.946977853775024,2.442139148712158,0.24300193786621094,0.4064840090881722,100
14.00953483581543,-0.0046332823,1.959670962977824,4.994508993299161,40000,16.745580434799194,-7.258586875218932,6.1035155e-09,3,17.91842498969321,0.018973112106323242,65.49238276481628,17.004552602767944,2.476710081100464,0.23999905586242676,1.1920997607047747,100
13.426919937133789,-0.0070093805,4.650942041914725,7.673727653932771,50000,16.163155555725098,-9.811705429444876,-4.577637e-09,4,25.290488405317564,0.023962736129760742,81.92950248718262,16.424118041992188,2.4836342334747314,0.23600053787231445,3.2685134328915186,100
13.826205730438232,-0.008217485,13.383974550688185,8.315748851428982,60000,16.539226055145264,-6.667453286907201,2.5749207e-09,5,27.794930709403783,0.029991626739501953,98.7567253112793,16.814223527908325,2.410998821258545,0.2429981231689453,8.2441831981101,100
13.387839794158936,-0.00563568,21.879489842411108,5.9421789845796535,70000,16.08898401260376,-2.1360770814568206,-6.1035155e-09,6,29.96378782638621,0.022995710372924805,115.17470622062683,16.40498113632202,2.4437127113342285,0.2930014133453369,14.361036557834948,100
14.099061965942383,-0.0050962525,24.821684374048477,4.299841457375605,80000,16.86497735977173,10.222532984341385,6.1035155e-09,7,31.578706255192564,0.017997026443481445,132.3406789302826,17.13197159767151,2.508199691772461,0.2480006217956543,17.085450090818348,100
13.590681314468384,-0.004369996,25.549510843225743,3.050556816258203,90000,16.261008977890015,14.45935004855682,3.0517577e-09,8,31.139059787349595,0.016965150833129883,148.87665510177612,16.522976398468018,2.42417311668396,0.24500226974487305,17.673235556867883,100
13.486153841018677,-0.0035459655,26.576360443429948,2.5892537162635807,100000,16.30879545211792,18.075544223409658,-3.0517577e-09,9,32.97135310995485,0.022989273071289062,165.47543811798096,16.585784196853638,2.5608010292053223,0.25299978256225586,18.925478391041903,100
13.223707675933838,-0.0030757813,27.173021305947078,2.4330928010125428,110000,16.01297688484192,17.620015251402695,-9.155274e-09,10,31.221209408129074,0.016999244689941406,181.75641703605652,16.26797914505005,2.541600465774536,0.23700213432312012,20.291399535758643,100
13.984280109405518,-0.0033267883,26.862954680173203,2.730370436558746,120000,16.703652143478394,15.271613561021278,-3.0517577e-09,11,32.83937730032464,0.016001224517822266,198.7280662059784,16.957651615142822,2.4701175689697266,0.23599934577941895,20.015843810666553,100
13.687159538269043,-0.002719165,27.986662131066492,1.7447785386500818,130000,16.442600965499878,22.830591401334452,1.2207031e-08,12,32.63283518694927,0.022996902465820312,215.45766353607178,16.71659803390503,2.4930806159973145,0.25100016593933105,20.9598742610517,100
14.067173719406128,-0.0025892868,27.76266742986405,1.9772094497952613,140000,16.842371702194214,19.570629400345602,4.577637e-09,13,30.83675419801785,0.016000986099243164,232.5640344619751,17.093371152877808,2.5145740509033203,0.23499846458435059,21.081032983818105,100
