n_timesteps,train-EnvExecTime,train-NumTrajs,Time-SampleProc,train-PolicyExecTime,Itr,Time-Sampling,Time,train-StdReturn,LossBefore,train-MaxReturn,train-MinReturn,ItrTime,train-AverageDiscountedReturn,LossAfter,Time-Optimization,train-AverageReturn
350000,2.526901960372925,100,0.022008419036865234,13.364397048950195,34,16.14646053314209,578.8372972011566,29.102394087139473,-1.0459916e-05,65.52578865778058,-85.29165693189972,16.41742730140686,-0.5827158580917512,-0.014298484,0.24696826934814453,-1.4099032820689847
360000,2.3761367797851562,100,0.029999494552612305,13.614928722381592,35,16.234335899353027,595.3586311340332,24.155203331680877,-1.0406854e-05,52.04040851459768,-64.05235716031387,16.507333755493164,-0.2754294625179603,-0.014099856,0.24199843406677246,-0.7116004237260717
370000,2.5439250469207764,100,0.03099846839904785,13.387231349945068,36,16.169066429138184,611.8216965198517,24.812218283245343,-1.0324623e-05,65.23981592409888,-57.602296797027314,16.450065851211548,1.3784191672215231,-0.017147794,0.2500009536743164,1.8456236024800885
380000,2.522066831588745,100,0.020961999893188477,13.694515943527222,37,16.466026306152344,628.5676860809326,24.57186866822181,-1.02399945e-05,57.21953503258404,-56.92023347839334,16.732988834381104,0.7774839097761364,-0.016336445,0.24499869346618652,1.9934808857012283
390000,2.450427532196045,100,0.029962539672851562,13.533917903900146,38,16.2880277633667,645.1436760425568,24.52297670021128,-1.0131969e-05,61.697277309451366,-58.60879727427921,16.562990427017212,2.056592149094206,-0.016435122,0.24399924278259277,1.608881844215305
400000,2.4358971118927,100,0.02496647834777832,13.681959390640259,39,16.371022939682007,661.8026661872864,24.23311661243112,-1.0003573e-05,61.42749595467959,-68.32179681195987,16.645990133285522,3.3125084400966545,-0.016298328,0.24900078773498535,4.421806372009394
410000,2.450404405593872,100,0.021968603134155273,13.458752632141113,40,16.169304132461548,678.2619371414185,25.921962755239793,-9.885222e-06,55.11418818491874,-85.81675912032415,16.445271253585815,2.0864836777787934,-0.017140687,0.2519965171813965,3.5250567024879134
420000,2.4634132385253906,100,0.023000240325927734,13.524054527282715,41,16.233992338180542,694.7869277000427,27.880586466788667,-9.7034035e-06,73.98856441034748,-77.39730762958355,16.510990619659424,0.5791888799185755,-0.014592815,0.2539980411529541,0.7956379604615768
430000,2.4267208576202393,100,0.029998302459716797,13.629869222640991,42,16.31032109260559,711.382214307785,24.941235658980066,-9.527491e-06,61.31286741717837,-61.84560927394611,16.581286430358887,4.146464982405329,-0.016577613,0.23999857902526855,6.462605169141913
440000,2.5248804092407227,100,0.02999567985534668,13.43140459060669,43,16.20856499671936,727.8877420425415,22.306962104344134,-9.3898925e-06,61.09684428246951,-49.29819551476512,16.492527961730957,5.1767942645088985,-0.01530388,0.2519996166229248,8.85472576981635
450000,2.542581081390381,100,0.0299990177154541,13.629377365112305,44,16.418991088867188,744.6117327213287,27.254789813260153,-9.233661e-06,78.79825449413079,-61.979088692319166,16.70999050140381,5.0015677660238245,-0.012952719,0.261000394821167,7.764260904409793
460000,2.4629721641540527,100,0.02899909019470215,13.552441120147705,45,16.282394647598267,761.1771240234375,22.79819210671408,-9.108765e-06,76.71358373138128,-53.977565666450644,16.55239176750183,7.208401029803161,-0.016201582,0.2409980297088623,12.08090988016842
470000,2.5233583450317383,100,0.02900075912475586,13.440743446350098,46,16.194989681243896,777.6561138629913,27.739087024598643,-8.969379e-06,94.93386547800792,-70.55736004747146,16.464987993240356,6.860497378315268,-0.01889305,0.2389984130859375,11.143965075824788
480000,2.5337703227996826,100,0.024999141693115234,13.731725215911865,47,16.51360297203064,794.4537181854248,24.990823637665756,-8.798864e-06,72.03196571423538,-61.46352122731583,16.783601760864258,10.342709788922209,-0.016819457,0.24399518966674805,17.421591292634712
490000,2.4838011264801025,100,0.021035194396972656,13.48741102218628,48,16.208991289138794,810.952707529068,22.226059454979477,-8.664071e-06,77.34995211793952,-43.73535951791846,16.485990047454834,9.49566581277292,-0.017496396,0.25499820709228516,15.345567960384033
500000,2.449910879135132,100,0.030982017517089844,13.394799947738647,49,16.13700842857361,827.393697977066,27.546599159967766,-8.494973e-06,71.48197105560186,-73.41255100317251,16.427990674972534,8.862773606908139,-0.015689943,0.2589998245239258,14.928724742607674
510000,2.5408883094787598,100,0.030998945236206055,13.648239850997925,50,16.42399287223816,844.1196875572205,24.912180374039337,-8.362874e-06,100.52325957106345,-47.1001403215728,16.712990522384644,12.95358968912619,-0.0151589485,0.25699830055236816,21.557401430349056
520000,2.478877544403076,100,0.028002262115478516,13.58516263961792,51,16.30599069595337,860.7156777381897,25.499292708973215,-8.240263e-06,80.74547068852928,-47.45389622226998,16.58099055290222,11.425882579821764,-0.012364091,0.24699759483337402,18.215561058890145
530000,2.5192935466766357,100,0.022000551223754883,13.585286140441895,52,16.333991289138794,877.3396677970886,25.38194182921319,-8.060324e-06,76.03649876648748,-66.3778721761792,16.610989809036255,12.358341844565324,-0.016451003,0.25499796867370605,19.365614418353513
540000,2.5397825241088867,100,0.02196812629699707,13.629559755325317,53,16.414991855621338,894.0376584529877,23.229184147342544,-7.889425e-06,74.98247187859215,-27.00641971829783,16.684990644454956,13.361632635496239,-0.01541207,0.24699997901916504,22.620925642740918
