n_timesteps,train-EnvExecTime,train-NumTrajs,Time-SampleProc,train-PolicyExecTime,Itr,Time-Sampling,Time,train-StdReturn,LossBefore,train-MaxReturn,train-MinReturn,ItrTime,train-AverageDiscountedReturn,LossAfter,Time-Optimization,train-AverageReturn
1060000,2.5276920795440674,100,0.02303004264831543,13.605328559875488,105,16.402992725372314,1758.872106552124,29.003935901042823,1.4295101e-07,148.2058729876333,-3.1879189915682105,16.67599320411682,40.86377503083737,-0.014061112,0.24896836280822754,70.07275450964687
1070000,2.56490421295166,100,0.03099822998046875,13.287105560302734,106,16.09299373626709,1775.2580978870392,30.817089258452047,3.7210583e-07,149.7688742859671,-2.8578735023727226,16.372992277145386,44.36740371047254,-0.012551775,0.24799823760986328,75.48419422643549
1080000,2.5595862865448,100,0.024996519088745117,13.378385543823242,107,16.190993547439575,1791.7330899238586,27.482409078698428,5.3615446e-07,135.68541866086983,7.843070058279205,16.46199083328247,44.98646355480114,-0.006841187,0.2460007667541504,76.65167297016058
1090000,2.5156421661376953,100,0.025027990341186523,13.614546775817871,108,16.39399528503418,1808.4080815315247,30.49639047455453,7.47118e-07,167.57908596800218,-6.989206710932262,16.661991119384766,46.80264991390656,-0.011741998,0.2409989833831787,80.86096592886696
1100000,2.490828514099121,100,0.026996135711669922,13.613697052001953,109,16.352017641067505,1825.0430753231049,27.98571550801908,9.618974e-07,156.61602490273464,13.398592840336212,16.620992422103882,48.09188569876336,-0.012442876,0.24000215530395508,80.67575039171115
1110000,2.4483866691589355,100,0.02199578285217285,13.630152463912964,110,16.317993640899658,1841.6370651721954,29.135498993199025,1.1577237e-06,153.25010368535132,11.462401625979426,16.58099126815796,51.44686770053325,-0.011864892,0.24100184440612793,89.22014726740085
1120000,2.5209739208221436,100,0.027996301651000977,13.337114572525024,111,16.11799383163452,1858.047057390213,28.26922684555475,1.3886296e-06,161.02458381981495,22.775000855548367,16.396992921829224,50.131101050191056,-0.015111219,0.2500011920928955,85.74009825388495
1130000,2.5042319297790527,100,0.028969287872314453,13.57072138786316,112,16.339022636413574,1874.6740486621857,32.52379808481017,1.583383e-06,151.924582993027,-1.4585454888454858,16.612991333007812,49.80910168466001,-0.01422559,0.24499940872192383,85.35450111390583
1140000,2.4470717906951904,100,0.030002832412719727,13.554185390472412,113,16.262993812561035,1891.22004032135,29.767618460839167,1.7902601e-06,142.03874000520315,-13.141994495404036,16.53199315071106,45.39456310257834,-0.015254332,0.23796820640563965,78.55206571636224
1150000,2.459174871444702,100,0.026973962783813477,13.437204599380493,114,16.170018434524536,1907.6770317554474,31.315495304000322,1.9358636e-06,156.45093068194055,7.83978985964184,16.442989826202393,51.27432257329112,-0.013547757,0.24599742889404297,87.35790604984324
1160000,2.5458498001098633,100,0.03099679946899414,13.168123006820679,115,15.96699595451355,1923.9440262317657,30.38548665599262,2.1339094e-06,137.3853577707735,-4.2719395439189185,16.253995895385742,51.44460198108897,-0.013182154,0.2550032138824463,87.22334098145392
1170000,2.589646577835083,100,0.02299952507019043,13.64171552658081,116,16.48799467086792,1940.714015007019,32.948186970603565,2.3667276e-06,157.84502249154093,-3.7849261218564525,16.7559916973114,51.06155475224623,-0.01059105,0.24499750137329102,88.412969183419
1180000,2.44061017036438,100,0.02399611473083496,13.542696714401245,117,16.241995811462402,1957.2380068302155,30.18395055223759,2.598301e-06,165.0699061300961,1.7953455011737864,16.510992288589478,47.32351199794708,-0.010737281,0.24500036239624023,80.3722646723754
1190000,2.5878801345825195,100,0.024997472763061523,13.219061613082886,118,16.07699227333069,1973.605000257492,28.63043596337579,2.7593017e-06,173.52575368757363,24.511011414555323,16.3539936542511,51.41331387629107,-0.01314248,0.25100040435791016,87.3365153366778
1200000,2.5668013095855713,100,0.02699899673461914,13.284139156341553,119,16.105992555618286,1990.0069909095764,28.000908180671345,2.947327e-06,152.86176365781077,0.672066518060767,16.388990879058838,50.82529041142619,-0.015073917,0.25496935844421387,88.69149749117179
1210000,2.4896302223205566,100,0.020998239517211914,13.62354040145874,120,16.372995138168335,2006.6709833145142,27.09267436573041,3.1369257e-06,157.29644198770754,28.46339532645759,16.65099287033081,52.50209297490025,-0.014682945,0.25699949264526367,89.30778006310533
1220000,2.4641199111938477,100,0.03099966049194336,13.535999536514282,121,16.25399112701416,2023.2269735336304,30.76078605386382,3.3474696e-06,177.1740598816539,6.471465418924558,16.541990995407104,54.487359685156534,-0.011671313,0.2559981346130371,94.6747719043
1230000,2.5520780086517334,100,0.026994705200195312,13.755982875823975,122,16.574995279312134,2040.0909671783447,32.03876642410749,3.570063e-06,171.90882314162474,-4.464245572805433,16.849992513656616,55.10750491548882,-0.011574568,0.2480025291442871,95.28419085778252
1240000,2.5732431411743164,100,0.02199697494506836,13.574714660644531,123,16.393994569778442,2056.780957698822,32.018358690093926,3.8449334e-06,177.7652036873085,7.59378736611857,16.676990747451782,55.26036949383993,-0.0072583924,0.2609992027282715,94.21921893593333
1250000,2.5772593021392822,100,0.02296733856201172,13.26469612121582,124,16.111023902893066,2073.183948993683,31.566747218590383,3.988436e-06,165.71412387829125,7.602855410564878,16.389992713928223,56.772568182970836,0.000119763776,0.2550010681152344,98.5764764406913
1260000,2.4977049827575684,100,0.03100109100341797,13.472444772720337,125,16.262993335723877,2089.753942012787,35.74970406864046,4.133432e-06,188.98543146327685,8.945468769128407,16.555992603302002,55.299697260925534,-0.01421955,0.26000142097473145,94.24154590853044
1270000,2.6230578422546387,100,0.030996322631835938,13.110949754714966,126,15.98999285697937,2106.0459332466125,30.423537874175196,4.229549e-06,171.24650759074336,-0.9536218094424194,16.27899146080017,56.79076953679945,-0.0090840105,0.2570013999938965,97.34393914890975
1280000,2.445930004119873,100,0.07699823379516602,13.362772226333618,127,16.045992136001587,2122.4939250946045,32.743572769041165,4.359491e-06,172.8918259461674,13.74998595422251,16.433990955352783,58.790102858687376,-0.00591383,0.3110005855560303,101.41210643233411
1290000,2.4030051231384277,100,0.02396702766418457,13.558974981307983,128,16.219023942947388,2139.140918970108,33.0063603768424,4.511229e-06,185.36955947689958,16.549455546781758,16.633995056152344,59.753601854852974,-0.012036935,0.39000391960144043,103.15737695600755
1300000,2.5807645320892334,100,0.02599811553955078,12.943251371383667,129,15.779995441436768,2155.253908634186,34.9430762376554,4.6676396e-06,160.55033433483626,2.1415719808445095,16.08599281311035,56.60621065740821,-0.0052456507,0.27900004386901855,97.86526687157085
1310000,2.466054677963257,100,0.029996633529663086,13.451480150222778,130,16.168994188308716,2171.7288999557495,31.6087366058182,4.834583e-06,185.68661320186285,28.08047218627531,16.461991786956787,58.013064254726174,-0.012430544,0.2630009651184082,99.29286571095254
1320000,2.5960590839385986,100,0.023999452590942383,13.20087194442749,131,16.040992736816406,2188.0698912143707,29.346097255180457,5.0284216e-06,181.99075351205795,13.935476138614654,16.32799005508423,58.69166776470671,-0.0109721115,0.2629978656768799,99.36011279026451
1330000,2.5073635578155518,100,0.031027555465698242,13.679837703704834,132,16.453993797302246,2204.8368833065033,34.57082415660191,5.1502857e-06,170.7636715017755,-17.334493330316604,16.75299048423767,58.153387392569336,-0.010852321,0.26796913146972656,100.06382094446276
1340000,2.479975938796997,100,0.02199721336364746,13.659192562103271,133,16.400994300842285,2221.536876440048,33.016908043200374,5.2399064e-06,166.165805358578,15.985137200746546,16.686994791030884,58.73844328498331,-0.014409798,0.2630007266998291,99.92873143711039
1350000,2.4813992977142334,100,0.023995399475097656,13.61493444442749,134,16.343029260635376,2238.179867506027,36.23310437883856,5.331567e-06,190.75914774299108,3.5354662671204435,16.629991054534912,57.61262262945424,-0.01412852,0.26200103759765625,98.1171780794991
1360000,2.4771602153778076,100,0.03096485137939453,13.587244272232056,135,16.32102346420288,2254.805859565735,36.84212221810478,5.501093e-06,164.8829311425767,-11.250350728791847,16.61199116706848,56.87704835870979,-0.01136621,0.26000285148620605,98.02346305902542
1370000,2.524014711380005,100,0.02499866485595703,13.590842723846436,136,16.421993494033813,2271.526849746704,35.18261514009688,5.7021566e-06,185.5951682295691,8.116710793561824,16.706990480422974,62.99794024927343,-0.013709932,0.2579989433288574,108.90502891603604
1380000,2.4444546699523926,100,0.02503037452697754,13.655857801437378,137,16.34299397468567,2288.173841238022,33.884153730477806,5.8752476e-06,179.75374964284288,13.984927299335004,16.633992195129395,57.80133345949578,-0.016117457,0.26396799087524414,100.326209875684
1390000,2.492022752761841,100,0.029973506927490234,13.554188013076782,138,16.29099154472351,2304.7738330364227,34.217216246183014,6.013075e-06,176.84882809871107,2.7707911229160755,16.586991548538208,57.53226224513012,-0.014290552,0.26399993896484375,98.99969416151187
1400000,2.5238301753997803,100,0.03200054168701172,13.717486143112183,139,16.494024515151978,2321.581825017929,33.17119049126224,6.086901e-06,180.27547355996114,4.968215411953579,16.794991970062256,57.60157639054001,-0.009993034,0.2669975757598877,98.51405177246542
1410000,2.4237234592437744,100,0.02502894401550293,13.722048997879028,140,16.419995546340942,2338.3048179149628,32.73070202158263,6.202856e-06,169.18139188353038,2.1139331939083257,16.708993434906006,59.62967474220614,-0.011567744,0.26396894454956055,102.8840101668139
1420000,2.5061593055725098,100,0.024997472763061523,13.597495555877686,141,16.34299111366272,2354.9548077583313,29.634658299016664,6.3299785e-06,184.84377253274377,25.085923052403754,16.63698983192444,64.33350234384238,-0.01497012,0.26800084114074707,110.57483901630805
1430000,2.4431099891662598,100,0.02099609375,13.69641661643982,142,16.388997077941895,2371.63879942894,32.96278894407953,6.5013464e-06,198.47719866611536,-0.983515633814778,16.669991493225098,66.20739011006987,-0.012106323,0.25899815559387207,113.95499811111756
1440000,2.554269790649414,100,0.022028684616088867,13.547261238098145,143,16.346993684768677,2388.3017926216125,36.03275441246155,6.6706048e-06,183.47099895682072,-14.999462608513124,16.64899182319641,61.842281091979594,-0.014550745,0.2799694538116455,105.55447157962101
1450000,2.4698829650878906,100,0.028998374938964844,13.740140676498413,144,16.45599341392517,2405.0827844142914,36.398359283847064,6.8195995e-06,200.9851958345422,7.289344272412325,16.767993211746216,61.88805535946622,-0.01572209,0.2830014228820801,106.41023332934604
1460000,2.5219998359680176,100,0.023001432418823242,13.190054416656494,145,15.968991994857788,2421.3477759361267,32.17938781008579,6.9576226e-06,164.2114760063902,4.234768184488741,16.25099277496338,62.46392412535452,-0.012719541,0.2589993476867676,106.34317141635066
1470000,2.509038209915161,100,0.024028301239013672,13.690263271331787,146,16.47299289703369,2438.11976647377,30.803214203851866,7.0520196e-06,186.60202598303704,6.7985640836049175,16.7589910030365,63.49107693970574,-0.0140405055,0.2599968910217285,107.35281240149327
1480000,2.4123566150665283,100,0.021999597549438477,13.60738730430603,147,16.340993404388428,2454.757758617401,34.341026297435775,7.182816e-06,169.55504570441374,-9.500633074180481,16.62499237060547,65.17050555254276,-0.015694099,0.26199936866760254,110.96444738537848
1490000,2.3851356506347656,100,0.021030426025390625,13.549278497695923,148,16.16699242591858,2471.2207503318787,35.07960942383542,7.290374e-06,179.70385801058407,-19.324823209039955,16.448991775512695,62.2337289094157,-0.012959354,0.25996851921081543,106.04990087712751
1500000,2.4310617446899414,100,0.028001785278320312,13.654090642929077,149,16.329991579055786,2487.8587412834167,30.128452647510784,7.3867973e-06,174.1535096016405,13.915208099197738,16.624991416931152,63.09267164985956,-0.013613289,0.2669980525970459,106.81085384324766
1510000,2.572727680206299,100,0.02099919319152832,13.252410650253296,150,16.066994428634644,2504.235735177994,32.165940929718936,7.4619707e-06,201.50673761488358,6.147084003623237,16.362993955612183,64.92380629993198,-0.013028733,0.27300071716308594,111.1240651131445
1520000,2.461928367614746,100,0.020969390869140625,13.520548105239868,151,16.22602367401123,2520.7607250213623,30.465011467780077,7.6206456e-06,189.1466779113709,21.201629450903702,16.51099133491516,65.19763116568726,-0.005733482,0.2629985809326172,111.40073579039279
1530000,2.461918592453003,100,0.03103041648864746,13.734980583190918,152,16.486992120742798,2537.5557181835175,31.617156660393416,7.7777895e-06,189.57195510117344,22.51143622364523,16.780992031097412,65.19095744484622,-0.010360828,0.2629694938659668,109.98749270898321
1540000,2.508378028869629,100,0.026998043060302734,13.677578449249268,153,16.447994709014893,2554.30570936203,32.64829206519464,7.9406345e-06,214.72842954037088,10.82191524655375,16.73699402809143,67.85605242354906,-0.009995372,0.2609994411468506,115.84902258746901
1550000,2.5067522525787354,100,0.0299990177154541,13.46360445022583,154,16.228994369506836,2570.846699953079,33.526607508246485,8.059517e-06,180.68593947158928,-35.098779176668955,16.527993202209473,66.10018754132177,-0.009190444,0.26799869537353516,112.89688326666776
1560000,2.498891592025757,100,0.030997276306152344,13.65010380744934,155,16.40699315071106,2587.5606920719147,26.352668964874347,8.175896e-06,171.23477982119664,32.518288812849384,16.69999051094055,67.53002078801069,-0.0040267487,0.26000094413757324,116.07702478764116
1570000,2.506746530532837,100,0.02899932861328125,13.49871277809143,156,16.276991605758667,2604.146683216095,29.761676715084132,8.316015e-06,219.7787264405547,15.991224415902694,16.57198977470398,68.94140325732381,-0.008102242,0.26599884033203125,116.32096876423486
1580000,2.569699287414551,100,0.027971267700195312,13.560251712799072,157,16.369022130966187,2620.8246750831604,33.48856006300261,8.489986e-06,192.86923965428173,-11.540509486477522,16.664991855621338,68.7002586384583,-0.0033306368,0.26599836349487305,118.04574840501262
1590000,2.441648006439209,100,0.026998043060302734,13.71975588798523,158,16.472993850708008,2637.60066819191,35.85608477731507,8.630205e-06,192.9256754580539,-29.387339971454463,16.76199197769165,72.18065312965355,-0.009418973,0.26200008392333984,123.45524998101631
1600000,2.5102217197418213,100,0.024999618530273438,13.726945161819458,159,16.507992267608643,2654.408658027649,30.277106741503154,8.781239e-06,183.01201449495755,32.04217151621989,16.794991493225098,70.21831368884592,-0.009448239,0.26099729537963867,120.6445580741287
1610000,2.4547417163848877,100,0.02800154685974121,13.738437414169312,160,16.44299292564392,2671.154651403427,32.8716174766045,8.938752e-06,191.21956233884623,23.03661460166844,16.73299217224121,73.21579927316705,-0.0072618034,0.260998010635376,126.09624714118463
1620000,2.5511820316314697,100,0.0319676399230957,13.669881582260132,161,16.480025053024292,2687.9416415691376,34.76926292896328,9.055581e-06,202.34939863337232,0.844791658322652,16.773990392684937,74.68234155491892,-0.012541702,0.26199769973754883,128.1295937010125
1630000,2.5377304553985596,100,0.021997451782226562,13.387119770050049,162,16.172994136810303,2704.4066331386566,43.181703596905855,9.20109e-06,203.9752226150201,-2.54580945416743,16.451991081237793,70.54552112120903,-0.010995234,0.25699949264526367,120.01997256349989
1640000,2.4819960594177246,100,0.024999141693115234,13.626984596252441,163,16.360994338989258,2721.0656247138977,33.09048729239717,9.358361e-06,212.24857283944925,40.152910289369416,16.645991563796997,75.72425439825781,-0.005190715,0.25899600982666016,129.87347064584552
1650000,2.571202516555786,100,0.022972583770751953,13.436522722244263,164,16.235020399093628,2737.598616838455,38.033846297566065,9.4860925e-06,194.1548742453724,2.8695181040480566,16.519991159439087,70.54717968011933,-0.013611331,0.26199817657470703,122.24999404520149
1660000,2.474064588546753,100,0.0229949951171875,13.792973518371582,165,16.5379958152771,2754.4476079940796,37.016424470470255,9.565741e-06,197.62321817772246,-12.903038549503277,16.835991621017456,74.15915785873545,-0.010979404,0.27500081062316895,127.44667543605907
1670000,2.46317458152771,100,0.02200007438659668,13.511201620101929,166,16.211992263793945,2770.964599609375,33.20182555171208,9.675348e-06,199.98996795163757,22.16061562991826,16.502990245819092,75.08204827497582,-0.011766955,0.2689979076385498,128.60560399724267
1680000,2.5081825256347656,100,0.02599930763244629,13.637486219406128,167,16.41499423980713,2787.681592464447,34.315328174067275,9.797538e-06,211.0715276959211,9.543283136543044,16.70399284362793,74.92461342811015,-0.004789011,0.2629992961883545,129.05189637815965
1690000,2.5164241790771484,100,0.029996633529663086,13.690967082977295,168,16.47699284553528,2804.4615836143494,37.38298927751498,9.930068e-06,205.86095017698545,1.5495848750646948,16.766990423202515,75.32253595436414,-0.012528302,0.26000094413757324,129.0376711509074
1700000,2.5998048782348633,100,0.030998945236206055,13.260028839111328,169,16.175995111465454,2820.937575340271,37.9691398496917,1.0075203e-05,198.15758723455775,-3.985730751014814,16.462993144989014,74.08057682678077,-0.005488901,0.2559990882873535,126.72713606749473
1710000,2.487128257751465,100,0.030030488967895508,13.676170349121094,170,16.431993007659912,2837.681566953659,43.673079683878285,1.024916e-05,211.50014562646112,-0.7961851213136264,16.729991912841797,71.39185394160981,-0.0133706415,0.2669682502746582,119.85254281021642
1720000,2.4584081172943115,100,0.0280001163482666,13.614923238754272,171,16.322993278503418,2854.525558233261,37.362112702756285,1.0451377e-05,212.8100544565078,-2.7339370339105837,16.82999062538147,75.43745842968173,-0.015872717,0.477996826171875,128.62174902961942
1730000,2.5409228801727295,100,0.02202892303466797,13.852853298187256,172,16.66099238395691,2871.4965512752533,36.44304963283047,1.0662194e-05,188.77083287113692,-10.199710130265677,16.956990957260132,70.57568358868325,-0.01523076,0.2739696502685547,121.95524194223987
1740000,2.5331833362579346,100,0.022995471954345703,13.699629545211792,173,16.503995418548584,2888.2995421886444,30.18141509319468,1.0826097e-05,191.6218534113865,14.607624201912673,16.788991451263428,75.22117559097455,-0.014623962,0.26000165939331055,129.98639515339218
1750000,2.456256866455078,100,0.026999473571777344,13.599153518676758,174,16.282992601394653,2904.8895332813263,27.591672545277547,1.0944897e-05,193.25540821646584,10.0920243261098,16.576993465423584,75.65401245578249,-0.016929062,0.26599788665771484,131.5424110731712
1760000,2.4503586292266846,100,0.028028488159179688,13.491373538970947,175,16.189993619918823,2921.3795244693756,31.67585120820883,1.1029867e-05,237.6689697138719,18.152772226823235,16.476990938186646,78.11696319468673,-0.015980778,0.2579679489135742,134.8922887556531
1770000,2.491283893585205,100,0.021998167037963867,13.676738023757935,176,16.40599298477173,2938.099517583847,34.94801626378697,1.1199678e-05,206.60711071642453,2.533716262355309,16.70699191093445,77.65445589118553,-0.014055138,0.2780013084411621,134.16194189415478
1780000,2.457170009613037,100,0.02199721336364746,13.551283359527588,177,16.258992433547974,2954.64750790596,29.541964545000727,1.12929065e-05,200.93819857058227,39.909410970611674,16.534989833831787,77.61926682229378,-0.007768912,0.254000186920166,134.5716081474984
1790000,2.504206418991089,100,0.02199864387512207,13.605062246322632,178,16.363993167877197,2971.3034999370575,35.29578709167988,1.1447232e-05,235.357693858754,22.84823542877907,16.642991304397583,81.6315409796128,-0.0073725884,0.25699949264526367,141.7182794840766
1800000,2.4680724143981934,100,0.021000146865844727,13.549016237258911,179,16.26799178123474,2987.863491296768,33.978271406086535,1.1632725e-05,211.09335048501126,14.833552203935024,16.545989990234375,82.69589672295727,-0.015452658,0.2559983730316162,143.4307670787738
1810000,2.4909427165985107,100,0.026000499725341797,13.763694763183594,180,16.57599425315857,3004.7414829730988,35.51945804922763,1.1865385e-05,209.07036620036985,8.857518540028057,16.864991903305054,79.45982856230611,-0.010639594,0.26099658012390137,137.57978176694846
1820000,2.4401917457580566,100,0.02199530601501465,13.470206260681152,181,16.16699457168579,3021.2104749679565,36.57281115540391,1.2039963e-05,199.60134401939408,-25.90816415330623,16.45499086380005,80.9147608419664,-0.011391418,0.26600098609924316,139.96679703202705
1830000,2.4409823417663574,100,0.035030364990234375,13.562840700149536,182,16.26899552345276,3037.805468082428,35.32771202216126,1.2191823e-05,217.34885269625215,3.6039022285953424,16.58199143409729,83.4438515499518,-0.012384207,0.27696752548217773,144.32737216359257
1840000,2.4368669986724854,100,0.021999359130859375,13.533486604690552,183,16.219992637634277,3054.321458339691,31.72351483733038,1.2380577e-05,211.96840966093313,32.855333537270624,16.50299072265625,82.83195989000237,-0.009337065,0.25899791717529297,142.67925980983563
1850000,2.5062925815582275,100,0.024027585983276367,13.584062576293945,184,16.34299373626709,3070.9654502868652,42.78592064605874,1.2563597e-05,208.66296884401353,-7.501022464864848,16.630993127822876,82.37521843904315,-0.0150157325,0.2629690170288086,142.2661684517795
1860000,2.599921941757202,100,0.021998167037963867,13.144039630889893,185,15.98499345779419,3087.2464423179626,34.16752682637543,1.2807371e-05,213.56765294512212,-5.031822528787392,16.266990423202515,85.30058397535218,-0.012091059,0.25999879837036133,147.84490740387832
1870000,2.4456288814544678,100,0.02999734878540039,13.645260095596313,186,16.33101725578308,3103.8924334049225,35.76709420898539,1.2966064e-05,231.7197148507981,-15.605904930375189,16.631991863250732,85.32932150418691,-0.013782661,0.2700009346008301,148.392138902944
1880000,2.541315793991089,100,0.03299713134765625,13.296798467636108,187,16.087992906570435,3120.3014254570007,41.7900408209154,1.308791e-05,224.13329167687218,-8.271866867652307,16.395992279052734,82.70232817606933,-0.009650557,0.274000883102417,142.8263991727119
1890000,2.4917922019958496,100,0.022965431213378906,13.448043823242188,188,16.200026273727417,3136.8154180049896,39.574907198161974,1.32420455e-05,216.46882691466178,-4.062153109648213,16.50099205970764,85.72364255453448,-0.008201305,0.27700066566467285,148.18230525122365
1900000,2.5160961151123047,100,0.0390012264251709,13.768285512924194,189,16.521992683410645,3153.6494085788727,47.650377981262956,1.3351784e-05,215.59363589273877,-3.8137855516941697,16.817989587783813,79.3474578913393,-0.009989748,0.25699567794799805,136.61823722776887
1910000,2.4793741703033447,100,0.029033422470092773,13.558742761611938,190,16.291991472244263,3170.3054003715515,32.508098797998855,1.3449293e-05,210.7852416385023,46.797297842333805,16.64298939704895,86.29978340853573,-0.011256213,0.3219645023345947,149.62173830660245
1920000,2.5470080375671387,100,0.022997617721557617,13.694852590560913,191,16.54299521446228,3187.156392097473,36.07088975189427,1.3574662e-05,211.90110912493037,4.736096508209206,16.837992906570435,86.4119176510232,-0.009206067,0.2709987163543701,149.38682053166266
1930000,2.5136897563934326,100,0.029997825622558594,13.573385238647461,192,16.344993591308594,3203.8083851337433,49.29507563365021,1.3726827e-05,224.50021860568538,-14.068078321040112,16.638991832733154,84.42812583766481,-0.008868065,0.26400041580200195,144.55784189364067
1940000,2.546966314315796,100,0.026976585388183594,13.729443550109863,193,16.52101707458496,3220.6293754577637,46.99918187403069,1.3847972e-05,237.36179385484505,-13.503959699317187,16.80699110031128,87.2195276431978,-0.010239355,0.25899744033813477,149.91854498804395
1950000,2.4691691398620605,100,0.028997182846069336,13.568407535552979,194,16.288994073867798,3237.2233662605286,40.68609203869908,1.3976935e-05,237.7505101717732,-17.01650484021629,16.580991744995117,90.16929668132681,-0.011691327,0.26300048828125,156.35222204761098
1960000,2.4887661933898926,100,0.022959232330322266,13.725038051605225,195,16.460034608840942,3253.988358736038,43.824798392885945,1.40620195e-05,238.39066639932713,-14.699287344428697,16.75199317932129,88.20725782471435,-0.01686615,0.26799845695495605,152.49351911019778
1970000,2.544760227203369,100,0.03099966049194336,13.724496603012085,196,16.524993419647217,3270.8353497982025,47.07908682583967,1.4182589e-05,224.31345540930718,-6.416914767492984,16.83398985862732,84.71517343865466,-0.0147345355,0.2779967784881592,146.42494084814152
1980000,2.455883026123047,100,0.026999711990356445,13.55968689918518,197,16.276995420455933,3287.413341522217,35.095219986317645,1.4341232e-05,212.79205116091566,9.730434647158843,16.56499147415161,85.94675953060991,-0.007564216,0.26099634170532227,148.26359416175947
1990000,2.3903775215148926,100,0.024968624114990234,13.577722311019897,198,16.236995220184326,3303.9503371715546,38.27314622770149,1.4455372e-05,227.37093268936397,-7.071010106532843,16.523994207382202,88.6873264351947,-0.009921963,0.26000022888183594,154.32660743977266
2000000,2.479062557220459,100,0.026997089385986328,13.608073234558105,199,16.329994440078735,3320.5813286304474,34.383348172282474,1.4557207e-05,214.12492558582233,12.428897760352859,16.616990566253662,92.07328502538117,-0.005759802,0.2590012550354004,158.79590318909743
2010000,2.5182156562805176,100,0.02999734878540039,13.301693439483643,200,16.067997932434082,3336.9653220176697,36.47301352494787,1.4706644e-05,222.29211519235176,-8.59944844172322,16.370993852615356,89.985536388655,0.00042483123,0.27199840545654297,155.5470352078894
2020000,2.4220263957977295,100,0.022998332977294922,13.720124006271362,201,16.443997621536255,3353.708315372467,31.98754057593649,1.4725335e-05,218.3352058270424,0.8706322579910419,16.729994535446167,89.53101768520955,-0.00031858505,0.2629985809326172,154.36680841370352
2030000,2.500917673110962,100,0.029966115951538086,13.643181562423706,202,16.39802646636963,3370.417309999466,42.28035209432506,1.4766074e-05,215.5223439187347,-9.052678008401962,16.69099521636963,83.99941836347207,-0.011663788,0.2610018253326416,145.99416562253302
2040000,2.4309592247009277,100,0.0320284366607666,13.738956928253174,203,16.412994861602783,3387.1443016529083,30.55280946548448,1.4819072e-05,233.08603858024097,80.4714566310448,16.713991403579712,91.65320842536424,-0.0075487173,0.2689681053161621,159.2855445414882
2050000,2.4887003898620605,100,0.0279996395111084,13.810050249099731,204,16.554994583129883,3404.004295349121,29.1242347854215,1.492246e-05,216.00852979957847,81.94200696565227,16.846991300582886,93.21104810208942,-0.008786528,0.2619965076446533,162.96297716853712
2060000,2.5427181720733643,100,0.02399921417236328,13.592663526535034,205,16.41999578475952,3420.734288930893,37.18115537787415,1.5046881e-05,252.44298953141524,-5.442586523675937,16.71599316596985,93.66313833289401,-0.0093728965,0.27199816703796387,162.54161593681079
2070000,2.467863082885742,100,0.029999732971191406,13.583296298980713,206,16.30999493598938,3437.3482818603516,40.06611504679451,1.5185065e-05,242.65140426109554,-17.59971340801553,16.599992990493774,92.91934020088242,-0.0055785025,0.2589683532714844,161.49106083525234
2080000,2.490981340408325,100,0.020987987518310547,13.79650092124939,207,16.5520076751709,3454.3812758922577,43.135780142014255,1.5285897e-05,224.55745239187956,-6.507270557245887,17.019994020462036,87.68595866647043,-0.0009991464,0.4460008144378662,151.1125006131001
2090000,2.519120931625366,100,0.021031856536865234,13.763903617858887,208,16.546135902404785,3471.2194108963013,34.27006178721291,1.5487944e-05,237.5157481999319,28.91963811525414,16.82413601875305,94.34420832899538,0.0011458121,0.25696825981140137,164.47250271885088
2100000,2.530890703201294,100,0.027959346771240234,14.202776193618774,209,16.97403383255005,3488.5114035606384,37.74320575146398,1.5621103e-05,238.3507547319832,-5.238183939925492,17.27899432182312,97.41814237959575,-0.003766236,0.27700114250183105,169.03812156001848
2110000,2.5494840145111084,100,0.02697610855102539,13.667260885238647,210,16.482019186019897,3505.2913966178894,34.45644006043414,1.5825899e-05,223.73817753744112,11.265077550026355,16.766993284225464,93.09559780214502,-0.001547759,0.25699806213378906,160.25639405001823
2120000,2.645817756652832,100,0.02796792984008789,13.745306253433228,211,16.630231142044067,3522.227593898773,33.415592426378474,1.597688e-05,250.56153025976903,17.9080280466201,16.923197746276855,93.60106637727644,-0.008719997,0.26399874687194824,162.54326714641465
2130000,2.55322003364563,100,0.029974937438964844,13.39951753616333,212,16.245020866394043,3538.7795872688293,42.0821358965997,1.6201127e-05,240.35336554007782,-2.733913595605043,16.538991928100586,90.70039123903,-0.0131218275,0.26299619674682617,158.3115489676387
2140000,2.5432231426239014,100,0.02596902847290039,13.499771356582642,213,16.297027826309204,3555.37558054924,41.56603442005245,1.6359576e-05,232.34169907725172,3.90347827513279,16.582993745803833,92.8547462919068,-0.01285893,0.25899696350097656,161.43294369144368
2150000,2.55574893951416,100,0.0229952335357666,13.225887298583984,214,16.02399706840515,3571.698574066162,39.973889223678604,1.6521357e-05,272.32682799853023,-20.59325939225376,16.309993505477905,92.34623609355933,-0.013478842,0.2630012035369873,160.0114849642199
2160000,2.501365900039673,100,0.03196573257446289,13.508808135986328,215,16.269608974456787,3588.2721514701843,43.99817927026622,1.664799e-05,235.37890576985845,-1.9571804144210483,16.56057858467102,90.48856074410165,-0.01235154,0.25800275802612305,156.4772531807308
2170000,2.5137712955474854,100,0.02396845817565918,13.774681568145752,216,16.529027462005615,3605.1121430397034,40.56350735356154,1.6755645e-05,225.0786924667474,0.34371471970453094,16.826992988586426,93.51972597180072,-0.013844971,0.27399706840515137,161.72950672963228
