Time-Optimization,LossAfter,ItrTime,train-PolicyExecTime,train-MinReturn,Time-SampleProc,train-StdReturn,train-NumTrajs,LossBefore,train-AverageReturn,train-MaxReturn,Itr,Time,n_timesteps,train-AverageDiscountedReturn,train-EnvExecTime,Time-Sampling
0.251997709274292,-2.0167265,18.033552408218384,14.514093160629272,-166.1971342404979,0.007982254028320312,63.92809523978094,100,0.0049987794,16.555586116958363,129.72198771943178,0,18.033552408218384,10000,19.652032001839224,2.987205982208252,17.772598266601562
0.2369992733001709,-0.7168956,17.48397660255432,14.015861988067627,-115.20871667396298,0.007997989654541016,44.82866030591647,100,-0.013538661,91.87571150514788,168.90120550222488,1,35.57552909851074,20000,57.620541184783214,2.9477896690368652,17.23797869682312
0.23099994659423828,-5.810105,18.220409154891968,14.733548164367676,97.42309176006142,0.006999015808105469,10.546723212729516,100,0.005632141,137.25140464962146,155.0090584940999,2,54.07897090911865,30000,82.27957815705312,3.0012903213500977,17.981410026550293
0.22999787330627441,-9.113309,18.137802362442017,14.651865005493164,126.71912571408063,0.00900125503540039,6.485056227233177,100,0.000881221,147.93049531208487,159.80195775388336,3,72.23077297210693,40000,87.54399992545139,2.9784128665924072,17.898803234100342
0.23099851608276367,-7.0031757,18.039975881576538,14.487869024276733,121.70703335791565,0.007999658584594727,10.488705620906737,100,-0.02017354,157.775312652917,175.94650407658744,4,90.28374910354614,50000,90.39740947154262,3.0625851154327393,17.799978256225586
0.23399782180786133,-3.5386837,18.35499858856201,14.788291931152344,119.88959528328957,0.006999969482421875,13.339076081195238,100,0.00784747,151.6259262131267,176.2882229798689,5,108.65174913406372,60000,85.99702674799754,3.0433764457702637,18.11400079727173
0.23796844482421875,-1.3312451,18.09995460510254,14.538966655731201,-82.10837469364678,0.0070269107818603516,60.39483523241713,100,0.0008843529,62.65392136742633,160.36232462546454,6,126.76470375061035,70000,37.314665421246374,3.005873203277588,17.8539559841156
0.2359626293182373,-1.6188095,17.90117573738098,14.476688861846924,-178.92528195898265,0.008036375045776367,63.785108256340806,100,2.7734375e-05,-113.42700213562816,135.15364974473073,7,144.67887997627258,80000,-53.85318787292305,2.929497003555298,17.657176733016968
0.22799444198608398,-3.0383039,17.385976314544678,14.122102737426758,-164.3476195338403,0.009000778198242188,10.797254301551948,100,-0.010494599,-140.1027802955345,-106.75933123703611,8,162.0788552761078,90000,-63.963435855996615,2.757925033569336,17.14898109436035
0.22799968719482422,-3.849514,18.213093996047974,14.670589447021484,-169.74762836072293,0.008002281188964844,20.747188714059323,100,0.009883977,-143.65751771654,-76.09513530783515,9,180.3049499988556,100000,-65.41407855207154,3.0643444061279297,17.976091861724854
0.23000359535217285,-0.14138855,17.75832462310791,14.301571607589722,-172.94055840554972,0.007997274398803711,28.591941253858128,100,-0.005056085,-124.91138391155863,-55.92426348521046,10,198.07627367973328,110000,-56.495233192871765,2.940786361694336,17.520323753356934
0.23000025749206543,-0.7632772,17.512979745864868,14.08446216583252,-188.78131487390357,0.006962299346923828,34.81770855312199,100,-0.008904972,-134.36122695260346,-48.74647961334857,11,215.6022503376007,120000,-60.62798633152359,2.9144840240478516,17.275010108947754
0.2279951572418213,-1.8918912,17.732855081558228,14.288179159164429,-196.85972366031964,0.006998777389526367,33.575764268338695,100,-0.02064684,-132.68372874229763,-50.33248114930135,12,233.34910583496094,130000,-59.90070261634678,2.9547648429870605,17.4958598613739
0.23099780082702637,-1.5385051,17.510786294937134,14.017592906951904,-158.5071621232974,0.006968021392822266,23.931184058318923,100,0.0048789885,-122.69443487217163,-46.89776663968409,13,250.87289381027222,140000,-55.74427250597839,2.9841175079345703,17.272820472717285
0.24196982383728027,-1.2551576,17.8361554145813,14.384089946746826,-147.95754879918073,0.00702977180480957,20.040450126683403,100,0.0011800049,-132.52210307145108,-55.726682046080555,14,268.7300522327423,150000,-63.5747904060467,2.9338736534118652,17.58515763282776
0.2279670238494873,-1.1685861,17.78797721862793,14.242284536361694,-143.16978602364873,0.008031606674194336,1.5449859329071611,100,0.009717681,-140.11225217730635,-137.21652545587955,15,286.53202962875366,160000,-67.29317995992325,3.0702521800994873,17.551978588104248
0.23796749114990234,-0.30246118,17.8599796295166,14.328654050827026,-142.96260295613274,0.007999420166015625,1.5963434711794366,100,0.011303815,-140.16661525805173,-136.26998972246716,16,304.40500926971436,170000,-67.3408771850037,3.014432668685913,17.614012718200684
0.23499846458435059,-0.09025171,18.3109769821167,14.656055212020874,-142.94987377222643,0.006999015808105469,1.4803122635486217,100,-0.011713736,-139.87785904797215,-136.74484374556909,17,322.728985786438,180000,-67.19063145511697,3.0850412845611572,18.068010330200195
0.22996854782104492,-0.06255402,18.37897801399231,14.740246772766113,-143.25952553176597,0.008031606674194336,1.558969005236457,100,-0.024966992,-140.31554190375783,-136.54517457022155,18,341.12096405029297,190000,-67.41984675229655,3.134274482727051,18.139978885650635
0.2369985580444336,-0.01840186,18.31976556777954,14.783361673355103,-143.5049913682635,0.007970094680786133,1.595427255049559,100,0.0028608323,-140.11336100686214,-136.8403512369929,19,359.4537298679352,200000,-67.30578761241176,3.0303938388824463,18.07479691505432
0.23796844482421875,-0.00541709,18.27696919441223,14.715941905975342,-143.66338696556295,0.007045745849609375,1.7955260853298363,100,0.0058319154,-140.18242582640906,-136.36871042473118,20,377.74269938468933,210000,-67.35187655356849,3.0376970767974854,18.0299711227417
0.2309722900390625,-0.010725904,18.302019119262695,14.794320821762085,-143.27919905899296,0.007994890213012695,1.5414173008939331,100,-0.006211796,-140.22215314723155,-136.09625291121176,21,396.05771923065186,220000,-67.37106901283406,3.0175576210021973,18.06305193901062
0.23196840286254883,-0.018336244,18.276000261306763,14.728632688522339,-143.36328194156815,0.00703120231628418,1.6254505972574185,100,-0.012636426,-140.31624919945355,-137.12688312419954,22,414.3467195034027,230000,-67.42108236211145,3.0508086681365967,18.03700065612793
0.22899913787841797,-0.010351082,18.162184476852417,14.614248037338257,-143.99523978362757,0.007030010223388672,1.5139568487362056,100,-0.0065914216,-140.3637395662214,-136.56131538328154,23,432.5219027996063,240000,-67.43138504184593,3.0684051513671875,17.925184726715088
0.23096871376037598,-0.0069081346,18.1728572845459,14.66028094291687,-143.23183037973456,0.007003068923950195,1.4493075120886383,100,-0.0032057357,-139.96714056208756,-136.63040098395484,24,450.7077569961548,250000,-67.23494272414929,3.022845983505249,17.934885501861572
0.22597384452819824,-0.018340427,17.455979347229004,14.047621488571167,-143.42722474098758,0.008025407791137695,1.4470305618647445,100,-0.01698461,-140.2227863662118,-136.79989279754216,25,468.1767363548279,260000,-67.3614565603361,2.9139180183410645,17.221980094909668
0.22797751426696777,-0.007160701,18.09608483314514,14.579220056533813,-143.39331884791642,0.006998538970947266,1.6221195923895066,100,-0.00573014,-140.25439604459697,-135.9289145018355,26,486.28582096099854,270000,-67.38649985446159,2.9966230392456055,17.859119415283203
0.22797417640686035,-0.003874913,18.16398000717163,14.602049589157104,-144.04306734869107,0.007024526596069336,1.5353634424907159,100,-0.0024399764,-140.02325963123988,-136.6046950471205,27,504.4627990722656,280000,-67.26143372063763,2.994936943054199,17.9289813041687
0.23599767684936523,0.00237426,18.289977312088013,14.762986660003662,-143.02333846587854,0.008001327514648438,1.4292187989445817,100,0.0043029296,-140.27835502039017,-136.77791776005785,28,522.7667765617371,290000,-67.3973037179575,3.030331611633301,18.045978307724
0.23099994659423828,-0.008857992,17.992247104644775,14.493282794952393,-143.2403470955645,0.00696110725402832,1.6253213032859972,100,-0.0063724197,-140.32276096926927,-136.35740755893758,29,540.7720236778259,300000,-67.42216571804602,2.9853193759918213,17.752249479293823
0.23297572135925293,-0.010646923,18.467023372650146,14.820798873901367,-143.66723074609752,0.008018970489501953,1.72519156131488,100,-0.008174088,-140.3383216129604,-136.0052206894472,30,559.2530484199524,310000,-67.43439014926152,3.12691330909729,18.22602868080139
0.22900080680847168,0.008779744,18.421863794326782,14.803297519683838,-143.33613893510613,0.007998943328857422,1.5681369751866343,100,0.014332891,-140.35674163941093,-136.6745568291327,31,577.6869115829468,320000,-67.43587683883025,3.1109423637390137,18.183862924575806
0.2409982681274414,-0.011871144,18.28739857673645,14.735536813735962,-143.1211107931102,0.006972312927246094,1.6788887012213687,100,-0.0048441077,-140.40928413463607,-136.3060182737472,32,595.9863088130951,330000,-67.4631721037788,3.038919448852539,18.038427591323853
0.22896957397460938,-0.01097542,18.2034432888031,14.70971393585205,-143.242780465513,0.007030010223388672,1.712270430367122,100,-0.0046120696,-140.13177730513834,-135.96424724917986,33,614.2017512321472,340000,-67.3276719500443,2.982837677001953,17.965442895889282
0.22696948051452637,0.0014125305,17.51498031616211,14.096249341964722,-143.09789305058533,0.008029699325561523,1.526627902368429,100,0.008242453,-140.11917999768372,-136.47090050763936,34,631.7287302017212,350000,-67.31113079626304,2.914341926574707,17.27998113632202
0.22999954223632812,-0.01479657,18.297163009643555,14.763747930526733,-142.97713970298844,0.007033824920654297,1.5091485357990067,100,-0.0128269335,-140.3260979669701,-136.6980347611796,35,650.039892911911,360000,-67.42765954981735,3.0308969020843506,18.05916452407837
0.2289736270904541,-0.010513481,18.050275325775146,14.539977788925171,-143.40775141938428,0.0070226192474365234,1.5802495929714793,100,-0.0067912918,-140.41063697315857,-137.00582683589,36,668.1021678447723,370000,-67.47202478744626,3.012145757675171,17.813278913497925
0.2299637794494629,0.007731653,18.253013134002686,14.766324996948242,-143.50332261611112,0.007007598876953125,1.717806513178505,100,0.012682619,-139.97338956066224,-136.15745444392905,37,686.367180109024,380000,-67.2367483187504,2.995396137237549,18.01501226425171
0.22996759414672852,-0.02657149,18.260977268218994,14.718093395233154,-143.54160147400972,0.006999969482421875,1.4834548108738246,100,-0.01640829,-140.11806326025615,-136.61628821108033,38,704.6411561965942,390000,-67.31895815312518,2.9877822399139404,18.024009704589844
0.23399996757507324,-0.0052168486,17.824977159500122,14.311098337173462,-144.34241882908753,0.008998394012451172,1.5539962221893078,100,0.008705336,-140.17612383628438,-135.395865066936,39,722.4791357517242,400000,-67.34840836926332,2.999225616455078,17.581978797912598
0.2259984016418457,-0.0084546115,17.61138939857483,14.078195095062256,-143.517786324699,0.006998300552368164,1.5445761925495582,100,-0.00019912186,-140.31343682419222,-136.37598952568896,40,740.103524684906,410000,-67.41334209902405,3.0292115211486816,17.378392696380615
0.23197364807128906,-0.010363519,17.67775583267212,14.198391675949097,-143.1763171632469,0.006999969482421875,1.4950185911990708,100,-0.003140786,-140.5711910780431,-136.63104728260598,41,757.7942802906036,420000,-67.54955913131414,2.9647910594940186,17.438782215118408
0.22499895095825195,-0.0055531524,17.849977254867554,14.329451084136963,-142.75707396813843,0.007973432540893555,1.41601317394998,100,-0.0014162583,-140.16802840017493,-137.0121305664873,42,775.6572589874268,430000,-67.35301162281151,3.0183210372924805,17.617004871368408
0.22600173950195312,-0.0045010145,17.874656438827515,14.418315410614014,-143.09251917819398,0.00799870491027832,1.6036211802289584,100,0.009859889,-140.35510543737476,-136.1235340183346,43,793.5449151992798,440000,-67.4383771374887,2.967179536819458,17.639655828475952
0.22797155380249023,-0.026185632,17.987512588500977,14.48031735420227,-142.82467032741766,0.00802755355834961,1.595682071340646,100,-0.005028848,-140.1982454066398,-136.5083610184348,44,811.5454275608063,450000,-67.3567189185807,3.004993438720703,17.751513481140137
0.22896814346313477,-0.024721934,18.059227466583252,14.550546169281006,-143.5565571349744,0.00797128677368164,1.6523998601321481,100,0.019876787,-140.51781325223735,-137.05123805267453,45,829.617654800415,460000,-67.52028238272369,3.007815361022949,17.82125949859619
0.22799921035766602,-0.00914872,18.21654772758484,14.709101438522339,-143.61875648876944,0.006968498229980469,1.3741851794068582,100,0.020330755,-140.3816055950896,-136.82767290772162,46,847.8472020626068,470000,-67.44371317599185,3.002824306488037,17.981580018997192
0.22900032997131348,-0.045184664,18.23998713493347,14.67967700958252,-144.11970763942486,0.006981372833251953,1.5643261919624187,100,-0.013313222,-140.29607824252332,-136.47578063283177,47,866.100189447403,480000,-67.40670221286305,3.0632636547088623,18.003018617630005
