Iteration,Average Returns
0,8.0
10,6.0
20,6.0
30,6.0
40,6.0
50,6.0
60,6.0
70,6.0
80,6.0
90,6.0
100,6.0
110,6.0
120,6.0
130,6.0
140,6.0
150,6.0
160,6.0
170,6.0
180,6.0
190,6.0
200,46.0
210,6.0
220,274.0
230,500.0
240,500.0
249,500.0
