train-AverageReturn,train-NumTrajs,train-StdReturn,LossBefore,Time-Optimization,train-MinReturn,train-EnvExecTime,train-MaxReturn,train-AverageDiscountedReturn,Time-Sampling,Itr,LossAfter,ItrTime,train-PolicyExecTime,Time-SampleProc,Time,n_timesteps
151.7503465731713,100,27.988131065194878,-0.011427002,0.26900243759155273,36.549251506249696,3.1840908527374268,199.6982077239382,91.55545419250652,18.730957984924316,22,-0.30097944,19.02195906639099,15.2426176071167,0.02199864387512207,421.0672228336334,230000
136.22514195745885,100,11.28597832861583,0.011974622,0.25299835205078125,118.16163687061926,3.075856924057007,171.83442628383162,83.53401719640006,18.128975868225098,23,-0.1363182,18.40794610977173,14.780167579650879,0.02397751808166504,439.4931757450104,240000
128.32962882967405,100,9.221629444794345,0.007986084,0.25499939918518066,113.8301382669499,2.984858512878418,162.48182084841045,79.10647546202172,17.90258479118347,24,-0.65650016,18.177583694458008,14.655458927154541,0.01999950408935547,457.68576097488403,250000
125.419873170066,100,24.892743427382715,-0.008792108,0.27899813652038574,39.74887211004982,2.9805612564086914,173.99196763291906,76.5876860235106,18.16540288925171,25,0.008224396,18.471402168273926,14.930356740951538,0.026000499725341797,476.1711630821228,260000
133.85415478004117,100,14.82975099186378,0.001995276,0.2630016803741455,102.41177862366688,2.929809093475342,182.13707597374946,80.9828939791055,17.568960189819336,26,-0.21778955,17.85196089744568,14.366721153259277,0.017996549606323242,494.0361235141754,270000
131.25430895434235,100,15.617075990856463,-0.018528735,0.28600263595581055,95.32732907464415,2.82477068901062,179.88578436021197,79.51654268860398,17.431963205337524,27,-0.7214432,17.73996376991272,14.292264699935913,0.021997928619384766,511.7890853881836,280000
110.90190620724537,100,37.39835994535054,-0.00239469,0.2689990997314453,-51.82407055831206,3.287257194519043,151.7442198421135,68.50878609780997,19.654359102249146,28,-0.4371413,19.94736337661743,16.057964086532593,0.02300095558166504,531.7494447231293,290000
109.61473954334546,100,15.030706116116471,0.014801855,0.26800012588500977,81.55393900967117,3.166318655014038,159.0477786181332,67.77083857157402,18.263964653015137,29,-0.44284776,18.555959224700928,14.804507732391357,0.022994041442871094,550.3194017410278,300000
97.42717662714607,100,16.965561487194865,0.0049740965,0.2570013999938965,32.23828256047119,3.1205437183380127,134.84082106518466,61.621701029618464,18.65131378173828,30,-0.59861016,18.92928457260132,15.233511924743652,0.018996238708496094,569.2616899013519,310000
95.23624230877105,100,17.916234557245282,-0.0026636596,0.277996301651001,-5.364213257211862,3.0710060596466064,129.27407142104758,60.249920345968306,18.2169086933136,31,-0.52328104,18.531907320022583,14.865899324417114,0.036000967025756836,587.8065967559814,320000
80.71546014986355,100,42.612492172166846,-0.0021563994,0.2559959888458252,-64.86559146333413,3.0531771183013916,138.9685820161929,51.60218576799461,18.56731081008911,32,-1.115112,18.845278024673462,15.250667810440063,0.020972013473510742,606.6648762226105,330000
54.93778547666252,100,60.746706796444464,-0.017397674,0.28699731826782227,-80.26810338059508,3.14092755317688,139.7753388477598,37.86038676115102,18.668392181396484,33,-2.982897,18.98539113998413,15.225314140319824,0.03000164031982422,625.6642684936523,340000
24.370383311658557,100,61.047461287008545,0.0065509034,0.2589993476867676,-83.04419968493826,3.0402109622955322,156.0103381714641,21.196456733600343,18.143810510635376,34,-5.0284715,18.425806283950806,14.847146987915039,0.02199840545654297,644.1040790081024,350000
12.32674411062861,100,62.86748790185923,0.0013068726,0.25299739837646484,-73.43742593188318,3.019397735595703,146.56809434065661,14.304913775230945,17.955108165740967,35,-6.907036,18.229103565216064,14.669374465942383,0.0189974308013916,662.3461821079254,360000
-15.09654469035415,100,55.44149561882827,-0.007984137,0.25499796867370605,-124.15436319035666,3.1338882446289062,156.8944045720395,0.4627682440503322,18.40816903114319,36,-7.6439705,18.683165550231934,15.021100282669067,0.018999814987182617,681.0423493385315,370000
-122.32486892061146,100,70.47981502722551,-0.0008646118,0.2989964485168457,-195.6129738635731,3.1306354999542236,54.61320941244184,-60.39625299901808,17.55699348449707,37,-18.297258,17.881959915161133,14.163240432739258,0.024970054626464844,698.9373099803925,380000
-173.96037787411078,100,39.40819946556549,-0.0048337034,0.26399993896484375,-195.58207454914,3.1078743934631348,-32.86179050335863,-91.57591081953096,17.951961040496826,38,-1.0918124,18.235961437225342,14.520662307739258,0.018999099731445312,717.22727227211,390000
-173.13964672989718,100,39.623350774003605,-0.0061538024,0.25699448585510254,-195.54358355382692,3.25270414352417,-80.84602432831306,-91.30571672062214,18.947960376739502,39,0.05168362,19.223957538604736,15.40234899520874,0.017999649047851562,736.464227437973,400000
-174.9775218656856,100,38.32959833339891,-0.009086468,0.25499868392944336,-195.6532198492668,3.0773682594299316,-77.73417763462693,-92.23516401556202,17.68008279800415,40,0.024322987,17.95903730392456,14.338033437728882,0.022954463958740234,754.4362645149231,410000
-183.09109033849003,100,30.037431289855085,-0.010783098,0.25800037384033203,-195.69115968188598,3.1229169368743896,-84.27439237508743,-96.5415238439172,17.61196494102478,41,-0.02154041,17.889960527420044,14.229330778121948,0.01999521255493164,772.3392252922058,420000
-175.129426256806,100,38.76552089697975,-0.026003081,0.2539992332458496,-195.63658093059476,3.1700279712677,-82.07416967719543,-92.35449484693606,18.217973709106445,42,-0.034300685,18.492971658706665,14.782812356948853,0.019997835159301758,790.8451979160309,430000
-173.3482763691604,100,40.24324183760563,0.0065042963,0.26099705696105957,-195.6754939041125,3.0480728149414062,-80.4234399957777,-91.46725046397529,17.955989837646484,43,0.008554791,18.238962411880493,14.630903482437134,0.020975589752197266,809.0961604118347,440000
-176.3975663006725,100,37.01119036259707,-0.0071922545,0.2609701156616211,-195.97417997771936,3.1954498291015625,-81.61238049507932,-93.01492874413997,18.286253690719604,44,-0.010235742,18.567253828048706,14.797680139541626,0.019030332565307617,827.6764140129089,450000
-170.9076896187196,100,41.61553165635498,-0.006849518,0.25699949264526367,-196.0841099879521,3.2346668243408203,-82.85484834302257,-90.24924286101913,18.540027618408203,45,-0.010465735,18.826027393341064,15.03478193283081,0.027999162673950195,846.5144395828247,460000
-178.65463646414065,100,34.90442436348537,-0.018324561,0.252000093460083,-196.11547442149012,3.123053550720215,-94.8946560844165,-94.24929865595945,18.04298758506775,46,-0.023172546,18.319961071014404,14.634743452072144,0.024973392486572266,864.847400188446,470000
-179.4229482941096,100,33.90768899346254,0.0066320067,0.2540006637573242,-195.69113035111496,3.220101833343506,-95.05818615235094,-94.64492767130994,17.624963998794556,47,0.00674541,17.905962228775024,14.131510257720947,0.02599811553955078,882.7663621902466,480000
-179.5453478611215,100,34.94464885222191,-0.0032930297,0.26199984550476074,-196.1994848592591,3.14131498336792,-81.81157220779355,-94.72012883266576,18.085001468658447,48,-0.0053188964,18.371963024139404,14.679234504699707,0.022968769073486328,901.1503255367279,490000
-175.93745272324716,100,37.71904071469786,-0.014652362,0.30699682235717773,-195.55978424227052,3.1690611839294434,-76.5542496471019,-92.70624724008456,18.289156675338745,49,-0.021938575,18.623122215270996,14.80374813079834,0.02500176429748535,919.7874472141266,500000
-176.6624530316588,100,36.87247683503581,0.010297283,0.2669954299926758,-195.9176968597844,3.296159267425537,-94.69307595609716,-93.24178870071302,18.380988836288452,50,-0.0006382446,18.66695761680603,14.822040319442749,0.018973350524902344,938.4694080352783,510000
-173.87051034929974,100,39.25691598224683,0.011743249,0.2559998035430908,-195.63867301536692,3.328889846801758,-78.49777226373732,-91.59921946941125,18.688003063201904,51,0.01200116,18.964959859848022,15.052767992019653,0.019956350326538086,957.4483680725098,520000
-172.5989604566937,100,40.76779568077102,-0.017124835,0.2579987049102783,-196.01478866475804,3.259315252304077,-82.31398627227321,-91.09221699503706,18.837517499923706,52,-0.019064471,19.11751675605774,15.284985780715942,0.02000117301940918,976.5788836479187,530000
-179.20804219284508,100,35.451973228939735,-0.0061078737,0.2579982280731201,-195.70213430130232,3.2061409950256348,-80.69224341651577,-94.47597258351328,18.28543734550476,53,-0.0065025026,18.5664005279541,14.812958478927612,0.02196502685546875,995.1582839488983,540000
-185.56047797648264,100,26.663530320398486,-3.4133147e-05,0.25600171089172363,-195.45123621687304,3.109630823135376,-94.73255797217425,-97.86481144201689,17.737987518310547,54,-0.0014309647,18.015963554382324,14.359560251235962,0.02097320556640625,1013.1862471103668,550000
-175.79552972065656,100,37.90839439230665,-0.0041539427,0.2589986324310303,-195.8745201416608,3.114469289779663,-82.21513093155428,-92.76258533647622,18.189653873443604,55,-0.0062247557,18.474628448486328,14.825470447540283,0.025975942611694336,1031.6738748550415,560000
-177.55636056605016,100,36.398927016280226,0.0072006225,0.25799131393432617,-195.67783379491874,3.2093467712402344,-78.63259816772933,-93.64710337170222,18.35600781440735,56,-0.00034472047,18.6340069770813,14.880551815032959,0.01800227165222168,1050.3198833465576,570000
-175.06240427871947,100,38.552702800373446,0.014613503,0.2570009231567383,-195.50638411912962,3.05935001373291,-80.08817710401809,-92.25640941649218,17.628963708877563,57,0.006573877,17.91296148300171,14.307358980178833,0.025997400283813477,1068.244845867157,580000
-175.745065545781,100,38.85682306942877,0.0017266449,0.26799941062927246,-195.35408424316222,3.0829148292541504,-79.04956713506873,-92.57418287464145,18.152077436447144,58,-0.00097351987,18.439074754714966,14.806866884231567,0.018997907638549805,1086.696920633316,590000
-176.12505343510603,100,37.88869270590083,-0.0052202456,0.2599964141845703,-195.8029809750972,3.1951403617858887,-82.74719441047996,-92.87032220140794,18.29590654373169,59,-0.018510815,18.57990527153015,14.823758840560913,0.02300262451171875,1105.2898254394531,600000
-175.55051160155688,100,37.71698898173288,0.028105328,0.2559986114501953,-195.4804046493521,3.236584186553955,-77.21493874353618,-92.43655359357302,18.27596640586853,60,0.009933985,18.551961421966553,14.728493928909302,0.01999640464782715,1123.8547866344452,610000
-176.16527862689037,100,38.02304055086849,0.00037225953,0.2559964656829834,-195.83245868950996,3.062140464782715,-79.12105490006002,-92.90226427115988,17.64296317100525,61,-0.0010628906,17.920963048934937,14.310239315032959,0.021003246307373047,1141.787749528885,620000
-181.5473870353248,100,31.34604078408667,-0.0026585083,0.31800055503845215,-195.61214713514875,3.0943527221679688,-81.96415190905276,-95.62509265297086,17.55396342277527,62,-0.0023845185,17.892965078353882,14.214274406433105,0.021001100540161133,1159.6937141418457,630000
-174.91094090834386,100,38.55034837997262,0.00790356,0.2559957504272461,-195.6312398365104,3.260965347290039,-91.25175469788786,-92.3374263620383,18.077961921691895,63,0.0064075263,18.352961778640747,14.5466890335083,0.01800370216369629,1178.0606727600098,640000
-178.83274641361913,100,34.91503365060039,-0.010313992,0.26199913024902344,-195.39324931932262,3.2359840869903564,-76.87419133746232,-94.26934337096237,18.439961910247803,64,-0.013578076,18.723961114883423,14.922575950622559,0.020999908447265625,1196.7976338863373,650000
-186.78125803910152,100,25.470092969648874,0.018577594,0.26596593856811523,-195.97098518423135,3.160451889038086,-85.38008871680474,-98.52060324746044,17.943963289260864,65,0.011722094,18.23796010017395,14.521284580230713,0.027032136917114258,1215.0485949516296,660000
-179.53527282633183,100,34.32783910778309,-0.0072741644,0.25899648666381836,-195.67609812959955,3.239091396331787,-83.18480343833886,-94.71810504550625,18.43544363975525,66,-0.012181272,18.722442865371704,14.92482304573059,0.027002811431884766,1233.784038066864,670000
-183.01521667334666,100,29.36999017524486,-0.0138724735,0.25699734687805176,-195.70236514635374,3.1474971771240234,-95.1138467636957,-96.44254143328908,17.91697669029236,67,-0.01960893,18.19396138191223,14.503926277160645,0.01998734474182129,1251.991000175476,680000
-180.54098126853364,100,33.19229904668112,-0.009208703,0.26000070571899414,-195.91829785033377,3.1265852451324463,-85.68275895348654,-95.22080261173188,18.0426344871521,68,-0.010034344,18.323632955551147,14.630619049072266,0.019997596740722656,1270.3276326656342,690000
-177.0403028091094,100,37.081357390346945,-0.018189797,0.2670009136199951,-195.6348615371625,3.154928207397461,-83.08397813104838,-93.30613927922431,18.29511547088623,69,-0.024644291,18.58611297607422,14.870100259780884,0.023996591567993164,1288.9267446994781,700000
-177.1399241717806,100,36.319146918233756,-0.018464703,0.268996000289917,-195.56665776560354,3.259464740753174,-85.28868213034407,-93.3531795920729,18.082964420318604,70,-0.017442958,18.37296223640442,14.563009023666382,0.021001815795898438,1307.3127071857452,710000
-175.07689347076575,100,38.90880537946929,0.01817025,0.26396822929382324,-195.30266673242022,3.1496872901916504,-82.71127614593769,-92.27011311625124,17.958964824676514,71,0.0125853885,18.249959230422974,14.493990898132324,0.02602839469909668,1325.5756680965424,720000
-185.60135751141704,100,26.7617562628285,0.019449774,0.2869992256164551,-195.99092927020166,3.268648386001587,-92.57722908584046,-97.90637478246475,18.07779049873352,72,0.017489752,18.392785787582397,14.556376695632935,0.026996612548828125,1343.9814548492432,730000
-174.2184441686247,100,38.58526243678107,0.0014202637,0.257997989654541,-195.8509575015096,3.2165584564208984,-80.46343889535571,-91.86618020024025,18.35949993133545,73,-0.0078046266,18.639498472213745,14.873052597045898,0.022000551223754883,1362.6339552402496,740000
-180.38733862475303,100,33.0086779976353,-0.0024529633,0.2910010814666748,-196.20232576516506,3.350313901901245,-92.54558221920267,-95.15983873946907,19.05697011947632,74,-0.004778128,19.367936372756958,15.41439938545227,0.01896524429321289,1382.0148911476135,750000
-168.49608157704145,100,42.98457985346461,0.0020194915,0.28699684143066406,-195.79041252991814,3.3825972080230713,-78.74289395237979,-88.88583086485069,18.838748931884766,75,0.00035378264,19.151744604110718,15.161591291427612,0.025998830795288086,1401.1816368103027,760000
-172.48933815145637,100,40.74040821134151,0.025335692,0.25800061225891113,-195.41000646423674,3.113084077835083,-82.20712465325197,-90.98533354955529,17.718085527420044,76,0.023076402,17.998083114624023,14.328330516815186,0.019998788833618164,1419.1927213668823,770000
-177.3201178655287,100,36.24380623502785,0.0056775482,0.2609987258911133,-195.6080337925135,3.0749828815460205,-80.69081371617133,-93.49622608742585,17.831990003585815,77,0.0042791106,18.11696147918701,14.490809440612793,0.023972749710083008,1437.3236837387085,780000
-174.76645203659686,100,38.36281399536187,0.0035710724,0.2650003433227539,-195.6283226326061,3.106590509414673,-95.05565934810129,-92.23783793013772,17.691195011138916,78,0.004073657,17.983196020126343,14.326349973678589,0.025000572204589844,1455.3198812007904,790000
-180.69070373390693,100,33.22227747305302,-0.016086152,0.25499939918518066,-195.8471183818828,3.0679898262023926,-84.01147612222545,-95.29134483821257,17.720176935195923,79,-0.025309835,17.997174501419067,14.408254146575928,0.021998167037963867,1473.3300559520721,800000
-177.45216949007192,100,36.383475486123906,0.01114801,0.2520010471343994,-195.6399536912753,3.1623637676239014,-81.71308240988317,-93.58373987729281,17.602996349334717,80,0.011253128,17.879966020584106,14.193520069122314,0.02396869659423828,1491.2230219841003,810000
-174.34923385556408,100,38.37736436730249,0.037645474,0.25800275802612305,-195.98090897795012,3.1323139667510986,-89.70304056210924,-91.98593520594551,18.11469864845276,81,0.034631085,18.397701263427734,14.730863571166992,0.023999929428100586,1509.632722377777,820000
-174.30390876039027,100,39.28863993060462,0.011585998,0.25499749183654785,-195.58420326978384,3.156911611557007,-80.80875301635933,-91.90880612837358,18.1629638671875,82,0.00629187,18.443963050842285,14.667996644973755,0.023995161056518555,1528.0896837711334,830000
-181.25818225816718,100,32.30719405041567,-0.0034711594,0.257997989654541,-195.7591450961213,3.2406482696533203,-81.19489466315932,-95.58094284107354,18.293687105178833,83,-0.0029191284,18.57168459892273,14.789091110229492,0.01899862289428711,1546.6743657588959,840000
-174.43321785522477,100,38.78512751029797,-0.018504111,0.263002872467041,-195.9236229394231,3.2288243770599365,-83.90875879961959,-92.00998043476615,18.452817916870117,84,-0.021845553,18.74081778526306,14.941890954971313,0.02499699592590332,1565.4281837940216,850000
-181.22213913108294,100,32.230232828916215,0.0020718155,0.25800228118896484,-195.79018690551715,3.2172038555145264,-83.10800777267605,-95.56043534323197,17.81196641921997,85,0.00055530627,18.094963788986206,14.342896938323975,0.023995399475097656,1583.5361466407776,860000
-181.540313955302,100,31.87652326878645,0.011044705,0.25299835205078125,-195.733270921526,3.1617324352264404,-94.71499772797884,-95.72822282304556,17.605565071105957,86,0.006142379,17.884565114974976,14.195251941680908,0.023999452590942383,1601.433711051941,870000
-179.00568817783875,100,34.20187696088524,0.001785759,0.2590000629425049,-195.81416891578567,3.021369457244873,-84.71373754958964,-94.37024209237117,17.610751152038574,87,-0.009389084,17.88874840736389,14.324591398239136,0.0189971923828125,1619.3354585170746,880000
-178.6859047819461,100,33.72433258615327,-0.03037475,0.25999927520751953,-195.82492172394416,3.1565520763397217,-94.98571583342137,-94.1392958143525,17.741963148117065,88,-0.027920404,18.020962715148926,14.330227375030518,0.01900029182434082,1637.3694214820862,890000
-182.54890722014167,100,31.592678522109807,0.003451236,0.26199889183044434,-195.67764555819747,3.073314905166626,-81.551763744605,-96.24448144634626,17.525964736938477,89,0.0022574768,17.813963651657104,14.176031589508057,0.026000022888183594,1655.1963860988617,900000
-171.23552453701205,100,41.3095129695401,-0.0032099427,0.24399948120117188,-195.3288520676639,3.14522123336792,-80.62253028487838,-90.32625093448,17.77100443840027,90,-0.006982739,18.040963411331177,14.36268162727356,0.02496027946472168,1673.250351190567,910000
-180.5464144725179,100,33.36621152763002,0.030230915,0.25699925422668457,-195.75470986437654,3.20466685295105,-81.33280177627279,-95.24970729083972,18.296008825302124,91,0.025065342,18.574982166290283,14.814692974090576,0.020000696182250977,1691.8393332958221,920000
-180.63262108519552,100,33.210368766052454,-0.010545129,0.24700140953063965,-195.6953222186757,3.1882967948913574,-86.27937630155297,-95.30728262883933,17.832964658737183,92,-0.014040137,18.104965209960938,14.372715473175049,0.024999141693115234,1709.95729970932,930000
-179.92153490302718,100,33.14311923999905,-0.014351632,0.25,-195.47413705291117,3.1507720947265625,-91.81925563106417,-94.80536516780634,18.50175929069519,93,-0.02257803,18.775758981704712,15.02701187133789,0.023999691009521484,1728.746057510376,940000
-173.86125236948297,100,38.687680634684995,-0.034696635,0.25500059127807617,-195.56462115241908,3.103573799133301,-81.66674323402306,-91.6297252263167,17.607999086380005,94,-0.033300262,17.88296604156494,14.23042368888855,0.018998384475708008,1746.6420230865479,950000
-174.83594571476104,100,38.45180443560128,-0.0009395874,0.2590036392211914,-195.95950858944096,3.1314539909362793,-82.66498868615652,-92.172300970995,18.21707248687744,95,-0.0047207796,18.498072385787964,14.8129403591156,0.02099609375,1765.1530938148499,960000
-177.88691431867284,100,35.347420079459596,0.015058764,0.2589986324310303,-195.68569687084528,3.2089035511016846,-82.35338564676847,-93.73256590975811,18.42733335494995,96,0.011795142,18.710328578948975,14.947189569473267,0.022995948791503906,1783.8784182071686,970000
-176.06897481676268,100,37.67428503207346,0.01641933,0.2579994201660156,-195.6371499271582,3.0799829959869385,-81.68422880871306,-92.81358512298623,17.767969608306885,97,0.014503616,18.048967123031616,14.421835660934448,0.02299809455871582,1801.9403862953186,980000
-169.17807126468963,100,42.86806575882906,0.008193006,0.2650008201599121,-195.42500690861613,3.1155757904052734,-81.10837411094818,-89.24213776677222,17.583995819091797,98,0.0010139038,17.869963884353638,14.1991446018219,0.019968271255493164,1819.8233518600464,990000
-173.19421719104696,100,39.62071638295164,-0.005710968,0.25100016593933105,-195.8072006036736,3.123138904571533,-80.18383669620664,-91.3069171791949,18.293911695480347,99,-0.014708753,18.57191038131714,14.890340089797974,0.02399754524230957,1838.4082624912262,1000000
-171.88752850703818,100,40.87708307603502,-0.0033283934,0.2759976387023926,-195.93733143056278,3.077805519104004,-77.80484735391018,-90.62784852830242,17.568393230438232,100,-0.0012348633,17.8643901348114,14.212052583694458,0.018999576568603516,1856.285653591156,1010000
-174.33285740973417,100,39.107881345106065,0.010408624,0.26000070571899414,-195.67787386029164,3.20588755607605,-81.85898748806092,-91.90620528656545,18.2528817653656,101,0.0061530243,18.53188157081604,14.778059244155884,0.018999099731445312,1874.8305358886719,1020000
-176.83129126627603,100,35.7305477135078,-0.009634003,0.2579996585845947,-195.7917712849409,3.140657424926758,-79.94220495051553,-93.05772548023793,18.139093160629272,102,-0.011711142,18.416076183319092,14.728966474533081,0.01898336410522461,1893.2596125602722,1030000
-180.84745450492497,100,32.18507566479477,-0.00836424,0.259000301361084,-195.65537537249227,3.1631412506103516,-82.90881685679187,-95.26505284403584,17.911967039108276,103,-0.010888721,18.189958810806274,14.500342845916748,0.017999649047851562,1911.4615778923035,1040000
-177.83180116137416,100,35.83374094917159,0.0078313565,0.2559666633605957,-195.8353242191052,3.200087785720825,-82.29322680211642,-93.7261090181307,18.664727687835693,104,0.004846487,18.94472360610962,15.139472246170044,0.023028850555419922,1930.4193012714386,1050000
-177.23452918830378,100,36.417496271621374,-0.017391931,0.2579975128173828,-195.84962038339978,3.0966696739196777,-79.71104575815647,-93.47383361255261,17.621833562850952,105,-0.018550634,17.905805349349976,14.287330627441406,0.025974273681640625,1948.3381085395813,1060000
-170.6504505419809,100,41.491396029927195,0.014373596,0.2539985179901123,-195.8040396058336,3.181621789932251,-84.35149774558843,-90.10329304597504,18.290822505950928,106,0.014128192,18.56583023071289,14.837496280670166,0.01900959014892578,1966.9159383773804,1070000
-176.37464892545017,100,37.5850031616017,-0.0018313477,0.25299930572509766,-195.90405229200266,3.1433234214782715,-81.12268985622738,-93.02991712218696,18.009359121322632,107,-0.006385791,18.286325693130493,14.605805158615112,0.023967266082763672,1985.2142651081085,1080000
-174.24222164983334,100,39.31521802839653,-0.02741806,0.25600099563598633,-195.61087954114427,3.152571678161621,-80.99041478291008,-91.8754997326423,18.340316772460938,108,-0.029975299,18.625284671783447,14.913500547409058,0.025959014892578125,2003.8525516986847,1090000
-171.49888753795983,100,40.90555431571042,-0.0030903749,0.26000118255615234,-195.84487797961683,3.157198190689087,-84.98203165654185,-90.5005211575548,17.4509699344635,109,-0.004098627,17.736967086791992,14.02335524559021,0.023995399475097656,2021.6025178432465,1100000
-181.55256595049758,100,31.843569135616487,-0.018187866,0.264967679977417,-196.11838369091035,3.1558494567871094,-80.62020602854052,-95.60842864248265,18.313980102539062,110,-0.02344845,18.601953744888306,14.90564489364624,0.02200627326965332,2040.216471672058,1110000
