Iteration	Time	TimestepsThisBatch	PoolSize	MaxEpReturn	LastEpReturn	Episodes	TimestepsSoFar
0	90.96840238571167	1000	2000	-374.17674563847095	-601.2263284182981	2	2000
1	167.67728090286255	1000	3000	-16.242563712180964	-16.242563712180964	3	3000
2	241.40403652191162	1000	4000	-16.242563712180964	-849.0938591023792	4	4000
3	314.8581428527832	1000	5000	-16.242563712180964	-507.63681557524654	5	5000
4	388.2840242385864	1000	6000	-16.242563712180964	-657.4280582647687	6	6000
5	462.21228289604187	1000	7000	-16.242563712180964	-813.6467926101298	7	7000
6	535.9430058002472	1000	8000	-16.242563712180964	-784.064175106151	8	8000
7	610.0231378078461	1000	9000	-16.242563712180964	-534.2487910480771	9	9000
8	684.0363430976868	1000	10000	-16.242563712180964	-264.2245278134516	10	10000
9	757.7403604984283	1000	11000	-16.242563712180964	-361.51123981610584	11	11000
10	831.7301518917084	1000	12000	-16.242563712180964	-430.62943389263575	12	12000
11	905.221396446228	1000	13000	-16.242563712180964	-477.7644608638476	13	13000
12	979.0863182544708	1000	14000	-16.242563712180964	-511.31838467074687	14	14000
13	1052.765112876892	1000	15000	-16.242563712180964	-500.5305146102234	15	15000
14	1126.7988736629486	1000	16000	-16.242563712180964	-602.5322938673415	16	16000
15	1200.550329208374	1000	17000	-16.242563712180964	-536.6467522175823	17	17000
16	1275.394169807434	1000	18000	-16.242563712180964	-545.049934942582	18	18000
17	1348.8945682048798	1000	19000	-16.242563712180964	-401.83746781219213	19	19000
18	1422.5835077762604	1000	20000	-16.242563712180964	-416.14969304170427	20	20000
19	1496.3327882289886	1000	21000	-16.242563712180964	-421.933825581091	21	21000
20	1569.699341058731	1000	22000	-16.242563712180964	-494.6760877162458	22	22000
21	1643.3167390823364	1000	23000	-16.242563712180964	-438.63340185667136	23	23000
22	1716.49649310112	1000	24000	-16.242563712180964	-449.31352579233305	24	24000
23	1789.442839384079	1000	25000	-16.242563712180964	-503.54125307876774	25	25000
24	1862.7193758487701	1000	26000	-16.242563712180964	-469.5108485869229	26	26000
25	1935.2674870491028	1000	27000	-16.242563712180964	-483.7997771651258	27	27000
26	2008.272094964981	1000	28000	-16.242563712180964	-507.93345925310575	28	28000
27	2081.133791208267	1000	29000	-16.242563712180964	-513.8105410681463	29	29000
28	2153.8155374526978	1000	30000	-16.242563712180964	-503.1351584502544	30	30000
29	2226.8615868091583	1000	31000	-16.242563712180964	-536.6205640781714	31	31000
30	2299.5835797786713	1000	32000	-16.242563712180964	-538.6712527140847	32	32000
31	2372.9065613746643	1000	33000	-16.242563712180964	-508.1939015645234	33	33000
32	2445.82715177536	1000	34000	-16.242563712180964	-625.7192775406536	34	34000
33	2518.8230414390564	1000	35000	-16.242563712180964	-651.9695479701468	35	35000
34	2591.9266469478607	1000	36000	-16.242563712180964	-657.5575857424329	36	36000
35	2664.9844267368317	1000	37000	-16.242563712180964	-659.0820391272342	37	37000
36	2738.1080269813538	1000	38000	-16.242563712180964	-654.54517119152	38	38000
37	2810.8909175395966	1000	39000	-16.242563712180964	-652.0408478626949	39	39000
38	2883.8060495853424	1000	40000	-16.242563712180964	-652.9142218166256	40	40000
39	2956.5355219841003	1000	41000	-16.242563712180964	-597.4371870745342	41	41000
40	3029.5539643764496	1000	42000	-16.242563712180964	-655.3833691219585	42	42000
41	3102.231298685074	1000	43000	-16.242563712180964	-568.1684550716325	43	43000
42	3175.2062590122223	1000	44000	-16.242563712180964	-539.2490137420094	44	44000
43	3248.144054889679	1000	45000	-16.242563712180964	-516.5549117275042	45	45000
44	3321.2334887981415	1000	46000	-16.242563712180964	-452.93031443626893	46	46000
45	3394.281664133072	1000	47000	-16.242563712180964	-487.86601407051126	47	47000
46	3467.4404652118683	1000	48000	-16.242563712180964	-462.36001330562664	48	48000
47	3539.875020265579	1000	49000	-16.242563712180964	-468.3502402205439	49	49000
48	3613.0182929039	1000	50000	-16.242563712180964	-397.4174351055951	50	50000
49	3686.062247276306	1000	51000	-16.242563712180964	-496.44508235932113	51	51000
50	3759.1227927207947	1000	52000	-16.242563712180964	-550.910639331182	52	52000
51	3832.139617204666	1000	53000	-16.242563712180964	-520.4583497717724	53	53000
52	3905.396108150482	1000	54000	-16.242563712180964	-474.7806430373798	54	54000
53	3978.212798833847	1000	55000	-16.242563712180964	-477.0230634702304	55	55000
54	4050.9065504074097	1000	56000	-16.242563712180964	-570.9082654638227	56	56000
55	4123.655327796936	1000	57000	-16.242563712180964	-573.235821642158	57	57000
56	4196.717591047287	1000	58000	-16.242563712180964	-572.6884615220621	58	58000
57	4270.057106256485	1000	59000	-16.242563712180964	-571.2030111445463	59	59000
58	4342.924180984497	1000	60000	-16.242563712180964	-574.6205246079215	60	60000
59	4416.054765462875	1000	61000	-16.242563712180964	-570.9924777138235	61	61000
60	4488.766494035721	1000	62000	-16.242563712180964	-302.9682100130262	62	62000
61	4561.546329498291	1000	63000	-16.242563712180964	-231.75304074850393	63	63000
62	4634.433776140213	1000	64000	-16.242563712180964	-243.5676598157027	64	64000
63	4707.282887220383	1000	65000	-16.242563712180964	-273.32403989144836	65	65000
64	4780.472462177277	1000	66000	-16.242563712180964	-265.7902587917235	66	66000
