Iteration	Time	TimestepsThisBatch	PoolSize	MaxEpReturn	LastEpReturn	Episodes	TimestepsSoFar
73	5437.100039958954	1000	75000	-365.24671620565556	-601.9164036966821	75	75000
74	5509.812051057816	1000	76000	-365.24671620565556	-604.8988226399791	76	76000
75	5582.905386209488	1000	77000	-365.24671620565556	-600.6061554522718	77	77000
76	5656.120728969574	1000	78000	-365.24671620565556	-602.4313420492283	78	78000
77	5729.227479219437	1000	79000	-365.24671620565556	-598.445179939445	79	79000
78	5802.3911011219025	1000	80000	-365.24671620565556	-601.2032827413658	80	80000
79	5875.633266448975	1000	81000	-365.24671620565556	-595.979588059871	81	81000
80	5948.628771781921	1000	82000	-365.24671620565556	-592.34989113894	82	82000
81	6021.543219804764	1000	83000	-365.24671620565556	-601.7498795096311	83	83000
82	6094.479140996933	1000	84000	-365.24671620565556	-598.8122960380803	84	84000
83	6166.75341296196	1000	85000	-365.24671620565556	-597.2097569184119	85	85000
84	6239.65814781189	1000	86000	-365.24671620565556	-599.0953588033409	86	86000
85	6312.557138681412	1000	87000	-365.24671620565556	-603.7078970334812	87	87000
86	6385.659111022949	1000	88000	-365.24671620565556	-598.4795171391152	88	88000
87	6460.703746795654	1000	89000	-365.24671620565556	-598.0593766108846	89	89000
88	6533.9836184978485	1000	90000	-365.24671620565556	-603.6927535481167	90	90000
89	6607.510915994644	1000	91000	-365.24671620565556	-602.8681198412928	91	91000
90	6680.555621147156	1000	92000	-365.24671620565556	-600.1741153841655	92	92000
91	6753.845846891403	1000	93000	-365.24671620565556	-602.6543927892169	93	93000
92	6847.284576892853	1000	94000	-365.24671620565556	-598.0284365356407	94	94000
93	6937.501846790314	1000	95000	-365.24671620565556	-600.2525653707386	95	95000
94	7017.314701318741	1000	96000	-365.24671620565556	-604.3026203202302	96	96000
95	7098.726761817932	1000	97000	-365.24671620565556	-598.1515154457405	97	97000
96	7173.94273686409	1000	98000	-365.24671620565556	-598.0666142355434	98	98000
97	7255.483678340912	1000	99000	-365.24671620565556	-599.3453364583819	99	99000
