Iteration	Time	TimestepsThisBatch	PoolSize	MaxEpReturn	LastEpReturn	Episodes	TimestepsSoFar
0	90.42765998840332	1000	2000	-365.24671620565556	-378.02511395018973	2	2000
1	167.00607323646545	1000	3000	-365.24671620565556	-507.4582376236577	3	3000
2	240.74855256080627	1000	4000	-365.24671620565556	-518.8194602713496	4	4000
3	314.2642590999603	1000	5000	-365.24671620565556	-553.8363522232236	5	5000
4	387.58362317085266	1000	6000	-365.24671620565556	-535.713894059693	6	6000
5	461.2208478450775	1000	7000	-365.24671620565556	-532.9353639079516	7	7000
6	534.8462467193604	1000	8000	-365.24671620565556	-560.4378632441063	8	8000
7	608.4855654239655	1000	9000	-365.24671620565556	-565.8210720002742	9	9000
8	682.5431497097015	1000	10000	-365.24671620565556	-491.56743939861957	10	10000
9	756.4774241447449	1000	11000	-365.24671620565556	-486.83476687428686	11	11000
10	829.8430910110474	1000	12000	-365.24671620565556	-489.1898245412119	12	12000
11	903.4240305423737	1000	13000	-365.24671620565556	-488.9804473925067	13	13000
12	977.0940227508545	1000	14000	-365.24671620565556	-521.2158720137021	14	14000
13	1050.8426690101624	1000	15000	-365.24671620565556	-564.2028738120752	15	15000
14	1124.6588802337646	1000	16000	-365.24671620565556	-520.1223830541137	16	16000
15	1198.6830747127533	1000	17000	-365.24671620565556	-563.4258483341555	17	17000
16	1273.390042066574	1000	18000	-365.24671620565556	-577.7919766411637	18	18000
17	1346.8709490299225	1000	19000	-365.24671620565556	-579.8565037312629	19	19000
18	1420.3370418548584	1000	20000	-365.24671620565556	-557.682666473176	20	20000
19	1493.8170609474182	1000	21000	-365.24671620565556	-524.234552861211	21	21000
20	1567.391563653946	1000	22000	-365.24671620565556	-524.7496448829946	22	22000
21	1640.7733759880066	1000	23000	-365.24671620565556	-532.6685417097414	23	23000
22	1713.6846663951874	1000	24000	-365.24671620565556	-556.16318518181	24	24000
23	1786.5412743091583	1000	25000	-365.24671620565556	-554.5014715635907	25	25000
24	1859.6667149066925	1000	26000	-365.24671620565556	-552.6264256850158	26	26000
25	1932.374657869339	1000	27000	-365.24671620565556	-545.236225962249	27	27000
26	2005.661906003952	1000	28000	-365.24671620565556	-539.416345978914	28	28000
27	2078.685666322708	1000	29000	-365.24671620565556	-539.2606612143375	29	29000
28	2151.760532617569	1000	30000	-365.24671620565556	-546.7257418053308	30	30000
29	2224.4137346744537	1000	31000	-365.24671620565556	-564.4669116705629	31	31000
30	2296.9170610904694	1000	32000	-365.24671620565556	-581.1730410217235	32	32000
31	2369.5999081134796	1000	33000	-365.24671620565556	-582.053168161285	33	33000
32	2442.7202212810516	1000	34000	-365.24671620565556	-587.7025952694198	34	34000
33	2515.7856488227844	1000	35000	-365.24671620565556	-587.4209014158711	35	35000
34	2589.0615708827972	1000	36000	-365.24671620565556	-588.7526778880684	36	36000
35	2662.2883138656616	1000	37000	-365.24671620565556	-586.0065704762545	37	37000
36	2735.05721950531	1000	38000	-365.24671620565556	-587.0771871108225	38	38000
37	2807.844197511673	1000	39000	-365.24671620565556	-592.7967435944597	39	39000
38	2880.734436273575	1000	40000	-365.24671620565556	-593.8021010938852	40	40000
39	2953.564853668213	1000	41000	-365.24671620565556	-576.5345447939071	41	41000
40	3026.2737984657288	1000	42000	-365.24671620565556	-539.4737968223849	42	42000
41	3099.3300828933716	1000	43000	-365.24671620565556	-544.8961912963673	43	43000
42	3172.2446808815002	1000	44000	-365.24671620565556	-549.5700288004024	44	44000
43	3245.333254337311	1000	45000	-365.24671620565556	-595.0622460483456	45	45000
44	3318.388632297516	1000	46000	-365.24671620565556	-603.3685055406331	46	46000
45	3391.2587554454803	1000	47000	-365.24671620565556	-615.6935964070224	47	47000
46	3464.497410774231	1000	48000	-365.24671620565556	-772.7647863247425	48	48000
47	3537.6659042835236	1000	49000	-365.24671620565556	-665.3736822568447	49	49000
48	3610.843071937561	1000	50000	-365.24671620565556	-776.9165678172404	50	50000
49	3683.9330377578735	1000	51000	-365.24671620565556	-714.9032804557431	51	51000
50	3757.0483000278473	1000	52000	-365.24671620565556	-823.8425554944191	52	52000
51	3830.083640098572	1000	53000	-365.24671620565556	-802.943947225096	53	53000
52	3902.7074885368347	1000	54000	-365.24671620565556	-806.6685294092835	54	54000
53	3975.69464468956	1000	55000	-365.24671620565556	-615.5726400567349	55	55000
54	4049.1385095119476	1000	56000	-365.24671620565556	-588.0288269818483	56	56000
55	4122.162485361099	1000	57000	-365.24671620565556	-577.212331767761	57	57000
56	4195.045474290848	1000	58000	-365.24671620565556	-606.78625665682	58	58000
57	4268.468426704407	1000	59000	-365.24671620565556	-740.7702086267939	59	59000
58	4341.75906586647	1000	60000	-365.24671620565556	-734.1370740962864	60	60000
59	4414.470223426819	1000	61000	-365.24671620565556	-728.581279802338	61	61000
60	4487.51277923584	1000	62000	-365.24671620565556	-622.0430551629091	62	62000
61	4560.523654937744	1000	63000	-365.24671620565556	-592.7893570209151	63	63000
62	4633.531850337982	1000	64000	-365.24671620565556	-594.9106547418154	64	64000
63	4706.597063541412	1000	65000	-365.24671620565556	-595.7842567599213	65	65000
64	4779.431161165237	1000	66000	-365.24671620565556	-601.7829131786505	66	66000
65	4852.327811002731	1000	67000	-365.24671620565556	-603.2140729482911	67	67000
66	4925.287711143494	1000	68000	-365.24671620565556	-601.7022626077592	68	68000
67	4998.008585453033	1000	69000	-365.24671620565556	-598.5208234468006	69	69000
68	5071.110946893692	1000	70000	-365.24671620565556	-599.7668072836665	70	70000
69	5144.558171749115	1000	71000	-365.24671620565556	-597.6264888890043	71	71000
70	5217.756727218628	1000	72000	-365.24671620565556	-603.4314564668073	72	72000
71	5290.595906019211	1000	73000	-365.24671620565556	-600.9505915093074	73	73000
72	5364.009603261948	1000	74000	-365.24671620565556	-596.5053804670546	74	74000
