train-AverageDiscountedReturn,train-EnvExecTime,Time-Sampling,n_timesteps,train-NumTrajs,LossAfter,Itr,train-MinReturn,ItrTime,LossBefore,Time-SampleProc,Time,train-PolicyExecTime,train-MaxReturn,train-AverageReturn,Time-Optimization,train-StdReturn
-9.740325987969271,2.61336350440979,16.38502597808838,260000,100,-0.018029058,25,-105.9889811918259,16.664994955062866,-6.1035155e-09,0.02096700668334961,435.11918568611145,13.507318496704102,88.66728092720058,-15.914796039601915,0.2590019702911377,31.570439108353693
-11.535985133447946,2.605161666870117,16.323994398117065,270000,100,-0.015694696,26,-101.03849490381721,16.59399151802063,-6.1035155e-09,0.023000240325927734,451.72617745399475,13.452389478683472,54.450811767362445,-18.9499593540693,0.24699687957763672,26.473818175248514
-9.981583324185404,2.5363881587982178,16.501896381378174,280000,100,-0.016270392,27,-86.87785623243067,16.770896673202515,-0.002970215,0.022999286651611328,468.51007413864136,13.647923946380615,48.41264784224592,-16.08006354641595,0.2460010051727295,25.66042947928398
-12.583266566413158,2.5518572330474854,16.356022357940674,290000,100,-0.01584492,28,-83.89244870819003,16.625993728637695,-0.003666974,0.02897167205810547,485.149067401886,13.544448375701904,36.169969613835875,-21.22306737116264,0.24099969863891602,24.4985958058123
-9.158612050189156,2.6105268001556396,16.464433670043945,300000,100,-0.016232207,29,-83.21599225566905,16.739401817321777,2.4795532e-09,0.02196812629699707,501.9014689922333,13.60636281967163,87.30509384729714,-15.49792512254068,0.2519998550415039,27.400695754956104
-11.821328208413606,2.4902944564819336,16.303993701934814,310000,100,-0.016091082,30,-99.69503247786744,16.576992988586426,6.1035155e-09,0.025031328201293945,518.4914615154266,13.56039810180664,59.804052143826425,-19.759810423506803,0.24696850776672363,26.46889617477157
-9.782501285433872,2.547710418701172,16.361993551254272,320000,100,-0.015638331,31,-133.58236597972672,16.62899351119995,-2.2125244e-08,0.022998809814453125,535.1334547996521,13.573657989501953,60.71030940349896,-17.17686455392395,0.24400115013122559,27.165563220621983
-11.841188610925395,2.5545005798339844,16.54602026939392,330000,100,-0.014034912,32,-112.95246092757795,16.821993589401245,-4.577637e-09,0.029973983764648438,551.9684479236603,13.753829717636108,54.46894036598009,-18.88152421705995,0.24599933624267578,23.515822942416442
-6.9551335630982605,2.6039414405822754,16.65399408340454,340000,100,-0.014554776,33,-66.99638777696491,16.92699408531189,-1.2207031e-08,0.027029752731323242,568.9084424972534,13.789510488510132,61.75462870649616,-11.56074689280788,0.2459702491760254,23.759436130062337
-10.3468509398556,2.5319325923919678,16.38599467277527,350000,100,-0.01413718,34,-93.37768000578585,16.653993844985962,-9.155274e-09,0.02099776268005371,585.5764348506927,13.59463882446289,43.465191483255104,-17.3259515289283,0.24700140953063965,26.14762319396795
-12.03117338271571,2.537670850753784,16.399020195007324,360000,100,-0.01582583,35,-99.36372632431846,16.665993452072144,6.1035155e-09,0.023974895477294922,602.2554280757904,13.625831604003906,41.237675866866425,-19.091810013000856,0.24196767807006836,28.62347074935879
-11.129368623455083,2.6331887245178223,16.526997804641724,370000,100,-0.01821574,36,-105.97586230595769,16.797992944717407,-0.0039104493,0.029028892517089844,619.0664207935333,13.631171941757202,45.83290792692758,-18.526668200774864,0.240966796875,27.13735454167421
-8.944741739083181,2.6231579780578613,16.545995950698853,380000,100,-0.016358618,37,-79.41711947386287,16.81899642944336,-1.5258789e-09,0.023998737335205078,635.898416519165,13.676944971084595,66.48731331501044,-16.1523889070677,0.2480010986328125,24.460800604712755
-11.64534383138236,2.540329933166504,16.500993728637695,390000,100,-0.017352197,38,-87.15399095233319,16.771993398666382,-1.2207031e-08,0.030002355575561523,652.6844086647034,13.678058862686157,79.8134846050924,-19.589350859256232,0.2389979362487793,26.041818543050788
-8.49990862400926,2.678938865661621,16.449992179870605,400000,100,-0.017703166,39,-104.64817412229296,16.73299288749695,1.2207031e-08,0.0279996395111084,669.4304013252258,13.51123857498169,90.3604430097192,-14.325951622391027,0.2550010681152344,29.319826028074715
-8.157323362061318,2.571000337600708,16.686994075775146,410000,100,-0.016432032,40,-70.72198497778489,16.958993911743164,1.2207031e-08,0.02899932861328125,686.4043946266174,13.859426975250244,37.09393059109351,-14.465208101748457,0.24200010299682617,22.530681005374753
-7.781682420582529,2.550198793411255,16.313994646072388,420000,100,-0.017689249,41,-107.28849551181348,16.584993839263916,-0.002522824,0.027001142501831055,703.0023880004883,13.507179498672485,59.15566521772198,-12.760149766843272,0.24299860000610352,26.887752105348895
-8.534569895403543,2.575895071029663,16.564571142196655,430000,100,-0.01649977,42,-89.92158588826896,16.84157133102417,-6.866455e-09,0.021996498107910156,719.8569586277008,13.731314897537231,79.95083956156866,-15.40137501064379,0.2540011405944824,27.861838417567693
-7.476760035838619,2.601771593093872,16.388032913208008,440000,100,-0.0156190675,43,-102.73299088551407,16.66099238395691,-2.861023e-09,0.026958942413330078,736.5319499969482,13.528905391693115,82.14834296767665,-12.690305950103273,0.2460005283355713,28.805684464854792
-6.49478926956959,2.5586960315704346,16.567069053649902,450000,100,-0.016410774,44,-85.5130037549277,16.83906650543213,-9.155274e-09,0.029998302459716797,753.3840160369873,13.738673210144043,62.803668525859386,-11.82325362447021,0.24199914932250977,25.732068406930804
-5.269001460861256,2.5683887004852295,16.47499394416809,460000,100,-0.017601283,45,-84.15397117857594,16.73999333381653,-4.577637e-09,0.022000551223754883,770.1370098590851,13.6626718044281,45.90212829764608,-10.669110502007364,0.24299883842468262,22.791942424543805
-7.044021972788998,2.5460309982299805,16.614041566848755,470000,100,-0.017453393,46,-73.5314259104986,16.88299584388733,-0.0032053832,0.025952816009521484,787.0330047607422,13.807018518447876,56.442012757600324,-13.064735945157324,0.24300146102905273,22.374265491940047
-8.497592125936672,2.564192533493042,16.461161851882935,480000,100,-0.017026126,47,-100.19952439278661,16.737125635147095,-3.0517577e-09,0.025963544845581055,803.7841284275055,13.624825477600098,53.91290793891752,-14.581342848352172,0.2500002384185791,28.275567192266838
-7.038109137792766,2.532374620437622,16.433998823165894,490000,100,-0.016457995,48,-102.74479807253746,16.71599531173706,-9.155274e-09,0.028956174850463867,820.5141234397888,13.643421649932861,123.70531573552915,-11.801580566317908,0.2520012855529785,32.75178878930605
-6.38215627647969,2.6272671222686768,16.437026500701904,500000,100,-0.016744949,49,-120.29406438766884,16.703994750976562,1.5258789e-09,0.024964094161987305,837.2311182022095,13.512489557266235,107.48386918929891,-11.865090171234522,0.24000024795532227,29.616729880377306
-5.039603287912241,2.638803243637085,16.54997730255127,510000,100,-0.017081393,50,-61.428491462911964,16.81194758415222,1.525879e-08,0.020970821380615234,854.0570666790009,13.661147117614746,83.07871700388414,-9.19400703633341,0.24099946022033691,27.926886652721556
-4.592901461456493,2.6107311248779297,16.3549964427948,520000,100,-0.016593708,51,-67.40328080263389,16.624995946884155,-1.2207031e-08,0.0280001163482666,870.6960616111755,13.499324083328247,84.33508969964427,-7.700023334699901,0.24199938774108887,25.523769449046206
-3.4025245577866583,2.5550971031188965,16.228997945785522,530000,100,-0.01734842,52,-101.72010178245561,16.499995946884155,-1.8310548e-08,0.02897357940673828,887.2090563774109,13.432873487472534,103.77900228878585,-6.123185225453085,0.24100017547607422,34.549433944559944
-5.953904389159561,2.57726788520813,16.40299916267395,540000,100,-0.01679477,53,-76.86085668914063,16.68499517440796,-1.2207031e-08,0.026995182037353516,903.9070513248444,13.57568097114563,90.71689655418503,-10.506111675368768,0.2539997100830078,26.500885433841436
-3.733680996057939,2.524014711380005,16.427027940750122,550000,100,-0.015307562,54,-112.610604421417,16.694994688034058,9.155274e-09,0.019999265670776367,920.6150462627411,13.649241209030151,123.2175404897309,-7.147025075182724,0.24599814414978027,32.57476404434643
-4.050730666899444,2.6520566940307617,16.462976217269897,560000,100,-0.017929962,55,-64.20441238555495,16.73297667503357,1.8310548e-08,0.02700066566467285,937.3610217571259,13.537152290344238,98.86400374302036,-7.103810017422718,0.24199867248535156,27.636509963297375
-3.897150695350212,2.57285213470459,16.44347620010376,570000,100,-0.0161396,56,-83.13938432630391,16.71847653388977,-1.2207031e-08,0.022029638290405273,954.0924968719482,13.612944602966309,46.80648210264808,-7.586307020210012,0.2519700527191162,26.701276658723433
-7.918506135718234,2.622425079345703,16.72999668121338,580000,100,-0.01629805,57,-99.94060878210229,17.007994651794434,-3.0517577e-09,0.02700018882751465,971.1134903430939,13.872493982315063,51.80757686690484,-13.130371544041079,0.24999761581420898,27.39344564077291
-3.3349555303528167,2.6052515506744385,16.50560474395752,590000,100,-0.016666876,58,-100.58733284462521,16.774603605270386,-1.8310548e-08,0.021001338958740234,987.9010934829712,13.664633750915527,50.24777035030202,-6.643369857798048,0.24699735641479492,22.974620680342323
-6.006421570293807,2.5032236576080322,16.25199580192566,600000,100,-0.017120246,59,-71.34612595540057,16.514995098114014,-5.340576e-09,0.024999380111694336,1004.4300894737244,13.490389585494995,56.35968179759794,-10.493680839279168,0.23799991607666016,24.810297346647232
-4.566513174117746,2.5830135345458984,16.480997562408447,610000,100,-0.016812403,60,-74.98766474834201,16.74999761581421,6.1035155e-09,0.0280001163482666,1021.1940853595734,13.603708267211914,60.91507616019813,-7.6925059911538884,0.24000096321105957,24.556245508187427
-4.757271650118086,2.5233700275421143,16.420877695083618,620000,100,-0.0170011,61,-80.85731050699866,16.694846153259277,-1.2207031e-08,0.02797102928161621,1037.9029309749603,13.635253667831421,52.81291565058313,-9.123498238847807,0.24599742889404297,23.221671878260114
-6.237854515695145,2.53838849067688,16.477052450180054,630000,100,-0.015507937,62,-74.6764522548808,16.745048999786377,1.8310548e-08,0.025998353958129883,1054.6609797477722,13.689780235290527,72.74015345885982,-11.440475707403152,0.24199819564819336,24.967899080350698
-2.485231136614925,2.5918095111846924,16.50999665260315,640000,100,-0.020013925,63,-62.497661413617756,16.77599596977234,-2.2888185e-09,0.02199840545654297,1071.449976682663,13.670902729034424,56.233061445883386,-4.079258109005862,0.24299979209899902,24.332592020623434
-4.65210854375811,2.591397285461426,16.28699541091919,650000,100,-0.01655016,64,-68.35692089761677,16.558995485305786,6.1035155e-09,0.02899909019470215,1088.0229716300964,13.45849609375,46.752106918186165,-8.873300532539588,0.24300098419189453,23.942688599219906
-5.155097462723867,2.5565953254699707,16.490846157073975,660000,100,-0.017139832,65,-115.00492391896795,16.761844873428345,1.2207031e-08,0.022998571395874023,1104.7978150844574,13.679070711135864,123.662969433331,-8.804311016905544,0.2480001449584961,32.05314126939093
-4.914528462997117,2.6097378730773926,16.463995218276978,670000,100,-0.016852075,66,-105.8910019802979,16.728995084762573,6.1035155e-09,0.022001981735229492,1121.540810585022,13.608625650405884,60.24863401794695,-8.628212614776476,0.2429978847503662,27.629610492804638
-7.025242363219381,2.490248203277588,16.42999505996704,680000,100,-0.018746814,67,-92.40679978249028,16.69699454307556,-3.0517577e-09,0.021030902862548828,1138.2528054714203,13.675975799560547,45.12603035921153,-11.245068363900536,0.24596858024597168,23.392903426102627
-4.0990863451677795,2.5684256553649902,16.456996202468872,690000,100,-0.016312137,68,-85.49606263174812,16.746995449066162,-1.2207031e-08,0.030999183654785156,1155.012800693512,13.637986183166504,85.12568091551694,-6.411788308188327,0.2590000629425049,28.555543398360104
-1.5462929720489973,2.5606203079223633,16.305997371673584,700000,100,-0.01732301,69,-91.06748259875322,16.582995176315308,-0.0028439148,0.02599811553955078,1171.6087951660156,13.493447542190552,60.201782210751496,-4.119847979046492,0.2500011920928955,23.595794823272158
-3.3903452035263126,2.5045626163482666,16.300994396209717,710000,100,-0.018176546,70,-86.9833996212766,16.57199501991272,-1.8310548e-08,0.02100086212158203,1188.1937911510468,13.52775263786316,57.36283422877334,-6.817452378523479,0.2499997615814209,25.743039361736432
-0.6293502664345965,2.5666260719299316,16.563021659851074,720000,100,-0.016938357,71,-71.16195930717826,16.825995922088623,-1.8310548e-08,0.02297377586364746,1205.0327851772308,13.700743675231934,97.04358828201119,-1.190854313607059,0.238999605178833,24.741792589206216
-1.9948483883203272,2.5049996376037598,16.336028814315796,730000,100,-0.016865203,72,-54.94999971619418,16.60199546813965,3.0517577e-09,0.02096867561340332,1221.6487803459167,13.569319009780884,42.61144137289635,-3.5690066464981265,0.24499797821044922,18.641038579399854
-0.30040281076411196,2.4770097732543945,16.24702739715576,740000,100,-0.019115444,73,-61.953894200840566,16.51499581336975,4.577637e-09,0.02296900749206543,1238.1767754554749,13.524399280548096,78.33379007195876,-1.4193477740836515,0.24399852752685547,25.315362813778872
2.249615298731965,2.575493335723877,16.384028911590576,750000,100,-0.01679723,74,-91.83618871791477,16.65499520301819,-3.0517577e-09,0.020967483520507812,1254.8457703590393,13.567086935043335,72.19847371113178,2.7161992601872442,0.2499988079071045,25.39972343250062
-1.8014620560798542,2.5883166790008545,16.52002763748169,760000,100,-0.016584475,75,-111.52959009581242,16.793995141983032,-9.155274e-09,0.025999784469604492,1271.6527652740479,13.682868719100952,87.99885044661353,-3.4773341688238646,0.24696779251098633,26.276864741937377
-1.3476062535433777,2.4958267211914062,16.402027368545532,770000,100,-0.018020112,76,-100.68246895585547,16.670994997024536,1.1444092e-08,0.026967525482177734,1288.336760520935,13.639388084411621,63.43625203918076,-2.3211639422609105,0.24200010299682617,27.384868370843797
3.437115752272139,2.5099754333496094,16.397083520889282,780000,100,-0.018209875,77,-49.720427960455396,16.659050941467285,-3.0517577e-09,0.019969701766967773,1305.022812128067,13.616395711898804,59.325948304737025,3.663071238444912,0.2409982681274414,25.968942952407886
1.374560999121436,2.6154887676239014,16.481997966766357,790000,100,-0.017122304,78,-44.85282173164509,16.757996559143066,6.1035155e-09,0.021029949188232422,1321.7938084602356,13.61535120010376,76.50390718909284,1.91169596542973,0.25296807289123535,25.18202569134646
4.027786943431414,2.564783811569214,16.46400475502014,800000,100,-0.015583555,79,-53.47729797914164,16.73200273513794,7.629395e-09,0.026997089385986328,1338.5388090610504,13.64590311050415,99.25842926198881,6.189766410400812,0.24000096321105957,27.257254382912354
0.2501504201417874,2.4800257682800293,16.329997062683105,810000,100,-0.018565046,80,-83.32840414413378,16.600993394851685,7.629395e-09,0.029995441436767578,1355.1538019180298,13.61619520187378,113.39294842064415,-0.9814729027011735,0.2389976978302002,27.898589444395544
1.9194530044991336,2.4980969429016113,16.466997385025024,820000,100,-0.017788516,81,-83.60489161471018,16.74499487876892,-2.1362304e-08,0.023996591567993164,1371.9127969741821,13.692761659622192,105.66198102266205,2.272027847111843,0.2540009021759033,29.436193484645855
2.3867520354455976,2.5192654132843018,16.668159008026123,830000,100,-0.017296754,82,-73.9567088988299,16.943156480789185,-6.1035155e-09,0.02399897575378418,1388.8709526062012,13.842113256454468,88.14536256397021,2.4263986103440955,0.25099849700927734,30.594468328208045
4.893019604803024,2.5298843383789062,16.53299856185913,840000,100,-0.017146707,83,-59.744538338559806,16.81299591064453,-1.525879e-08,0.024996519088745117,1405.697948217392,13.752134084701538,101.58976726987657,7.946685262045137,0.25300025939941406,31.21404735908913
1.245750158037062,2.6169207096099854,16.444996118545532,850000,100,-0.018337494,84,-95.92662928389127,16.718995094299316,6.1035155e-09,0.0279996395111084,1422.4309434890747,13.588136672973633,153.16076488259935,1.377049849432621,0.24599933624267578,33.437103283800234
4.280364539574973,2.6159143447875977,16.424993991851807,860000,100,-0.019452713,85,-77.56832217076092,16.694995403289795,-1.2207031e-08,0.025999784469604492,1439.139937877655,13.557121753692627,108.06455132185651,5.2518321780927435,0.24300026893615723,30.77123383037735
3.5739004994505637,2.600858449935913,16.298994779586792,870000,100,-0.016298292,86,-72.01774741335505,16.561994791030884,-1.0681152e-08,0.02099895477294922,1455.7159326076508,13.436170816421509,106.99377643076528,4.863863893416703,0.24200105667114258,30.198129027153897
6.733446038812773,2.5852930545806885,16.351885318756104,880000,100,-0.018513914,87,-69.76455287916757,16.61885142326355,1.373291e-08,0.028967618942260742,1472.3477845191956,13.506600141525269,164.5301568079939,9.42248529447501,0.23799848556518555,34.84004583969468
-1.3811313571585615,2.5454893112182617,16.584542751312256,890000,100,-0.016979681,88,-94.0836043902176,16.85054111480713,3.0517577e-09,0.02503347396850586,1489.2113256454468,13.764965534210205,71.09096382371793,-3.0510392901249013,0.2409648895263672,27.992322094968053
5.193795071729788,2.547473192214966,16.428996086120605,900000,100,-0.02007933,89,-44.77964680890098,16.70399498939514,-1.5258789e-09,0.029001712799072266,1505.9303185939789,13.62759518623352,66.70973942727161,6.8656037502249765,0.24599719047546387,23.64725071637976
6.1176021492288815,2.546386957168579,16.451433420181274,910000,100,-0.017784283,90,-98.31883318091127,16.723411083221436,-3.6239625e-09,0.02197718620300293,1522.6667294502258,13.635727643966675,87.26249288746496,8.284019074689827,0.2500004768371582,34.60072472871539
8.107479930439013,2.5437800884246826,16.295026540756226,920000,100,-0.019816155,91,-50.937327198316055,16.56399440765381,-3.0517577e-09,0.021967172622680664,1539.2437236309052,13.493886470794678,127.24467862993086,11.57130665859809,0.2460005283355713,31.219221730083216
7.246886531923901,2.54770565032959,16.516029119491577,930000,100,-0.019890267,92,-82.5183153309281,16.785995483398438,7.629395e-09,0.028966188430786133,1556.0427191257477,13.715412855148315,91.55423990966565,9.741712851417816,0.24100017547607422,29.90436966438089
9.183461063222055,2.4767589569091797,16.153996229171753,940000,100,-0.017468188,93,-64.67791156756833,16.42199683189392,-6.1035155e-09,0.020998716354370117,1572.4777143001556,13.36274790763855,105.76396034988403,13.613099946013852,0.2460002899169922,30.953912302045158
6.115346697377623,2.577130079269409,16.35583996772766,950000,100,-0.018857535,94,-70.73335757182895,16.641838550567627,1.8310548e-08,0.030000925064086914,1589.1325528621674,13.546579599380493,149.19895791762633,7.802426396992046,0.2559976577758789,32.15067156245923
7.691162714288757,2.56038761138916,16.452840328216553,960000,100,-0.015307116,95,-63.05641983257385,16.72783923149109,0.0027381377,0.02299952507019043,1605.8733921051025,13.647313117980957,103.08188466418137,10.543188475894297,0.25099873542785645,31.1417137644491
7.32021754757505,2.589895248413086,16.486119270324707,970000,100,-0.017838685,96,-50.0735547492857,16.758115530014038,-0.00020422363,0.0299985408782959,1622.6445066928864,13.64991283416748,96.84294016712356,10.665345912001959,0.24199771881103516,32.4250570035467
8.688158760649431,2.458047389984131,16.39242649078369,980000,100,-0.018941889,97,-66.09924196374337,16.666388273239136,6.1035155e-09,0.021962642669677734,1639.323894739151,13.66771125793457,118.88555518509008,12.727425731745006,0.2519991397857666,33.24773354369266
9.128882234971849,2.4732086658477783,16.38902497291565,990000,100,-0.016980479,98,-78.23096428840024,16.671995162963867,6.1035155e-09,0.033967018127441406,1656.0088903903961,13.659720659255981,147.58259644889534,13.408493778836634,0.2480013370513916,45.87569783380959
14.045326193085195,2.4614672660827637,16.499040842056274,1000000,100,-0.017456178,99,-85.1974087394797,16.77499508857727,0.002588318,0.026955366134643555,1672.7978847026825,13.788693189620972,129.0772243667383,21.36662604317523,0.24899888038635254,38.72623327724588
11.975855381848518,2.541889190673828,16.537997007369995,1010000,100,-0.01903089,100,-97.02968471944115,16.807995319366455,-1.449585e-08,0.02799844741821289,1689.6188797950745,13.725375652313232,111.16089756008617,18.859351717644877,0.24100017547607422,35.92090196657422
11.75784247283331,2.378798484802246,16.394980669021606,1020000,100,-0.01935043,101,-89.47624952148573,16.658979892730713,6.1035155e-09,0.021030902862548828,1706.290858745575,13.752326965332031,112.67047945915974,16.380944568566328,0.24196743965148926,39.586188356093146
13.744989928945715,2.5170977115631104,16.386674880981445,1030000,100,-0.018912204,102,-49.66509414005899,16.654672622680664,1.2207031e-08,0.023998022079467773,1722.9585309028625,13.602649450302124,96.30526536959091,19.56397830122103,0.24300098419189453,30.027036635702444
11.728206817831863,2.471855401992798,16.31699514389038,1040000,100,-0.021517312,103,-64.89802795427667,16.587995052337646,1.525879e-08,0.027002334594726562,1739.5595257282257,13.555269956588745,130.90763423324222,18.223374360313557,0.242997407913208,33.05730864969995
12.230223226039497,2.5786139965057373,16.858997106552124,1050000,100,-0.020083355,104,-101.8987865867366,17.126994371414185,-0.0048648836,0.02799677848815918,1756.6995205879211,14.011198282241821,102.78405658766543,19.258844106018667,0.24000048637390137,34.560410304842364
15.610389405486753,2.608966827392578,16.708996534347534,1060000,100,-0.016977923,105,-59.53929187555642,16.984996557235718,6.1035155e-09,0.028031349182128906,1773.6975166797638,13.872008562088013,176.79440950412933,23.1146108771687,0.24596786499023438,37.62210306540668
11.955966290773988,2.4956562519073486,16.45069169998169,1070000,100,-0.017685566,106,-52.2356761759985,16.719685316085815,8.106232e-10,0.02799248695373535,1790.4312012195587,13.688419342041016,102.54048552620041,18.9985188258311,0.24100112915039062,30.628569881261768
10.696222260130268,2.6841936111450195,16.743995666503906,1080000,100,-0.019521154,107,-64.81751375673338,17.017993927001953,-3.0517577e-09,0.02599787712097168,1807.4631946086884,13.801257848739624,138.5510617856118,16.05213366365582,0.24699902534484863,36.14020970347173
11.128093257029509,2.5694124698638916,16.43203377723694,1090000,100,-0.018335529,108,-70.03422019313417,16.699995756149292,1.2207031e-08,0.021964311599731445,1824.1761887073517,13.588430881500244,140.19002396884952,17.43061184110535,0.24599766731262207,36.257387715313
12.62737662427186,2.5479860305786133,16.465999126434326,1100000,100,-0.018159622,109,-59.780563481224895,16.73399519920349,-2.670288e-09,0.0209963321685791,1840.92418384552,13.659854412078857,109.82856644112283,19.635386607986156,0.2460002899169922,35.75727629724634
